"subject","study","condition","pretty_condition","session","exp_id","sona_id","pool","mode","attn_check","effort","difficulty","confidence","enjoyment","other","age","country","language","schoolyear","major","gender","disability","browser","width","height","os","starttime","status","term","violations","absolute_score","totaltime_m"
"FU00K","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","5ce1c42ca80ce0001a4aeb82","prolific","asynch","FALSE","I tried my best on each question",3,2,3,"I have never seen a time chart like that one",56,"United States","English","Bachelors Degree","Math or Computer Sciences","Male","none","chrome",1366,768,"Windows 10","2022-08-26T04:47:07.206Z","success","summer22",1,0,13.0468166666667
"0ZQNF","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","5a443703daea400001ac2859","prolific","asynch","TRUE","I tried my best on each question",3,4,4,"",25,"USA","English","Bachelors Degree","Social Sciences (incl. CogSci)","Male","","chrome",1368,840,"Windows 10","2022-08-26T19:20:39.066Z","success","summer22",1,9,9.80126666666667
"ONW0D","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","614e29a3a354be1de3eb1bc8","prolific","asynch","TRUE","I tried my best on each question",3,2,4,"",30,"United States","English","Bachelors Degree","Humanities","Female","","chrome",1728,892,"Mac OS","2022-08-26T04:10:48.309Z","success","summer22",1,0,13.2109833333333
"0KDXV","SGC4C","111112","ORTH-rotate-45","suPROLIFIC","62d846e008ffdac5ea24b94e","610c0b8627771f98c5ee375f","prolific","asynch","TRUE","I tried my best on each question",5,2,1,"",21,"United States of America","English","some college","Math or Computer Sciences","Male","No","chrome",1920,929,"Windows 10","2022-07-20T19:54:09.185Z","success","summer22",3.5,0,7.48658333333333
"0CH4N","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","5e9f3f09ccc75a0c345e4845","prolific","asynch","TRUE","I tried my best on most questions",5,2,1,"",63,"United States","English","Bachelors Degree","Humanities","Female","no","chrome",1600,757,"Windows 10","2022-08-25T22:22:01.476Z","success","summer22",2,2,6.8792
"2QOKZ","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","","","prolific","asynch","TRUE","I tried my best on each question",3,5,4,"It took a minute to understand the graph.",36,"USA","English","some college","Fine Arts","Female","no","chrome",1600,722,"Windows 10","2022-08-25T05:26:09.530Z","success","summer22",1,10,23.3956333333333
"S4ZA5","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","614f4893a7f27d638ea5e58c","prolific","asynch","TRUE","I tried my best on each question",1,5,4,"The presentation of the shifts was fascinating.  The graphical presentation definitely helped in very quickly solving most of the problems but there were one or two that seemed surprisingly difficult.  Sadly I cannot remember the particulars of the problematic ones.  Hopefully you can tell by the amount of time I spent on them.  ",61,"U.S.A.","English","Graduate Degree","Math or Computer Sciences","Male","No.","chrome",3072,1586,"Windows 10","2022-08-26T04:05:57.569Z","success","summer22",1,12,9.69918333333333
"A9XC1","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","60fd6e6d7b35102b8ca961a5","prolific","asynch","TRUE","I tried my best on each question",3,4,4,"The graph was not very clear. One axis being labeled ""start and end times"" was confusing.",19,"United States","English","some college","Engineering","Female","No","chrome",1536,810,"Windows 10","2022-08-27T02:30:54.459Z","success","summer22",1,1,7.07165
"U7EBF","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","5fee0c90eb52700cd9752702","prolific","asynch","TRUE","I tried my best on each question",4,4,3,"It was difficult to see the letters, it would have been easier to finish, instead I used a magnifying glass.",56,"USA","English","some college","Fine Arts","Female","Tough to see the charts.","chrome",1512,735,"Linux","2022-08-26T03:42:12.483Z","success","summer22",1,0,15.9392833333333
"XY3OZ","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5fb96b9798cd084465b0bf36","prolific","asynch","FALSE","I tried my best on each question",5,3,4,"It wasn't very easy.",52,"United States","English","Associates Degree","Engineering","Male","no","chrome",1280,881,"Windows 10","2022-08-27T02:28:56.612Z","success","summer22",1,3,16.824
"YS9FT","SGC4C","113112","TRI-rotate-45","suPROLIFIC","62d78f270296bdf7e6cf9515","6296bf32a8a16529919c5790","prolific","asynch","TRUE","I tried my best on each question",3,4,5,"",21,"United States","English","Secondary School/Highschool","Social Sciences (incl. CogSci)","Female","no","chrome",1440,821,"Mac OS","2022-07-20T18:39:01.597Z","success","summer22",1,11,6.13001666666667
"58GQN","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","5e0571b7e297d5fa932cf415","prolific","asynch","FALSE","I tried my best on each question",5,1,2,"I really didn't know how to read the schedule. An example would have been helpful.",58,"United States","English","Graduate Degree","Humanities","Female","","chrome",1600,757,"Windows 10","2022-08-26T04:09:29.521Z","success","summer22",1,1,14.6265166666667
"UE69U","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5dda51f040460e9a0f5f6a70","prolific","asynch","TRUE","I tried my best on each question",4,3,2,"Even though it took some getting used to, I found the diagram to be somewhat useful in determining time frames and such",20,"USA","English","Secondary School/Highschool","Natural Sciences","Male","","chrome",1440,821,"Mac OS","2022-08-27T02:38:06.471Z","success","summer22",1,1,7.85086666666667
"WLJ66","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","6298fbc8e35ae6800ccb3128","prolific","asynch","TRUE","I tried my best on each question",4,4,3,"",28,"USA","English","Bachelors Degree","Math or Computer Sciences","Female","No","chrome",1422,720,"Windows 10","2022-08-27T02:32:37.568Z","success","summer22",3,0,14.4747666666667
"FO7NT","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","62eda3d61ae1b519dd00d55a","prolific","asynch","TRUE","I tried my best on each question",5,2,5,"I didn't understand the start/end thing at first, but got it over time",20,"United States","English","some college","Math or Computer Sciences","Male","","chrome",2560,1321,"Windows 10","2022-08-27T02:24:26.223Z","success","summer22",1,4,11.9552833333333
"CE3VH","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5e9310d77d6dc1000baa5ee7","prolific","asynch","TRUE","I tried my best on each question",4,2,5,"",27,"USA","English","some college","Fine Arts","Female","","chrome",1366,768,"Windows 10","2022-08-27T00:51:24.005Z","success","summer22",1,7,21.1977166666667
"8SWVG","SGC4C","113112","TRI-rotate-45","suPROLIFIC","62d78f270296bdf7e6cf9515","5909ac7d8aedd80001d3ebb2","prolific","asynch","FALSE","I tried my best on each question",4,2,1,"",38,"USA","English","Bachelors Degree","Math or Computer Sciences","Male","","chrome",2560,1304,"Mac OS","2022-07-20T18:20:54.575Z","success","summer22",1,6,7.54585
"URHUE","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","5a1980eb5d06850001b00d84","prolific","asynch","TRUE","I tried my best on each question",3,4,5,"",32,"US","X-Other","Graduate Degree","Math or Computer Sciences","Female","","chrome",1536,746,"Windows 10","2022-08-25T16:00:04.588Z","success","summer22",1,8,13.8535666666667
"6K8C3","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","6151e70a336a52b8af712d41","prolific","asynch","TRUE","I tried my best on each question",5,5,4,"This representation was intuitively hard, but the ability to make use of it improved with practice.",67,"Unite States of America","English","Graduate Degree","Engineering","Male","I have no impairments or disabilities that I believe may have influenced my performance.","chrome",1280,800,"Mac OS","2022-08-26T19:20:02.579Z","success","summer22",1,11,16.5466166666667
"WHNRQ","SGC4C","111112","ORTH-rotate-45","suPROLIFIC","62d846e008ffdac5ea24b94e","5a202eda7413810001521ac7","prolific","asynch","TRUE","I tried my best on each question",5,4,5,"The graph confused me but I did what I thought was correct.",32,"USA","English","some college","Humanities","Female","","chrome",1366,768,"Chrome OS","2022-07-20T19:41:46.872Z","success","summer22",2,0,20.9412666666667
"0P0PJ","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","61213f0d3b4fb00946c94410","prolific","asynch","TRUE","I tried my best on each question",5,2,1,"",37,"USA","English","Graduate Degree","Social Sciences (incl. CogSci)","Female","No","chrome",1536,746,"Windows 10","2022-08-25T22:42:53.819Z","success","summer22",1,9,11.0485833333333
"5EXHC","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","62fbbda49a3670141771d6a0","prolific","asynch","TRUE","I tried my best on most questions",3,2,3,"Nothing comes to mind.",25,"USA","English","some college","Humanities","Female","NO.","chrome",1920,969,"Windows 10","2022-08-26T00:56:08.573Z","success","summer22",1,0,9.91253333333333
"PMPVE","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","56eac3b6e6c248000b172e04","prolific","asynch","TRUE","I tried my best on each question",5,2,4,"The instructions were a little confusing, perhaps on purpose? I think a more detailed tutorial would have been helpful.",42,"USA","English","Graduate Degree","Math or Computer Sciences","Female","no","chrome",1815,984,"Mac OS","2022-08-27T01:45:20.506Z","success","summer22",1,1,10.83105
"LLPS7","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5d6349209b22da000117b1bd","prolific","asynch","FALSE","I tried my best on each question",4,2,4,"",39,"United States","English","Bachelors Degree","Biomedical & Health Sciences","Male","","chrome",1536,714,"Windows 10","2022-08-27T02:23:54.202Z","success","summer22",2,7,10.726
"J7392","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","6145a88c94a2c86532d36b0f","prolific","asynch","TRUE","I tried my best on each question",4,2,2,"explain the graph better",24,"United States","English","Secondary School/Highschool","Fine Arts","Male","N/A","chrome",1920,977,"Windows 10","2022-08-26T04:11:31.948Z","success","summer22",3.5,2,10.0672333333333
"F24DY","SGC4C","111112","ORTH-rotate-45","suPROLIFIC","62d846e008ffdac5ea24b94e","61034c4de28be4c9cd4542c7","prolific","asynch","TRUE","I tried my best on each question",4,1,5,"",32,"USA","English","Graduate Degree","Social Sciences (incl. CogSci)","Male","","chrome",1280,743,"Windows 10","2022-07-20T19:07:49.555Z","success","summer22",1,5,15.0908
"56DR6","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","60fcf89cc74d5d092ff66a0f","prolific","asynch","TRUE","I tried my best on each question",5,2,1,"I could never do that job.  It was very confusing.  Early on, I wanted to click on and answer and the box wouldn't light up... just fyi.",56,"USA","English","Bachelors Degree","Fine Arts","Female","No","chrome",1707,738,"Windows 10","2022-08-27T02:32:07.325Z","success","summer22",1,0,14.6121666666667
"DA399","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","61bb388340db417c1a138c85","prolific","asynch","TRUE","I tried my best on each question",4,4,5,"I'm not sure honestly. ",37,"United States","English","Bachelors Degree","Humanities","Female","ADHD (but I took my meds today so it shouldn't have affected much)","chrome",1920,969,"Windows 10","2022-08-26T16:38:31.222Z","success","summer22",1,6,9.86051666666667
"2CKLU","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","61044f651ac452363e8fad9f","prolific","asynch","TRUE","I tried my best on each question",5,1,2,"This chart was very confusing. I think I figured out how to read it by the end, but still not sure.",20,"USA","English","some college","Biomedical & Health Sciences","Female","no","chrome",1440,708,"Mac OS","2022-08-27T00:14:44.693Z","success","summer22",1,3,13.1994
"NUFZK","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","60ff2a99571ffa508c4b516f","prolific","asynch","TRUE","I tried my best on each question",4,2,3,"",20,"United States","English","some college","Social Sciences (incl. CogSci)","Female","no","chrome",1440,789,"Mac OS","2022-08-27T04:18:40.456Z","success","summer22",2,0,6.62896666666667
"Z4OEO","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","6162fa4fec3fe9d88d067ada","prolific","asynch","TRUE","I tried my best on each question",4,3,2,"I had a difficult time understanding the graph as the lines were going at an angle ",40,"USA","English","some college","Math or Computer Sciences","Female","None","chrome",1821,833,"Windows 10","2022-08-25T15:45:52.735Z","success","summer22",3.5,7,17.7377
"RZDXV","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","62a8043b4d175a07e5250a72","prolific","asynch","TRUE","I tried my best on each question",3,5,4,"It was a tedious task that kept me occupied.",20,"USA","English","some college","Biomedical & Health Sciences","Male","N/A","chrome",1200,691,"Mac OS","2022-08-26T04:19:34.525Z","success","summer22",1,0,9.26018333333333
"XQ2VB","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","5eaef287fb863f5c922abad9","prolific","asynch","TRUE","I tried my best on each question",3,4,5,"i was confused at first but then I got into the hang of it
",21,"United States","English","Bachelors Degree","Biomedical & Health Sciences","Female","no","chrome",1267,707,"Mac OS","2022-08-25T15:56:56.231Z","success","summer22",1,6,7.41738333333333
"8U9S4","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","57d0a0bee3221e00015fe385","prolific","asynch","TRUE","I tried my best on each question",3,1,2,"",38,"usa","English","some college","Biomedical & Health Sciences","Male","no...though i'm clearly unable to properly read a weird triangular shift map","chrome",1536,722,"Windows 10","2022-08-26T20:23:04.177Z","success","summer22",3,3,6.88436666666667
"TSE1Z","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","6110c09958c762c74ee9e870","prolific","asynch","TRUE","I tried my best on each question",3,4,3,"",20,"United States","English","some college","Fine Arts","Female","","chrome",1536,754,"Windows 10","2022-08-26T16:13:24.397Z","success","summer22",1,10,9.70956666666667
"CEDLM","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5627279fddff3c000fbcd625","prolific","asynch","TRUE","I tried my best on each question",4,4,5,"",40,"United States","English","Associates Degree","Math or Computer Sciences","Male","None","chrome",1920,969,"Windows 10","2022-08-27T00:40:17.447Z","success","summer22",2,8,10.7083833333333
"NNP7V","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","5d801be659e51300155599f8","prolific","asynch","TRUE","I tried my best on each question",3,4,5,"",49,"USA","English","Associates Degree","Math or Computer Sciences","Male","","chrome",2026,1335,"Mac OS","2022-08-25T22:17:24.272Z","success","summer22",1,10,7.89161666666667
"QLAD4","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","5765c0fcf2e23200017ded5e","prolific","asynch","TRUE","I tried my best on most questions",4,3,2,"I got confused based on the angle/graph positioning after the first 5 or so questions.",30,"United States","English","Primary School","Biomedical & Health Sciences","Male","No.","chrome",1920,969,"Windows 10","2022-08-25T22:25:59.115Z","success","summer22",1,5,7.96228333333333
"3UCA1","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","62e868e50a9e747bac7931d5","prolific","asynch","TRUE","I tried my best on each question",3,4,2,"",33,"United States","English","Bachelors Degree","Math or Computer Sciences","Male","","chrome",1536,731,"Windows 10","2022-08-26T04:27:30.300Z","success","summer22",2,0,8.81056666666667
"64MXN","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","614de6faf1af6a87e98a50bc","prolific","asynch","TRUE","I tried my best on each question",3,5,2,"",49,"United States","English","Graduate Degree","Humanities","Male","no","chrome",1203,732,"Mac OS","2022-08-26T03:47:19.796Z","success","summer22",1,0,15.44545
"YTSUM","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5dcca2db88381e92c96b9ac5","prolific","asynch","TRUE","I tried my best on each question",3,4,2,"none",28,"United States","English","Bachelors Degree","Social Sciences (incl. CogSci)","Female","no","chrome",1536,722,"Windows 10","2022-08-27T02:27:34.515Z","success","summer22",1,0,6.99456666666667
"TR810","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5e3f778e91be661ca60e3540","prolific","asynch","TRUE","I tried my best on each question",5,1,1,"I think this was a task in which we are set up to fail, so useful information from me does not seem to be in line with the goal here.",31,"USA","English","some college","Social Sciences (incl. CogSci)","Male","none","chrome",1680,945,"Windows 10","2022-08-27T02:31:34.308Z","success","summer22",1,0,17.2752166666667
"C6F6M","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5ddc3ccd108b67ba3b7efa5a","prolific","asynch","TRUE","I tried my best on each question",4,3,3,"",53,"United States","English","some college","Fine Arts","Female","No","chrome",1536,746,"Windows 10","2022-08-27T02:27:29.389Z","success","summer22",1,6,8.03661666666667
"SUF5R","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","62951043176ada9a9de2faa4","prolific","asynch","TRUE","I tried my best on each question",5,2,1,"",22,"United States","English","Associates Degree","Math or Computer Sciences","Male","N/A","chrome",3440,1329,"Mac OS","2022-08-25T15:40:59.994Z","success","summer22",2,5,6.14088333333333
"ZL7OT","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","627f448165ed9095fd43cfd1","prolific","asynch","FALSE","I tried my best on each question",5,1,3,"It would be very helpful if there were some instructions about the task, before I started working on it.",48,"US","English","Graduate Degree","Engineering","Male","none","chrome",1920,979,"Windows 10","2022-08-27T02:32:58.154Z","success","summer22",2,4,15.21995
"8SURA","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","5ac16e870527ba0001c1f27e","prolific","asynch","TRUE","I tried my best on each question",5,2,3,"I am not certain about anything in particular that I should share.",40,"United States","English","Secondary School/Highschool","Humanities","Male","none","chrome",1920,976,"Windows 10","2022-08-25T22:26:14.876Z","success","summer22",3,0,22.8001333333333
"56CG1","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","59f21fe8cc514a00011a66cf","prolific","asynch","TRUE","I tried my best on each question",3,4,4,"",47,"USA","English","some college","Humanities","Female","no","chrome",1360,768,"Windows 7","2022-08-27T04:23:34.499Z","success","summer22",2,0,16.99735
"0TUJO","SGC4C","113112","TRI-rotate-45","suPROLIFIC","62d78f270296bdf7e6cf9515","60e9c78a617cbabf4732fee6","prolific","asynch","TRUE","I tried my best on each question",5,2,4,"I would have liked the graphs to be larger in size because I found it difficult to locate points on the graph at its current size.",62,"USA","English","Secondary School/Highschool","Humanities","Male","No","chrome",1366,768,"Windows 10","2022-07-20T18:27:17.964Z","success","summer22",1,1,16.12825
"T7NPC","SGC4C","113112","TRI-rotate-45","suPROLIFIC","62d78f270296bdf7e6cf9515","566a1d697da0350005b39de3","prolific","asynch","TRUE","I tried my best on each question",2,5,2,"I use a 42 inch monitor but still had to go to full screen to comply with your initial screen size screening (no pun intended).  Perhaps pixel measurements are insufficient.",65,"United States","English","Graduate Degree","Math or Computer Sciences","Male","no","chrome",1280,720,"Windows 10","2022-07-20T18:44:33.583Z","success","summer22",2,10,15.1849
"V16A3","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","62c396eed1893e06fdad4574","prolific","asynch","TRUE","I tried my best on each question",3,5,5,"I can't think of anything that useful. I learned the diagonal trick to finding the ending time a little late.",27,"United States","English","Bachelors Degree","Humanities","Male","None.","chrome",1792,1009,"Mac OS","2022-08-26T20:26:32.924Z","success","summer22",1,11,11.19935
"PH1DM","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","62730c9848db9da9ff3bf670","prolific","asynch","FALSE","I tried my best on each question",4,4,1,"",41,"United States","English","Graduate Degree","Social Sciences (incl. CogSci)","Male","","chrome",1920,961,"Windows 10","2022-08-27T02:26:34.554Z","success","summer22",3,7,10.6500833333333
"TVE99","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","599de70d8a6cc5000128f980","prolific","asynch","TRUE","I tried my best on each question",4,3,3,"",31,"United States","English","Bachelors Degree","Humanities","Female","no","chrome",1920,968,"Mac OS","2022-08-26T03:43:25.217Z","success","summer22",2,1,8.52556666666667
"MU719","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","608349d97d46ab71fc6c7111","prolific","asynch","FALSE","I tried my best on each question",4,3,3,"I interpreted the graph in a few ways to determine a suitable answer.",39,"USA","English","Bachelors Degree","Humanities","Female","No.","chrome",1440,725,"Mac OS","2022-08-27T00:39:00.366Z","success","summer22",1,4,29.5113333333333
"X5WHA","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","","","prolific","asynch","TRUE","I tried my best on most questions",4,2,2,"",25,"United States","English","some college","Math or Computer Sciences","Male","","chrome",1370,779,"Windows 10","2022-08-25T05:22:01.548Z","success","summer22",1,8,5.06918333333333
"8DWYD","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","6098cc83bc6844237eff0c7b","prolific","asynch","TRUE","I tried my best on each question",4,2,4,"",21,"United States","English","some college","Fine Arts","Female","No","chrome",1200,681,"Chrome OS","2022-08-26T03:41:52.350Z","success","summer22",1,1,14.68375
"2HFRK","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","61623ad84830ba2dc69f7472","prolific","asynch","TRUE","I tried my best on each question",4,2,1,"",20,"USA","English","some college","Natural Sciences","Male","","chrome",1536,753,"Windows 10","2022-08-26T20:21:17.590Z","success","summer22",1,10,11.0045666666667
"XWL4H","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","62c0e760fe5cc4964a774900","prolific","asynch","TRUE","I tried my best on each question",3,5,5,"At first the chart does not make much sense. However as you move forward into it, and see how it works, and how it answers so many different questions, it is a cool chart that works very well. ",45,"United States","English","Associates Degree","Math or Computer Sciences","Male","None","chrome",1439,711,"Mac OS","2022-08-25T22:21:47.027Z","success","summer22",3,5,19.3765833333333
"X72A5","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5fefefa4c9707d3516361c9c","prolific","asynch","FALSE","I tried my best on each question",4,3,3,"",56,"USA","English","Secondary School/Highschool","Fine Arts","Female","No","chrome",1517,741,"Windows 10","2022-08-27T02:22:53.603Z","success","summer22",1,1,6.58503333333333
"PYK8X","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","62df0d4d5b81930dfe0ed221","prolific","asynch","TRUE","I tried my best on each question",4,3,4,"The answers in the far right column wouldn't allow me to click in the checkboxes. Because of this I answered incorrectly on a few that I couldn't click the right answer. ",31,"United States","English","Bachelors Degree","Humanities","Male","No","chrome",1639,844,"Mac OS","2022-08-27T04:18:41.699Z","success","summer22",2,0,12.4909666666667
"GDHNU","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","60e45acbc927879ccc9637c4","prolific","asynch","TRUE","I tried my best on most questions",4,3,5,"Definitely made me think",67,"USA","English","Secondary School/Highschool","Social Sciences (incl. CogSci)","Female","None","chrome",1914,883,"Windows 10","2022-08-26T19:24:58.093Z","success","summer22",2.5,6,13.9307
"ESQH8","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","587674406e2f8d00015c6148","prolific","asynch","TRUE","I tried my best on each question",5,4,2,"The graph was very annoying to look at, but I'm sure that is by design. My eyes were starting to hurt from trying to focus on the crooked graph for so long, but I tried my very best on each question.",31,"United States","English","Bachelors Degree","Engineering","Male","No.","chrome",1891,985,"Windows 10","2022-08-25T20:26:14.460Z","success","summer22",1,1,24.0175833333333
"DKD9W","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","60fe250b3984cfdf32c05860","prolific","asynch","TRUE","I tried my best on each question",5,3,3,"",51,"USA","English","Bachelors Degree","Fine Arts","Female","no","chrome",1517,734,"Chrome OS","2022-08-27T02:25:18.922Z","success","summer22",1,1,11.46285
"GM56D","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","5bd49bcc25db7b0001794063","prolific","asynch","TRUE","I tried my best on each question",4,4,5,"Make it easier to read by making the graph straight on the page. It was sideways and hard on my neck",33,"United States","English","Bachelors Degree","Fine Arts","Other-Not Listed","no","chrome",2257,1367,"Windows 10","2022-08-25T15:51:59.550Z","success","summer22",1,3,10.8638
"7JFJD","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","62e92eaa0126fad0f6c5b953","prolific","asynch","TRUE","I tried my best on each question",5,5,1,"I don't really understand the logic of getting the correct answer. 
",65,"united State of America","English","Bachelors Degree","Social Sciences (incl. CogSci)","Male","none","chrome",1517,730,"Windows 10","2022-08-25T20:20:07.257Z","success","summer22",3.5,1,37.2547833333333
"3K1VY","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","5e1f7b2a4c9b832b34e7c9d3","prolific","asynch","TRUE","I tried my best on each question",4,2,3,"",30,"United States","English","Associates Degree","Engineering","Male","No","chrome",2034,1276,"Windows 10","2022-08-25T22:22:10.873Z","success","summer22",2,6,7.41953333333333
"UYPHW","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","61692abb0f3acf7a49d91533","prolific","asynch","TRUE","I tried my best on each question",4,2,3,"The most outer right fields arent clickable for some reason  you wouldn't be able to click exactly on the box but the box was somewhere in between  the fields so example box f middle space clickable but not working for box e",18,"United States of America","X-Other","Bachelors Degree","Humanities","Female","Dyslexic but it just took me longer to complete task","chrome",1920,937,"Windows 10","2022-08-26T04:03:50.065Z","success","summer22",1,0,13.0687666666667
"MTKKB","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","63056f980f76fcbb2781be6f","prolific","asynch","TRUE","I tried my best on each question",4,2,3,"",18,"United States","English","Secondary School/Highschool","Humanities","Male","","chrome",1440,789,"Mac OS","2022-08-26T03:57:07.682Z","success","summer22",1,0,9.28733333333333
"XXOM5","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","558a327cfdf99b2d75651681","prolific","asynch","TRUE","I tried my best on each question",3,3,5,"I felt that I needed a couple rounds before I fully processed how to read and interpret the data. I would suggest having an example question that provides the answer.   If I was able to redo the questions, I think my score would be much higher as there were a couple ""a-ha"" moments during the process of answering the questions.",56,"United States","English","Graduate Degree","Engineering","Male","No impairments or disabilities","chrome",1366,768,"Windows 10","2022-08-26T04:12:32.950Z","success","summer22",1,7,15.5505333333333
"SK5XQ","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","62dcea3e83d404e784f0186a","prolific","asynch","TRUE","I tried my best on most questions",4,2,2,"The graph is too confusing to read",24,"United States","English","Associates Degree","Math or Computer Sciences","Male","None","chrome",1920,937,"Windows 10","2022-08-26T03:57:48.460Z","success","summer22",3,0,7.8988
"JPH8M","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","62df4a06387d284d36055b04","prolific","asynch","TRUE","I tried my best on each question",4,4,5,"That was a new way of measuring time/shifts; I reckon I got the first response wrong, guessing how the start/stop/duration was indicated. Once I figured out how this was working, I found it both clever and creative.",68,"America","English","some college","Math or Computer Sciences","Male","No","chrome",1440,795,"Linux","2022-08-26T01:12:59.080Z","success","summer22",1,11,14.0729
"GXB4O","SGC4C","113112","TRI-rotate-45","suPROLIFIC","62d78f270296bdf7e6cf9515","62ba066a4093b931382ec48f","prolific","asynch","TRUE","I tried my best on each question",3,4,4,"The letters on the graph were pretty small, so some were a little hard to read.",58,"United States","English","Graduate Degree","Fine Arts","Female","none","chrome",1920,937,"Windows 10","2022-07-20T18:37:52.126Z","success","summer22",2,10,13.8934833333333
