"subject","mode","pretty_condition","question","score"
"ZGUR4","asynch","cross",8,-6.5
"ZGUR4","asynch","cross",9,-7.5
"ZGUR4","asynch","cross",10,-8.5
"ZGUR4","asynch","cross",11,-9.5
"ZGUR4","asynch","cross",12,-10.5
"ZGUR4","asynch","cross",13,-11.5
"4MS2Q","asynch","arrow",1,1
"4MS2Q","asynch","arrow",2,2
"4MS2Q","asynch","arrow",3,3
"4MS2Q","asynch","arrow",4,4
"4MS2Q","asynch","arrow",5,5
"4MS2Q","asynch","arrow",6,6
"4MS2Q","asynch","arrow",7,7
"4MS2Q","asynch","arrow",8,8
"4MS2Q","asynch","arrow",9,9
"4MS2Q","asynch","arrow",10,10
"4MS2Q","asynch","arrow",11,11
"4MS2Q","asynch","arrow",12,12
"4MS2Q","asynch","arrow",13,13
"RGUYM","asynch","arrow",1,-1
"RGUYM","asynch","arrow",2,-2
"RGUYM","asynch","arrow",3,-2.5
"RGUYM","asynch","arrow",4,-3.5
"RGUYM","asynch","arrow",5,-4
"RGUYM","asynch","arrow",6,-5
"RGUYM","asynch","arrow",7,-6
"RGUYM","asynch","arrow",8,-7
"RGUYM","asynch","arrow",9,-8
"RGUYM","asynch","arrow",10,-9
"RGUYM","asynch","arrow",11,-10
"RGUYM","asynch","arrow",12,-11
"RGUYM","asynch","arrow",13,-12
"OAKMT","asynch","arrow",1,-1
"OAKMT","asynch","arrow",2,-2
"OAKMT","asynch","arrow",3,-2.5
"OAKMT","asynch","arrow",4,-3
"OAKMT","asynch","arrow",5,-2
"OAKMT","asynch","arrow",6,-3
"OAKMT","asynch","arrow",7,-3.5
"OAKMT","asynch","arrow",8,-4
"OAKMT","asynch","arrow",9,-5
"OAKMT","asynch","arrow",10,-6
"OAKMT","asynch","arrow",11,-6.5
"OAKMT","asynch","arrow",12,-5.5
"OAKMT","asynch","arrow",13,-4.5
"OR6SC","asynch","arrow",1,-1
"OR6SC","asynch","arrow",2,-2
"OR6SC","asynch","arrow",3,-3
"OR6SC","asynch","arrow",4,-4
"OR6SC","asynch","arrow",5,-5
"OR6SC","asynch","arrow",6,-6
"OR6SC","asynch","arrow",7,-7
"OR6SC","asynch","arrow",8,-8
"OR6SC","asynch","arrow",9,-9
"OR6SC","asynch","arrow",10,-10
"OR6SC","asynch","arrow",11,-11
"OR6SC","asynch","arrow",12,-12
"OR6SC","asynch","arrow",13,-13
"G4QXT","asynch","arrow",1,-1
"G4QXT","asynch","arrow",2,-2
"G4QXT","asynch","arrow",3,-3
"G4QXT","asynch","arrow",4,-2
"G4QXT","asynch","arrow",5,-2.5
"G4QXT","asynch","arrow",6,-3.5
"G4QXT","asynch","arrow",7,-4.5
"G4QXT","asynch","arrow",8,-4.5
"G4QXT","asynch","arrow",9,-5.5
"G4QXT","asynch","arrow",10,-6.5
"G4QXT","asynch","arrow",11,-7.5
"G4QXT","asynch","arrow",12,-8.5
"G4QXT","asynch","arrow",13,-9.5
"6MML6","asynch","arrow",1,1
"6MML6","asynch","arrow",2,2
"6MML6","asynch","arrow",3,3
"6MML6","asynch","arrow",4,4
"6MML6","asynch","arrow",5,5
"6MML6","asynch","arrow",6,6
"6MML6","asynch","arrow",7,7
"6MML6","asynch","arrow",8,8
"6MML6","asynch","arrow",9,9
"6MML6","asynch","arrow",10,10
"6MML6","asynch","arrow",11,11
"6MML6","asynch","arrow",12,12
"6MML6","asynch","arrow",13,13
"1NO19","asynch","arrow",1,-1
"1NO19","asynch","arrow",2,0
"1NO19","asynch","arrow",3,1
"1NO19","asynch","arrow",4,2
"1NO19","asynch","arrow",5,3
"1NO19","asynch","arrow",6,4
"1NO19","asynch","arrow",7,5
"1NO19","asynch","arrow",8,6
"1NO19","asynch","arrow",9,7
"1NO19","asynch","arrow",10,8
"1NO19","asynch","arrow",11,9
"1NO19","asynch","arrow",12,10
"1NO19","asynch","arrow",13,11
"EMEDX","asynch","arrow",1,-1
"EMEDX","asynch","arrow",2,-2
"EMEDX","asynch","arrow",3,-3
"EMEDX","asynch","arrow",4,-4
"EMEDX","asynch","arrow",5,-5
"EMEDX","asynch","arrow",6,-6
"EMEDX","asynch","arrow",7,-7
"EMEDX","asynch","arrow",8,-8
"EMEDX","asynch","arrow",9,-9
"EMEDX","asynch","arrow",10,-10
"EMEDX","asynch","arrow",11,-10.5
"EMEDX","asynch","arrow",12,-11.5
"EMEDX","asynch","arrow",13,-12.5
"FUE06","asynch","arrow",1,-1
"FUE06","asynch","arrow",2,-2
"FUE06","asynch","arrow",3,-1.5
"FUE06","asynch","arrow",4,-2
"FUE06","asynch","arrow",5,-1.5
"FUE06","asynch","arrow",6,-2.5
"FUE06","asynch","arrow",7,-3
"FUE06","asynch","arrow",8,-2.5
"FUE06","asynch","arrow",9,-3.5
"FUE06","asynch","arrow",10,-4.5
"FUE06","asynch","arrow",11,-5
"FUE06","asynch","arrow",12,-6
"FUE06","asynch","arrow",13,-5.5
"42N56","asynch","arrow",1,-1
"42N56","asynch","arrow",2,-2
"42N56","asynch","arrow",3,-3
"42N56","asynch","arrow",4,-4
"42N56","asynch","arrow",5,-4.5
"42N56","asynch","arrow",6,-5.5
"42N56","asynch","arrow",7,-6.5
"42N56","asynch","arrow",8,-7.5
"42N56","asynch","arrow",9,-8.5
"42N56","asynch","arrow",10,-9.5
"42N56","asynch","arrow",11,-10.5
"42N56","asynch","arrow",12,-11.5
"42N56","asynch","arrow",13,-12.5
"0KQWY","asynch","arrow",1,-1
"0KQWY","asynch","arrow",2,-2
"0KQWY","asynch","arrow",3,-3
"0KQWY","asynch","arrow",4,-4
"0KQWY","asynch","arrow",5,-4.5
"0KQWY","asynch","arrow",6,-5.5
"0KQWY","asynch","arrow",7,-6.5
"0KQWY","asynch","arrow",8,-7.5
"0KQWY","asynch","arrow",9,-8.5
"0KQWY","asynch","arrow",10,-9.5
"0KQWY","asynch","arrow",11,-10.5
"0KQWY","asynch","arrow",12,-11.5
"0KQWY","asynch","arrow",13,-12.5
"VHT5F","asynch","arrow",1,-1
"VHT5F","asynch","arrow",2,-2
"VHT5F","asynch","arrow",3,-2
"VHT5F","asynch","arrow",4,-2.5
"VHT5F","asynch","arrow",5,-1.5
"VHT5F","asynch","arrow",6,-2.5
"VHT5F","asynch","arrow",7,-3
"VHT5F","asynch","arrow",8,-3.5
"VHT5F","asynch","arrow",9,-4.5
"VHT5F","asynch","arrow",10,-5.5
"VHT5F","asynch","arrow",11,-6
"VHT5F","asynch","arrow",12,-6.5
"VHT5F","asynch","arrow",13,-5.5
"YMH3D","asynch","arrow",1,-1
"YMH3D","asynch","arrow",2,-2
"YMH3D","asynch","arrow",3,-3
"YMH3D","asynch","arrow",4,-4
"YMH3D","asynch","arrow",5,-3
"YMH3D","asynch","arrow",6,-4
"YMH3D","asynch","arrow",7,-5
"YMH3D","asynch","arrow",8,-6
"YMH3D","asynch","arrow",9,-7
"YMH3D","asynch","arrow",10,-8
"YMH3D","asynch","arrow",11,-9
"YMH3D","asynch","arrow",12,-10
"YMH3D","asynch","arrow",13,-11
"FXOS5","asynch","arrow",1,-1
"FXOS5","asynch","arrow",2,-2
"FXOS5","asynch","arrow",3,-3
"FXOS5","asynch","arrow",4,-4
"FXOS5","asynch","arrow",5,-5
"FXOS5","asynch","arrow",6,-6
