"subject","mode","pretty_condition","question","score"
"S0TJN","asynch","arrow",4,0
"S0TJN","asynch","arrow",5,1
"S0TJN","asynch","arrow",6,1
"S0TJN","asynch","arrow",7,1
"S0TJN","asynch","arrow",8,1
"S0TJN","asynch","arrow",9,1
"S0TJN","asynch","arrow",10,1
"S0TJN","asynch","arrow",11,1
"S0TJN","asynch","arrow",12,1
"S0TJN","asynch","arrow",13,1
"HS3VB","asynch","arrow",1,0
"HS3VB","asynch","arrow",2,0
"HS3VB","asynch","arrow",3,1
"HS3VB","asynch","arrow",4,2
"HS3VB","asynch","arrow",5,3
"HS3VB","asynch","arrow",6,4
"HS3VB","asynch","arrow",7,4
"HS3VB","asynch","arrow",8,5
"HS3VB","asynch","arrow",9,6
"HS3VB","asynch","arrow",10,7
"HS3VB","asynch","arrow",11,8
"HS3VB","asynch","arrow",12,9
"HS3VB","asynch","arrow",13,10
"4HKVT","asynch","arrow",1,0
"4HKVT","asynch","arrow",2,0
"4HKVT","asynch","arrow",3,0
"4HKVT","asynch","arrow",4,0
"4HKVT","asynch","arrow",5,1
"4HKVT","asynch","arrow",6,1
"4HKVT","asynch","arrow",7,1
"4HKVT","asynch","arrow",8,1
"4HKVT","asynch","arrow",9,1
"4HKVT","asynch","arrow",10,1
"4HKVT","asynch","arrow",11,1
"4HKVT","asynch","arrow",12,1
"4HKVT","asynch","arrow",13,1
"B4JZK","asynch","arrow",1,0
"B4JZK","asynch","arrow",2,0
"B4JZK","asynch","arrow",3,1
"B4JZK","asynch","arrow",4,1
"B4JZK","asynch","arrow",5,1
"B4JZK","asynch","arrow",6,1
"B4JZK","asynch","arrow",7,2
"B4JZK","asynch","arrow",8,2
"B4JZK","asynch","arrow",9,2
"B4JZK","asynch","arrow",10,2
"B4JZK","asynch","arrow",11,2
"B4JZK","asynch","arrow",12,2
"B4JZK","asynch","arrow",13,2
"J100R","asynch","arrow",1,0
"J100R","asynch","arrow",2,0
"J100R","asynch","arrow",3,0
"J100R","asynch","arrow",4,0
"J100R","asynch","arrow",5,1
"J100R","asynch","arrow",6,1
"J100R","asynch","arrow",7,1
"J100R","asynch","arrow",8,1
"J100R","asynch","arrow",9,1
"J100R","asynch","arrow",10,1
"J100R","asynch","arrow",11,1
"J100R","asynch","arrow",12,1
"J100R","asynch","arrow",13,1
"4R2H3","asynch","arrow",1,0
"4R2H3","asynch","arrow",2,0
"4R2H3","asynch","arrow",3,0
"4R2H3","asynch","arrow",4,0
"4R2H3","asynch","arrow",5,1
"4R2H3","asynch","arrow",6,1
"4R2H3","asynch","arrow",7,1
"4R2H3","asynch","arrow",8,2
"4R2H3","asynch","arrow",9,2
"4R2H3","asynch","arrow",10,2
"4R2H3","asynch","arrow",11,2
"4R2H3","asynch","arrow",12,3
"4R2H3","asynch","arrow",13,3
"THE8C","asynch","arrow",1,0
"THE8C","asynch","arrow",2,0
