"subject","condition","pretty_condition","study","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","ROTATION","SHAPE","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","DV_percent_NABS","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_SCALED","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_SCALED","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_SCALED","item_scaffold_rt","item_test_NABS","item_test_SCALED","item_test_rt"
"WB4HC","111","ORTH-0","SGC3A","fall21","asynch","Male",18,"Mandarin or Cantonese","First","United States","NULL","NULL","NULL","NULL","NULL","NULL",20.8847333333333,"NULL","NULL","NULL","NULL","0","ORTH",0.0852490646608294,11.4285714285714,-0.146250808015514,0,0,0,0,-12.5,0,17.6285,81.3623076923077,6.716,361.601,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",22.353,0,-1,"Orthogonal",141.905,0,"Orthogonal",31.816,0,"Orthogonal",206.243,0,-5,5.07653333333333,0,-7.5,12.5519666666667
"WDBTE","113","TRI-0","SGC4D","winter22","asynch","Female",19,"Spanish","Second","United States","I tried my best on each question","3","3","5","","",8.91781666666667,"1.5","chrome","1440","821","0","TRI",9.63782051282051,-0.057175177763413,6.62545787545788,0,0,10,10,9,0.769230769230769,5.47981666666667,25.2914615384615,9.951,67.325,10,1,1,0,1,1,1,0,0,-0.5,"?",26.579,1,1,"Triangular",21.523,0,"Orthogonal",33.083,1,"Triangular",17.214,3,3,1.87768333333333,7,6,3.60213333333333
"WHNRQ","111112","ORTH-45","SGC4C","summer22","asynch","Female",32,"English",NA,"USA","I tried my best on each question","5","4","5","The graph confused me but I did what I thought was correct.","",20.9412666666667,"2","chrome","1366","768","45","ORTH",-0.42384184443008,6.49555860805861,-0.646250808015514,0,0,0,0,-9.5,0,13.4899333333333,62.2612307692308,11.829,195.658,0,7,0,0,6,0,5,1,0,-1,"Orthogonal",61.983,0,-0.5,"?",103.853,0,"Orthogonal",31.403,0,"?",34.363,0,-3,4.53505,0,-6.5,8.95488333333333
"WLJ66","11311331","TRI-90","SGC4C","summer22","asynch","Female",28,"English",NA,"USA","I tried my best on each question","4","4","3","","No",14.4747666666667,"3","chrome","1422","720","90","TRI",0.485249064660829,11.8461538461538,-0.800096961861668,0,0,0,0,-12.5,0,7.91941666666667,36.5511538461538,8.134,116.468,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",35.984,0,-0.5,"?",116.468,0,"Orthogonal",17.756,0,"Orthogonal",32.925,0,-4.5,3.42961666666667,0,-8,4.4898
"WMGCF","11311331","TRI-90","SGC4C","summer22","asynch","Male",37,"English",NA,"USA","I tried my best on each question","2","5","2","I was unable to click on any response in the right hand column of answers, the first and third question should have been answered ""F"", the 4th, ""O"", and the one asking about starting at 12 is L. I am using Chrome browser, fullscreen (as required), Windows 10 home, 4k monitor (1 of dual 4k monitors).","N/A",10.7980166666667,"1","chrome","1459","791","90","TRI",9.5,-0.317752100840336,6.16666666666667,0,0,9,10,10,0.769230769230769,5.2012,24.0055384615385,6.591,66.538,10,0,0,0,3,0,0,3,0,0,"blank",66.538,0,0,"blank",42.251,1,"Triangular",23.167,1,"Triangular",17.441,2,2,2.55091666666667,8,8,2.65028333333333
"WPA2C","11111221","ORTH-45","SGC4C","summer22","asynch","Male",30,"English",NA,"USA","I tried my best on each question","5","1","2","It would be nice to have a primer on how exactly to read the chart, or to use less data points because the chart is so busy it is distracting.","",11.6078833333333,"4.5","chrome","1280","720","45","ORTH",9.59107142857143,1.50949148890325,7.46474358974359,0,0,8,8,9,0.615384615384615,7.1386,32.9473846153846,7.107,98.84,8,1,3,0,1,4,0,0,1,1,"Triangular",18.427,1,1,"Triangular",37.666,0,"Orthogonal",25.82,1,"Triangular",62.865,3,4,3.28673333333333,5,5,3.85186666666667
"WQNHB","11111331","ORTH-90","SGC4C","summer22","asynch","Female",26,"English",NA,"USA","I tried my best on each question","4","2","3","I don't think I did a very good job, but I swear I tried and paid close attention.","I'm a little tipsy eek",11.5844833333333,"1","chrome","1280","720","90","ORTH",-0.586179506767742,9.11831501831502,-0.491031027795734,0,0,0,0,-11.5,0,7.28351666666667,33.6162307692308,5.609,82.432,0,10,0,0,3,0,3,0,0,-1,"Orthogonal",10.78,0,-0.5,"?",33.791,0,"Orthogonal",15.763,0,"Orthogonal",51.961,0,-4,1.82628333333333,0,-7.5,5.45723333333333
"WVFVS","113","TRI-0","SGC4D","winter22","asynch","Female",21,"English","Fourth","United States","I tried my best on each question","4","5","5","N/A","I have ADHD.",6.64438333333333,"1","chrome","1440","789","0","TRI",12.8397435897436,-0.707175177763413,8.58974358974359,0,0,11,11,12,0.846153846153846,3.72753333333333,17.204,7.412,36.757,11,0,2,0,0,2,0,0,0,0.5,"Tversky",25.895,1,1,"Triangular",9.616,1,"Triangular",36.757,1,"Triangular",10.474,3,4,1.6269,8,8,2.10063333333333
"WVWN4","113","TRI-0","SGC4D","winter22","asynch","Female",20,"English","Third","United States","I tried my best on each question","4","4","1","","",9.95525,"1","chrome","1920","896","0","TRI",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,6.53906666666667,30.1803076923077,7.785,64.308,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",15.437,0,-1,"Orthogonal",64.308,0,"Orthogonal",11.233,0,"Orthogonal",41.437,0,-5,2.68068333333333,0,-8,3.85838333333333
"WWMDF","111","ORTH-0","SGC3A","fall21","asynch","Male",25,"English","Third","\nUnited States","NULL","NULL","NULL","NULL","NULL","NULL",13.97255,"NULL","NULL","NULL","NULL","0","ORTH",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,8.08678333333333,37.3236153846154,11.497,115.158,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",20.634,0,-1,"Orthogonal",115.158,0,"Orthogonal",19.612,0,"Orthogonal",46.472,0,-5,3.50508333333333,0,-8,4.5817
"WYEDM","113","TRI-0","SGC4D","winter22","asynch","Female",21,"French","Third","United States","I tried my best on each question","4","3","5","I found it very hard to keep focus, my attention span while being stuck in quarantine has been greatly affected. ","no",15.455,"1","chrome","1440","843","0","TRI",0.63865815556992,10.3397435897436,-0.664350355526826,0,0,1,1,-10.5,0.0769230769230769,8.01841666666667,37.0080769230769,5.194,144.37,1,11,0,0,1,0,1,0,0,-1,"Orthogonal",15.525,1,1,"Triangular",144.37,0,"Orthogonal",20.97,0,"Orthogonal",30.214,1,-2.5,4.24023333333333,0,-8,3.77818333333333
"WYZCU","111","ORTH-0","SGC3A","fall21","asynch","Male",31,"Other","Fourth","United States","NULL","NULL","NULL","NULL","NULL","NULL",8.0204,"NULL","NULL","NULL","NULL","0","ORTH",1.54639625080802,7.46057692307692,0.323044602456367,0,0,2,2,-6.5,0.153846153846154,4.24473333333333,19.5910769230769,3.883,59.829,2,8,1,0,2,1,2,0,0,-1,"Orthogonal",19.882,1,1,"Triangular",9.825,0,"Orthogonal",17.387,1,"Triangular",16.019,1,-1,1.11155,1,-5.5,3.13318333333333
"X52QK","11311331","TRI-90","SGC4C","summer22","asynch","Female",24,"English",NA,"USA","I tried my best on each question","4","2","1","The diagram is prettyconfusing.","",9.84478333333333,"1","chrome","1536","746","90","TRI",-0.610689310689311,9.83333333333333,1.32923938806292,0,0,0,0,-10,0,7.34805,33.9140769230769,4.171,106.065,0,10,1,0,2,1,1,1,0,0.5,"Tversky",34.058,0,-1,"Orthogonal",53.829,0,"Orthogonal",13.315,0,"Orthogonal",106.065,0,-3,3.0936,0,-7,4.25445
"X5WHA","11111221","ORTH-45","SGC4C","summer22","asynch","Male",25,"English",NA,"United States","I tried my best on most questions","4","2","2","","",5.06918333333333,"1","chrome","1370","779","45","ORTH",8.879329004329,0.239711269123034,6.16806722689076,0,0,8,8,5.5,0.615384615384615,3.2234,14.8772307692308,6.542,31.421,8,0,0,0,5,0,5,0,1,1,"Triangular",10.157,0,-0.5,"?",14.082,1,"Triangular",17.342,0,"?",7.682,3,2,1.37738333333333,5,3.5,1.84601666666667
"X72A5","11311331","TRI-90","SGC4C","summer22","asynch","Female",56,"English",NA,"USA","I tried my best on each question","4","3","3","","No",6.58503333333333,"1","chrome","1517","741","90","TRI",-0.0397509353391706,3.140581232493,3.00297619047619,0,0,1,1,-4,0.0769230769230769,3.44191666666667,15.8857692307692,7.991,37.651,1,4,3,0,5,3,5,0,0,-1,"Orthogonal",12.799,0,-1,"Orthogonal",37.651,0,"Tversky",21.639,1,"Triangular",16.527,0,-1.5,1.56545,1,-2.5,1.87646666666667
"X8P7E","111","ORTH-0","SGC3A","fall21","asynch","Male",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",8.35585,"NULL","NULL","NULL","NULL","0","ORTH",0.710086726998492,9.92307692307692,-0.589245313510019,0,0,1,1,-9,0.0769230769230769,5.86028333333333,27.0474615384615,7.483,56.461,1,10,0,0,2,0,0,2,0,-1,"Orthogonal",14.227,1,1,"Triangular",29.618,0,"Orthogonal",30.509,0,"Orthogonal",52.607,1,-2,1.32518333333333,0,-7,4.5351
"X96N8","113","TRI-0","SGC4D","winter22","asynch","Male",37,"English","Third","United States","I tried my best on each question","3","2","2","It was ok","No",5.92116666666667,"2","chrome","1440","789","0","TRI",1.10472958414135,2.13449148890325,0.385544602456367,0,1,2,2,-3.5,0.153846153846154,3.15203333333333,14.5478461538462,1.879,47.683,2,3,1,0,7,1,6,1,0,-1,"Orthogonal",10.809,1,1,"Triangular",13.733,0,"Orthogonal",13.217,1,"Triangular",11.098,1,-1,1.31125,1,-2.5,1.84078333333333
"XCK4Q","111","ORTH-0","SGC3A","fall21","asynch","Female",21,"English","Fourth","US","NULL","NULL","NULL","NULL","NULL","NULL",8.58988333333333,"NULL","NULL","NULL","NULL","0","ORTH",0.768910256410256,8.29391025641026,-0.537774725274725,0,0,1,1,-7.5,0.0769230769230769,5.73055,26.4486923076923,5.252,52.292,1,8,0,0,4,0,1,3,0,-1,"Orthogonal",24.894,1,1,"Triangular",39.577,0,"Orthogonal",30.45,0,"blank",31.868,1,-2,2.28588333333333,0,-5.5,3.44466666666667
"XG38D","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",10.69075,"NULL","NULL","NULL","NULL","0","ORTH",-0.393427405927406,10.4375,-0.0286037491919845,0,0,0,0,-11.5,0,6.94008333333333,32.0311538461538,6.691,78.49,0,11,0,0,2,0,1,1,0,-1,"Orthogonal",8.605,0,-1,"Orthogonal",78.49,0,"Orthogonal",26.791,0,"Orthogonal",63.181,0,-5,3.20811666666667,0,-6.5,3.73196666666667
"XL3JA","11311331","TRI-90","SGC4C","summer22","asynch","Male",61,"English",NA,"United States","I tried my best on each question","5","3","4","As I answered more questions, I also started to learn how to read the graph as intended.  Without instructions and no familiarity with this kind of graph, it was a learn as you go experience.","none",17.4399333333333,"1","chrome","1280","720","90","TRI",4.13216783216783,-1.25717517776341,6.78092006033182,0,0,4,4,4.5,0.307692307692308,8.4013,38.7752307692308,16.321,82.458,4,0,5,0,4,5,4,0,0,0.5,"Tversky",82.4,0,0.5,"Tversky",29.243,0,"Tversky",42.047,0,"?",36.295,1,2,4.32028333333333,3,2.5,4.08101666666667
"XOZJ7","111","ORTH-0","SGC3A","fall21","asynch","Female",22,"Other","Fifth","Morocco","NULL","NULL","NULL","NULL","NULL","NULL",7.70293333333333,"NULL","NULL","NULL","NULL","0","ORTH",0.773239260739261,4.04807692307692,1.92605311355311,0,0,1,2,-2.5,0.153846153846154,5.25251666666667,24.2423846153846,2.455,55.702,2,5,2,0,4,2,1,3,0,-1,"Orthogonal",31.853,0,-0.5,"?",50.592,0,"Orthogonal",31.018,0,"blank",2.455,0,-1.5,2.3363,2,-1,2.91621666666667
"XQ2VB","11111221","ORTH-45","SGC4C","summer22","asynch","Female",21,"English",NA,"United States","I tried my best on each question","3","4","5","i was confused at first but then I got into the hang of it
","no",7.41738333333333,"1","chrome","1267","707","45","ORTH",8.50998168498169,1.62258672699849,7.38782051282051,0,0,7,7,6.5,0.538461538461538,4.45005,20.5386923076923,7.319,44.14,7,2,3,0,1,3,0,1,0,0.5,"Tversky",16.702,1,1,"Triangular",18.057,0,"Orthogonal",22.372,1,"Triangular",10.702,2,3.5,1.30338333333333,5,3,3.14666666666667
"XV7KZ","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Third","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",8.55011666666667,"NULL","NULL","NULL","NULL","0","ORTH",-0.952250935339171,11.4333333333333,-0.0874272786037492,0,0,0,0,-12.5,0,6.58313333333333,30.3836923076923,3.92,134.256,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",64.18,0,-1,"Orthogonal",42.801,0,"Orthogonal",134.256,0,"?",8.555,0,-5,2.82435,0,-7.5,3.75878333333333
"XWL4H","11111221","ORTH-45","SGC4C","summer22","asynch","Male",45,"English",NA,"United States","I tried my best on each question","3","5","5","At first the chart does not make much sense. However as you move forward into it, and see how it works, and how it answers so many different questions, it is a cool chart that works very well. ","None",19.3765833333333,"3","chrome","1439","711","45","ORTH",5.13306277056277,0.76590174531351,4.94187675070028,0,0,5,6,2.5,0.461538461538462,8.9582,41.3455384615385,17.183,127.751,6,2,1,0,4,1,4,0,1,1,"Triangular",24.943,0,-0.5,"?",127.751,1,"Triangular",24.107,0,"Orthogonal",25.349,2,0,5.34205,4,2.5,3.61615
"XXOM5","11111331","ORTH-90","SGC4C","summer22","asynch","Male",56,"English",NA,"United States","I tried my best on each question","3","3","5","I felt that I needed a couple rounds before I fully processed how to read and interpret the data. I would suggest having an example question that provides the answer.   If I was able to redo the questions, I think my score would be much higher as there were a couple ""a-ha"" moments during the process of answering the questions.","No impairments or disabilities",15.5505333333333,"1","chrome","1366","768","90","ORTH",6.35521978021978,0.87615815556992,3.50686813186813,0,0,7,7,3,0.538461538461538,9.99101666666667,46.1123846153846,13.511,144.407,7,2,0,0,4,0,4,0,0,-1,"Orthogonal",33.925,1,1,"Triangular",13.511,0,"?",79.762,1,"Triangular",118.492,1,-2,2.7105,6,5,7.28051666666667
"XY3OZ","11311331","TRI-90","SGC4C","summer22","asynch","Male",52,"English",NA,"United States","I tried my best on each question","5","3","4","It wasn't very easy.","no",16.824,"1","chrome","1280","881","90","TRI",3.6645207733443,0.57209653092006,7.62450980392157,0,0,3,3,3.5,0.230769230769231,8.92353333333333,41.1855384615385,9.066,115.01,3,1,6,0,3,6,3,0,0,0.5,"Tversky",32.379,0,0.5,"Tversky",39.059,0,"Tversky",33.853,0,"?",93.53,1,3,3.98195,2,0.5,4.94158333333333
"XZ8SA","11311221","TRI-45","SGC4C","summer22","asynch","Female",23,"English",NA,"United States","I tried my best on each question","3","5","3","","",13.8541666666667,"3","chrome","1920","929","45","TRI",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,11.44975,52.845,7.5,164.982,13,0,0,0,0,0,0,0,1,1,"Triangular",16.325,1,1,"Triangular",67.256,1,"Triangular",22.871,1,"Triangular",102.446,5,5,5.1268,8,8,6.32295
"Y0KJD","113","TRI-0","SGC4D","winter22","asynch","Female",20,"English","Second","United States","I tried my best on most questions","3","3","4","Figuring out when each shift would end and have a break was a bit tedious. Otherwise, I thought the graph was a really creative way to organize shifts. ","No",14.6741833333333,"1","chrome","1439","740","0","TRI",-0.577250935339171,10.7980769230769,-0.708750808015514,0,0,0,0,-12,0,7.88491666666667,36.3919230769231,11.238,121.91,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",16.072,0,-0.5,"?",56.126,0,"Orthogonal",28.15,0,"Orthogonal",38.027,0,-4.5,2.7906,0,-7.5,5.09431666666667
"Y0MZ6","111","ORTH-0","SGC3A","fall21","asynch","Female",27,"English","Fourth","Vietnam","NULL","NULL","NULL","NULL","NULL","NULL",13.4351666666667,"NULL","NULL","NULL","NULL","0","ORTH",1.11782482223659,9.76057692307692,-0.389840551605257,0,0,1,2,-8.5,0.153846153846154,8.67851666666667,40.0546923076923,5.159,95.498,2,10,0,0,1,0,1,0,0,-1,"Orthogonal",20.696,1,1,"Triangular",81.696,0,"Orthogonal",21.376,0,"Orthogonal",58.274,1,-2.5,4.0313,1,-6,4.64721666666667
"Y2L3R","11311221","TRI-45","SGC4C","summer22","asynch","Female",43,"English",NA,"United States","I tried my best on each question","4","3","4","I got confused sometimes. ","",5.91341666666667,"1","chrome","1536","754","45","TRI",1.51292971734148,0.41590174531351,6.24041154923508,0,0,2,2,2,0.153846153846154,3.99341666666667,18.4311538461538,4.579,71.275,2,1,6,0,4,6,4,0,1,1,"Triangular",15.253,0,-0.5,"?",24.356,0,"Orthogonal",14.878,0,"Tversky",17.973,1,2,1.21993333333333,1,0,2.77348333333333
"Y5NMS","113","TRI-0","SGC4D","winter22","asynch","Female",19,"Korean","Second","USA","I tried my best on most questions","3","3","3","","",9.11136666666667,"1","chrome","1280","689","0","TRI",-0.452250935339171,11.4166666666667,0.989495798319328,0,0,0,0,-11.5,0,6.16363333333333,28.4475384615385,6.106,57.55,0,12,1,0,0,1,0,0,0,-1,"Orthogonal",17.175,0,-1,"Orthogonal",57.55,0,"Orthogonal",36.795,0,"Orthogonal",44.85,0,-3.5,2.77896666666667,0,-8,3.38466666666667
"YCBP2","11311331","TRI-90","SGC4C","summer22","asynch","Female",21,"English",NA,"United States","I tried my best on most questions","4","3","3","","",11.6251166666667,"2","chrome","1536","714","90","TRI",-0.42384184443008,12,-0.646250808015514,0,0,0,0,-12,0,9.42121666666667,43.4825384615385,5.141,94.064,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",28.218,0,0,"blank",94.064,0,"Orthogonal",13.352,0,"Orthogonal",88.939,0,-4,3.75603333333333,0,-8,5.66518333333333
"YK2A6","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Third","usa\n","NULL","NULL","NULL","NULL","NULL","NULL",5.93431666666667,"NULL","NULL","NULL","NULL","0","ORTH",-0.240018315018315,10,-0.46978021978022,0,0,0,0,-10,0,3.98358333333333,18.3857692307692,1.301,38.443,0,10,0,0,3,0,0,3,0,-1,"Orthogonal",7.7,0,0,"blank",25.095,0,"Orthogonal",12.929,0,"blank",1.301,0,-4,1.60143333333333,0,-6,2.38215
"YS9FT","113112","TRI-45","SGC4C","summer22","asynch","Female",21,"English",NA,"United States","I tried my best on each question","3","4","5","","no",6.13001666666667,"1","chrome","1440","821","45","TRI",11.9090909090909,0.536414565826331,8.66666666666667,0,0,12,12,11,0.923076923076923,4.01333333333333,18.5230769230769,6.485,52.567,12,1,0,0,0,0,0,0,1,1,"Triangular",25.18,0,-1,"Orthogonal",23.671,1,"Triangular",24.171,1,"Triangular",27.062,4,3,1.45085,8,8,2.56248333333333
"YSO0M","113","TRI-0","SGC4D","winter22","asynch","Female",19,"X-Other","Second","Russia","I tried my best on each question","3","3","3","","No",17.5700166666667,"1","chrome","1280","800","0","TRI",-0.736179506767742,9.59047619047619,0.115653953889248,0,0,0,0,-10.5,0,11.6381666666667,53.7146153846154,9.865,249.949,0,10,1,0,2,1,2,0,0,-1,"Orthogonal",10.591,0,-1,"Orthogonal",249.949,0,"Orthogonal",20.443,0,"Orthogonal",98.773,0,-3,5.20271666666667,0,-7.5,6.43545
"YTSUM","11311331","TRI-90","SGC4C","summer22","asynch","Female",28,"English",NA,"United States","I tried my best on each question","3","4","2","none","no",6.99456666666667,"1","chrome","1536","722","90","TRI",-0.698084268672504,7.42248168498169,2.39814964447317,0,0,0,0,-7,0,4.41501666666667,20.377,6.046,35.731,0,7,3,0,3,3,3,0,0,-1,"Orthogonal",23.342,0,-0.5,"?",19.729,0,"Orthogonal",28.03,0,"Tversky",18.085,0,-3,1.61155,0,-4,2.80346666666667
"YUWCZ","111","ORTH-0","SGC3A","fall21","asynch","Female",22,"Spanish","Fourth","United States","NULL","NULL","NULL","NULL","NULL","NULL",13.9005166666667,"NULL","NULL","NULL","NULL","0","ORTH",11.3564102564103,-0.557175177763413,7.75641025641026,0,0,10,11,11,0.846153846153846,9.12776666666667,42.1281538461538,10.093,130.423,11,0,1,0,1,1,1,0,0,0.5,"Tversky",37.027,1,1,"Triangular",83.842,1,"Triangular",55.1,1,"Triangular",130.423,4,4.5,3.55995,7,6.5,5.56781666666667
"YZN1M","111112","ORTH-45","SGC4C","summer22","asynch","Female",27,"English",NA,"US","I tried my best on each question","3","4","3","","no",7.18823333333333,"1","chrome","1920","969","45","ORTH",12,-0.540508511096746,8.16666666666667,0,0,12,12,11.5,0.923076923076923,5.29008333333333,24.4157692307692,6.351,72.439,12,0,0,0,1,0,1,0,1,1,"Triangular",16.455,0,-0.5,"?",55.33,1,"Triangular",16.239,1,"Triangular",72.439,4,3.5,2.29921666666667,8,8,2.99086666666667
