"subject","condition","term","mode","question","q","response","correct","rt_s","num_o","pretty_condition","pretty_mode"
"702QC","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,2.587,1,"Tri-Sparse","online-replication"
"702QC","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"HL",FALSE,15.833,2,"Tri-Sparse","online-replication"
"702QC","113","winter22","asynch","Which shift(s) end at 3pm?",14,"",FALSE,6.407,0,"Tri-Sparse","online-replication"
"702QC","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"KX",TRUE,6.313,2,"Tri-Sparse","online-replication"
"XSQFF","115","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,5.794,1,"Orth-Grid","online-replication"
"XSQFF","115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,10.057,1,"Orth-Grid","online-replication"
"XSQFF","115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,21.048,1,"Orth-Grid","online-replication"
"XSQFF","115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,33.663,1,"Orth-Grid","online-replication"
"XSQFF","115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,31.283,1,"Orth-Grid","online-replication"
"XSQFF","115","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,8.37,2,"Orth-Grid","online-replication"
"XSQFF","115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,10.937,2,"Orth-Grid","online-replication"
"XSQFF","115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,27.005,1,"Orth-Grid","online-replication"
"XSQFF","115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,15.252,1,"Orth-Grid","online-replication"
"XSQFF","115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,23.078,1,"Orth-Grid","online-replication"
"XSQFF","115","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,8.485,2,"Orth-Grid","online-replication"
"XSQFF","115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,5.508,1,"Orth-Grid","online-replication"
"XSQFF","115","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,26.442,2,"Orth-Grid","online-replication"
"XSQFF","115","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,40.596,1,"Orth-Grid","online-replication"
"XSQFF","115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,27.087,2,"Orth-Grid","online-replication"
"0YUQD","115","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,7.331,1,"Orth-Grid","online-replication"
"0YUQD","115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,8.175,1,"Orth-Grid","online-replication"
"0YUQD","115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,12.295,1,"Orth-Grid","online-replication"
"0YUQD","115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,24.431,1,"Orth-Grid","online-replication"
"0YUQD","115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"F",FALSE,42.143,1,"Orth-Grid","online-replication"
"0YUQD","115","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,6.359,2,"Orth-Grid","online-replication"
"0YUQD","115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,15.034,2,"Orth-Grid","online-replication"
"0YUQD","115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,12.789,1,"Orth-Grid","online-replication"
"0YUQD","115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,15.092,1,"Orth-Grid","online-replication"
"0YUQD","115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,33.075,1,"Orth-Grid","online-replication"
"0YUQD","115","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,5.476,2,"Orth-Grid","online-replication"
"0YUQD","115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,11.475,1,"Orth-Grid","online-replication"
"0YUQD","115","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,14.183,2,"Orth-Grid","online-replication"
"0YUQD","115","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,18.96,1,"Orth-Grid","online-replication"
"0YUQD","115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,36.328,2,"Orth-Grid","online-replication"
"1S6DV","113","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,21.344,1,"Tri-Sparse","online-replication"
"1S6DV","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,12.224,1,"Tri-Sparse","online-replication"
"1S6DV","113","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,26.868,1,"Tri-Sparse","online-replication"
"1S6DV","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,86.99,1,"Tri-Sparse","online-replication"
"1S6DV","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"F",FALSE,95.749,1,"Tri-Sparse","online-replication"
"1S6DV","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,7.469,2,"Tri-Sparse","online-replication"
"1S6DV","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,23.059,2,"Tri-Sparse","online-replication"
"1S6DV","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,45.108,1,"Tri-Sparse","online-replication"
"1S6DV","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,35.647,1,"Tri-Sparse","online-replication"
"1S6DV","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,76.14,1,"Tri-Sparse","online-replication"
"1S6DV","113","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,10.263,2,"Tri-Sparse","online-replication"
"1S6DV","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"BF",FALSE,9.227,2,"Tri-Sparse","online-replication"
"1S6DV","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,21.137,2,"Tri-Sparse","online-replication"
"1S6DV","113","winter22","asynch","Which shift(s) end at 3pm?",14,"",FALSE,52.134,0,"Tri-Sparse","online-replication"
"1S6DV","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,78.706,2,"Tri-Sparse","online-replication"
"PN87Q","115","winter22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,57.011,1,"Orth-Grid","online-replication"
"PN87Q","115","winter22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,39.912,1,"Orth-Grid","online-replication"
"PN87Q","115","winter22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,11.399,1,"Orth-Grid","online-replication"
"PN87Q","115","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,17.619,1,"Orth-Grid","online-replication"
"PN87Q","115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,34.989,1,"Orth-Grid","online-replication"
"PN87Q","115","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,10.733,2,"Orth-Grid","online-replication"
"PN87Q","115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"OX",TRUE,29.052,2,"Orth-Grid","online-replication"
"PN87Q","115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"G",TRUE,92.861,1,"Orth-Grid","online-replication"
"PN87Q","115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"",FALSE,17.858,0,"Orth-Grid","online-replication"
"PN87Q","115","winter22","asynch","Which shift(s) end at the same time as F?",10,"E",TRUE,23.167,1,"Orth-Grid","online-replication"
"PN87Q","115","winter22","asynch","Which shift(s) start at 12pm?",11,"LM",TRUE,11.589,2,"Orth-Grid","online-replication"
"PN87Q","115","winter22","asynch","Which shift(s) start at the same time as F?",12,"G",TRUE,10.432,1,"Orth-Grid","online-replication"
"PN87Q","115","winter22","asynch","Which 2 shifts end when Z begins?",13,"EF",TRUE,18.778,2,"Orth-Grid","online-replication"
"PN87Q","115","winter22","asynch","Which shift(s) end at 3pm?",14,"X",TRUE,9.471,1,"Orth-Grid","online-replication"
"PN87Q","115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"KX",TRUE,32.348,2,"Orth-Grid","online-replication"
"MNF8O","114","winter22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,41.336,1,"Orth-Sparse","online-replication"
"MNF8O","114","winter22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,24.404,1,"Orth-Sparse","online-replication"
"MNF8O","114","winter22","asynch","Which shift(s) begin when C ends?",3,"O",FALSE,17.983,1,"Orth-Sparse","online-replication"
"MNF8O","114","winter22","asynch","Which shift(s) end at 4 pm?",4,"B",FALSE,32.316,1,"Orth-Sparse","online-replication"
"MNF8O","114","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"",FALSE,16.039,0,"Orth-Sparse","online-replication"
"MNF8O","114","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,23.7,2,"Orth-Sparse","online-replication"
"MNF8O","114","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,42.477,2,"Orth-Sparse","online-replication"
"MNF8O","114","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"CH",FALSE,51.637,2,"Orth-Sparse","online-replication"
"MNF8O","114","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,62.205,1,"Orth-Sparse","online-replication"
"MNF8O","114","winter22","asynch","Which shift(s) end at the same time as F?",10,"",FALSE,20.508,0,"Orth-Sparse","online-replication"
"MNF8O","114","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,12.128,2,"Orth-Sparse","online-replication"
"MNF8O","114","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,7.562,1,"Orth-Sparse","online-replication"
"MNF8O","114","winter22","asynch","Which 2 shifts end when Z begins?",13,"LP",FALSE,35.744,2,"Orth-Sparse","online-replication"
"MNF8O","114","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,105.269,1,"Orth-Sparse","online-replication"
"MNF8O","114","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"BF",FALSE,55.229,2,"Orth-Sparse","online-replication"
"NZ5B4","115","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,11.035,1,"Orth-Grid","online-replication"
"NZ5B4","115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,10.916,1,"Orth-Grid","online-replication"
"NZ5B4","115","winter22","asynch","Which shift(s) begin when C ends?",3,"AXOIJHFKDUEGBZ",FALSE,34.427,14,"Orth-Grid","online-replication"
"NZ5B4","115","winter22","asynch","Which shift(s) end at 4 pm?",4,"DE",FALSE,13.752,2,"Orth-Grid","online-replication"
"NZ5B4","115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,22.795,1,"Orth-Grid","online-replication"
"NZ5B4","115","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,8.864,2,"Orth-Grid","online-replication"
"NZ5B4","115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,21.654,2,"Orth-Grid","online-replication"
"NZ5B4","115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"EIJ",FALSE,17.837,3,"Orth-Grid","online-replication"
"NZ5B4","115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,18.928,1,"Orth-Grid","online-replication"
"NZ5B4","115","winter22","asynch","Which shift(s) end at the same time as F?",10,"Z",FALSE,11.671,1,"Orth-Grid","online-replication"
"NZ5B4","115","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,7.634,2,"Orth-Grid","online-replication"
"NZ5B4","115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,8.201,1,"Orth-Grid","online-replication"
"NZ5B4","115","winter22","asynch","Which 2 shifts end when Z begins?",13,"OX",FALSE,40.812,2,"Orth-Grid","online-replication"
"NZ5B4","115","winter22","asynch","Which shift(s) end at 3pm?",14,"",FALSE,19.805,0,"Orth-Grid","online-replication"
"NZ5B4","115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"KX",TRUE,13.047,2,"Orth-Grid","online-replication"
"UMBHH","115","winter22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,88.781,1,"Orth-Grid","online-replication"
"UMBHH","115","winter22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,11.311,1,"Orth-Grid","online-replication"
"UMBHH","115","winter22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,8.225,1,"Orth-Grid","online-replication"
"UMBHH","115","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,6.482,1,"Orth-Grid","online-replication"
"UMBHH","115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,12.415,1,"Orth-Grid","online-replication"
"UMBHH","115","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,9.167,2,"Orth-Grid","online-replication"
"UMBHH","115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"OX",TRUE,22.664,2,"Orth-Grid","online-replication"
"UMBHH","115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"G",TRUE,21.644,1,"Orth-Grid","online-replication"
"UMBHH","115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"E",FALSE,43.3,1,"Orth-Grid","online-replication"
"UMBHH","115","winter22","asynch","Which shift(s) end at the same time as F?",10,"E",TRUE,6.597,1,"Orth-Grid","online-replication"
"UMBHH","115","winter22","asynch","Which shift(s) start at 12pm?",11,"LM",TRUE,8.954,2,"Orth-Grid","online-replication"
"UMBHH","115","winter22","asynch","Which shift(s) start at the same time as F?",12,"G",TRUE,7.55,1,"Orth-Grid","online-replication"
"UMBHH","115","winter22","asynch","Which 2 shifts end when Z begins?",13,"EF",TRUE,12.436,2,"Orth-Grid","online-replication"
"UMBHH","115","winter22","asynch","Which shift(s) end at 3pm?",14,"X",TRUE,10.563,1,"Orth-Grid","online-replication"
"UMBHH","115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"KX",TRUE,10.803,2,"Orth-Grid","online-replication"
"DYKSV","113","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,40.465,1,"Tri-Sparse","online-replication"
"DYKSV","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,7.441,1,"Tri-Sparse","online-replication"
"DYKSV","113","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,10.613,1,"Tri-Sparse","online-replication"
"DYKSV","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,77.43,1,"Tri-Sparse","online-replication"
"DYKSV","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,226.721,1,"Tri-Sparse","online-replication"
"DYKSV","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,7.851,2,"Tri-Sparse","online-replication"
"DYKSV","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,40.439,2,"Tri-Sparse","online-replication"
"DYKSV","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,44.689,1,"Tri-Sparse","online-replication"
"DYKSV","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,22.397,1,"Tri-Sparse","online-replication"
"DYKSV","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,17.205,1,"Tri-Sparse","online-replication"
"DYKSV","113","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,14.907,2,"Tri-Sparse","online-replication"
"DYKSV","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,7.878,1,"Tri-Sparse","online-replication"
"DYKSV","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,39.382,2,"Tri-Sparse","online-replication"
"DYKSV","113","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,26.844,1,"Tri-Sparse","online-replication"
"DYKSV","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,32.627,2,"Tri-Sparse","online-replication"
"X96N8","113","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,10.809,1,"Tri-Sparse","online-replication"
"X96N8","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,7.39,1,"Tri-Sparse","online-replication"
"X96N8","113","winter22","asynch","Which shift(s) begin when C ends?",3,"A",FALSE,17.576,1,"Tri-Sparse","online-replication"
"X96N8","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"DE",FALSE,29.167,2,"Tri-Sparse","online-replication"
"X96N8","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,13.733,1,"Tri-Sparse","online-replication"
"X96N8","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,7.222,2,"Tri-Sparse","online-replication"
"X96N8","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,13.217,2,"Tri-Sparse","online-replication"
"X96N8","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"L",FALSE,47.683,1,"Tri-Sparse","online-replication"
"X96N8","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"H",FALSE,7.442,1,"Tri-Sparse","online-replication"
"X96N8","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"F",FALSE,2.786,1,"Tri-Sparse","online-replication"
"X96N8","113","winter22","asynch","Which shift(s) start at 12pm?",11,"K",FALSE,1.879,1,"Tri-Sparse","online-replication"
"X96N8","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"X",FALSE,4.01,1,"Tri-Sparse","online-replication"
"X96N8","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"DN",FALSE,15.1,2,"Tri-Sparse","online-replication"
"X96N8","113","winter22","asynch","Which shift(s) end at 3pm?",14,"O",FALSE,14.674,1,"Tri-Sparse","online-replication"
"X96N8","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"KX",TRUE,11.098,2,"Tri-Sparse","online-replication"
"WVWN4","113","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,15.437,1,"Tri-Sparse","online-replication"
"WVWN4","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,12.106,1,"Tri-Sparse","online-replication"
"WVWN4","113","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,22.225,1,"Tri-Sparse","online-replication"
"WVWN4","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,46.765,1,"Tri-Sparse","online-replication"
"WVWN4","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,64.308,1,"Tri-Sparse","online-replication"
"WVWN4","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,9.596,2,"Tri-Sparse","online-replication"
"WVWN4","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,11.233,2,"Tri-Sparse","online-replication"
"WVWN4","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,46.571,1,"Tri-Sparse","online-replication"
"WVWN4","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,31.272,1,"Tri-Sparse","online-replication"
"WVWN4","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,42.664,1,"Tri-Sparse","online-replication"
"WVWN4","113","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,15.721,2,"Tri-Sparse","online-replication"
"WVWN4","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,7.785,1,"Tri-Sparse","online-replication"
"WVWN4","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,21.055,2,"Tri-Sparse","online-replication"
"WVWN4","113","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,45.037,1,"Tri-Sparse","online-replication"
"WVWN4","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,41.437,2,"Tri-Sparse","online-replication"
"ETFTW","113","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,15.966,1,"Tri-Sparse","online-replication"
"ETFTW","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,35.336,1,"Tri-Sparse","online-replication"
"ETFTW","113","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,72.099,1,"Tri-Sparse","online-replication"
"ETFTW","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,50.503,1,"Tri-Sparse","online-replication"
"ETFTW","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"F",FALSE,148.342,1,"Tri-Sparse","online-replication"
"ETFTW","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,9.919,2,"Tri-Sparse","online-replication"
"ETFTW","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,42.832,2,"Tri-Sparse","online-replication"
"ETFTW","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"EIJ",FALSE,80.86,3,"Tri-Sparse","online-replication"
"ETFTW","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"B",FALSE,56.929,1,"Tri-Sparse","online-replication"
"ETFTW","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"E",TRUE,131.572,1,"Tri-Sparse","online-replication"
"ETFTW","113","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,11.325,2,"Tri-Sparse","online-replication"
"ETFTW","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,13.098,1,"Tri-Sparse","online-replication"
"ETFTW","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"",FALSE,38.512,0,"Tri-Sparse","online-replication"
"ETFTW","113","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,26.671,1,"Tri-Sparse","online-replication"
"ETFTW","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"K",FALSE,3.095,1,"Tri-Sparse","online-replication"
"E9RR1","114","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,12.759,1,"Orth-Sparse","online-replication"
"E9RR1","114","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,6.615,1,"Orth-Sparse","online-replication"
"E9RR1","114","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,20.774,1,"Orth-Sparse","online-replication"
"E9RR1","114","winter22","asynch","Which shift(s) end at 4 pm?",4,"D",FALSE,104.956,1,"Orth-Sparse","online-replication"
"E9RR1","114","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,88.717,1,"Orth-Sparse","online-replication"
"E9RR1","114","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,75.84,2,"Orth-Sparse","online-replication"
"E9RR1","114","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,14.52,2,"Orth-Sparse","online-replication"
"E9RR1","114","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,39.788,1,"Orth-Sparse","online-replication"
"E9RR1","114","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,23.356,1,"Orth-Sparse","online-replication"
"E9RR1","114","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,17.141,1,"Orth-Sparse","online-replication"
"E9RR1","114","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,10.615,2,"Orth-Sparse","online-replication"
"E9RR1","114","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,3.323,1,"Orth-Sparse","online-replication"
"E9RR1","114","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,17.593,2,"Orth-Sparse","online-replication"
"E9RR1","114","winter22","asynch","Which shift(s) end at 3pm?",14,"",FALSE,100.336,0,"Orth-Sparse","online-replication"
"E9RR1","114","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,107.062,2,"Orth-Sparse","online-replication"
"5O1D5","114","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,40.127,1,"Orth-Sparse","online-replication"
"5O1D5","114","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,12.719,1,"Orth-Sparse","online-replication"
"5O1D5","114","winter22","asynch","Which shift(s) begin when C ends?",3,"A",FALSE,19.702,1,"Orth-Sparse","online-replication"
"5O1D5","114","winter22","asynch","Which shift(s) end at 4 pm?",4,"K",FALSE,11.822,1,"Orth-Sparse","online-replication"
"5O1D5","114","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,24.309,1,"Orth-Sparse","online-replication"
"5O1D5","114","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,8.871,2,"Orth-Sparse","online-replication"
"5O1D5","114","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,25.301,2,"Orth-Sparse","online-replication"
"5O1D5","114","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,68.611,1,"Orth-Sparse","online-replication"
"5O1D5","114","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,28.044,1,"Orth-Sparse","online-replication"
"5O1D5","114","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,45.217,1,"Orth-Sparse","online-replication"
"5O1D5","114","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,11.006,2,"Orth-Sparse","online-replication"
"5O1D5","114","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,20.569,1,"Orth-Sparse","online-replication"
"5O1D5","114","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,64.157,2,"Orth-Sparse","online-replication"
"5O1D5","114","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,24.057,1,"Orth-Sparse","online-replication"
"5O1D5","114","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,146.471,2,"Orth-Sparse","online-replication"
"9VRD5","115","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,24.076,1,"Orth-Grid","online-replication"
"9VRD5","115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,11.269,1,"Orth-Grid","online-replication"
"9VRD5","115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,39.927,1,"Orth-Grid","online-replication"
"9VRD5","115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,50.828,1,"Orth-Grid","online-replication"
