"subject","condition","term","mode","question","q","response","correct","rt_s","num_o","pretty_condition","pretty_mode"
"B29JJ","114","winter22","asynch","Which shift(s) start at the same time as F?",12,"G",TRUE,14.516,1,"Orth-Sparse","online-replication"
"B29JJ","114","winter22","asynch","Which 2 shifts end when Z begins?",13,"EF",TRUE,20.14,2,"Orth-Sparse","online-replication"
"B29JJ","114","winter22","asynch","Which shift(s) end at 3pm?",14,"X",TRUE,11.418,1,"Orth-Sparse","online-replication"
"B29JJ","114","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"KX",TRUE,17.229,2,"Orth-Sparse","online-replication"
"P9X0D","115","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,46.989,1,"Orth-Grid","online-replication"
"P9X0D","115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,14.156,1,"Orth-Grid","online-replication"
"P9X0D","115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,18.295,1,"Orth-Grid","online-replication"
"P9X0D","115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,81.006,1,"Orth-Grid","online-replication"
"P9X0D","115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,130.433,1,"Orth-Grid","online-replication"
"P9X0D","115","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,11.656,2,"Orth-Grid","online-replication"
"P9X0D","115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,22.406,2,"Orth-Grid","online-replication"
"P9X0D","115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,75.23,1,"Orth-Grid","online-replication"
"P9X0D","115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,34.666,1,"Orth-Grid","online-replication"
"P9X0D","115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,50.767,1,"Orth-Grid","online-replication"
"P9X0D","115","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,21.75,2,"Orth-Grid","online-replication"
"P9X0D","115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,9.108,1,"Orth-Grid","online-replication"
"P9X0D","115","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,55.86,2,"Orth-Grid","online-replication"
"P9X0D","115","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,39.682,1,"Orth-Grid","online-replication"
"P9X0D","115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,43.515,2,"Orth-Grid","online-replication"
"WYEDM","113","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,15.525,1,"Tri-Sparse","online-replication"
"WYEDM","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,10.493,1,"Tri-Sparse","online-replication"
"WYEDM","113","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,73.669,1,"Tri-Sparse","online-replication"
"WYEDM","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"E",FALSE,10.357,1,"Tri-Sparse","online-replication"
"WYEDM","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,144.37,1,"Tri-Sparse","online-replication"
"WYEDM","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,10.398,2,"Tri-Sparse","online-replication"
"WYEDM","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,20.97,2,"Tri-Sparse","online-replication"
"WYEDM","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,22.91,1,"Tri-Sparse","online-replication"
"WYEDM","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,40.549,1,"Tri-Sparse","online-replication"
"WYEDM","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,64.718,1,"Tri-Sparse","online-replication"
"WYEDM","113","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,14.868,2,"Tri-Sparse","online-replication"
"WYEDM","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,5.194,1,"Tri-Sparse","online-replication"
"WYEDM","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,37.022,2,"Tri-Sparse","online-replication"
"WYEDM","113","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,30.795,1,"Tri-Sparse","online-replication"
"WYEDM","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E",FALSE,30.214,1,"Tri-Sparse","online-replication"
"2Q16G","113","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,34.698,1,"Tri-Sparse","online-replication"
"2Q16G","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,16.43,1,"Tri-Sparse","online-replication"
"2Q16G","113","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,31.293,1,"Tri-Sparse","online-replication"
"2Q16G","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,111.739,1,"Tri-Sparse","online-replication"
"2Q16G","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,100.813,1,"Tri-Sparse","online-replication"
"2Q16G","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,14.135,2,"Tri-Sparse","online-replication"
"2Q16G","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BDFJMNOZX",FALSE,38.159,9,"Tri-Sparse","online-replication"
"2Q16G","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"IJM",FALSE,88.811,3,"Tri-Sparse","online-replication"
"2Q16G","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,14.986,1,"Tri-Sparse","online-replication"
"2Q16G","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"IJ",FALSE,62.196,2,"Tri-Sparse","online-replication"
"2Q16G","113","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,15.444,2,"Tri-Sparse","online-replication"
"2Q16G","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,9.781,1,"Tri-Sparse","online-replication"
"2Q16G","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,83.507,2,"Tri-Sparse","online-replication"
"2Q16G","113","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,38.431,1,"Tri-Sparse","online-replication"
"2Q16G","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"BF",FALSE,45.191,2,"Tri-Sparse","online-replication"
"Y2BWO","114","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,14.722,1,"Orth-Sparse","online-replication"
"Y2BWO","114","winter22","asynch","Which shift(s) start at the same time as D?",2,"B",FALSE,28.173,1,"Orth-Sparse","online-replication"
"Y2BWO","114","winter22","asynch","Which shift(s) begin when C ends?",3,"O",FALSE,32.898,1,"Orth-Sparse","online-replication"
"Y2BWO","114","winter22","asynch","Which shift(s) end at 4 pm?",4,"K",FALSE,33.141,1,"Orth-Sparse","online-replication"
"Y2BWO","114","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"D",FALSE,32.477,1,"Orth-Sparse","online-replication"
"Y2BWO","114","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,12.441,2,"Orth-Sparse","online-replication"
"Y2BWO","114","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"FZ",FALSE,17.02,2,"Orth-Sparse","online-replication"
"Y2BWO","114","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"I",FALSE,24.264,1,"Orth-Sparse","online-replication"
"Y2BWO","114","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,11.369,1,"Orth-Sparse","online-replication"
"Y2BWO","114","winter22","asynch","Which shift(s) end at the same time as F?",10,"Z",FALSE,6.983,1,"Orth-Sparse","online-replication"
"Y2BWO","114","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,8.267,2,"Orth-Sparse","online-replication"
"Y2BWO","114","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,6.38,1,"Orth-Sparse","online-replication"
"Y2BWO","114","winter22","asynch","Which 2 shifts end when Z begins?",13,"BDIJMNOX",FALSE,60.589,8,"Orth-Sparse","online-replication"
"Y2BWO","114","winter22","asynch","Which shift(s) end at 3pm?",14,"DJMNX",FALSE,20.305,5,"Orth-Sparse","online-replication"
"Y2BWO","114","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"JX",FALSE,22.776,2,"Orth-Sparse","online-replication"
"82VBY","115","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,8.59,1,"Orth-Grid","online-replication"
"82VBY","115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,15.213,1,"Orth-Grid","online-replication"
"82VBY","115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,16.31,1,"Orth-Grid","online-replication"
"82VBY","115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,65.16,1,"Orth-Grid","online-replication"
"82VBY","115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,116.99,1,"Orth-Grid","online-replication"
"82VBY","115","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,6.189,2,"Orth-Grid","online-replication"
"82VBY","115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,14.282,2,"Orth-Grid","online-replication"
"82VBY","115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,41.864,1,"Orth-Grid","online-replication"
"82VBY","115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,24.696,1,"Orth-Grid","online-replication"
"82VBY","115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,63.602,1,"Orth-Grid","online-replication"
"82VBY","115","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,12.332,2,"Orth-Grid","online-replication"
"82VBY","115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,6.648,1,"Orth-Grid","online-replication"
"82VBY","115","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,17.138,2,"Orth-Grid","online-replication"
"82VBY","115","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,42.035,1,"Orth-Grid","online-replication"
"82VBY","115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,137.297,2,"Orth-Grid","online-replication"
"0BTAJ","113","winter22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,25.148,1,"Tri-Sparse","online-replication"
"0BTAJ","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,5.677,1,"Tri-Sparse","online-replication"
"0BTAJ","113","winter22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,9.933,1,"Tri-Sparse","online-replication"
"0BTAJ","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,23.607,1,"Tri-Sparse","online-replication"
"0BTAJ","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"JHKE",FALSE,25.428,4,"Tri-Sparse","online-replication"
"0BTAJ","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,7.808,2,"Tri-Sparse","online-replication"
"0BTAJ","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"OX",TRUE,15.427,2,"Tri-Sparse","online-replication"
"0BTAJ","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"EG",FALSE,30.458,2,"Tri-Sparse","online-replication"
"0BTAJ","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"E",FALSE,17.035,1,"Tri-Sparse","online-replication"
"0BTAJ","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"E",TRUE,22.921,1,"Tri-Sparse","online-replication"
"0BTAJ","113","winter22","asynch","Which shift(s) start at 12pm?",11,"LM",TRUE,7.123,2,"Tri-Sparse","online-replication"
"0BTAJ","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"G",TRUE,5.812,1,"Tri-Sparse","online-replication"
"0BTAJ","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"EF",TRUE,33.817,2,"Tri-Sparse","online-replication"
"0BTAJ","113","winter22","asynch","Which shift(s) end at 3pm?",14,"X",TRUE,7.101,1,"Tri-Sparse","online-replication"
"0BTAJ","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"CO",FALSE,23.41,2,"Tri-Sparse","online-replication"
"MC4Z2","115","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,20.428,1,"Orth-Grid","online-replication"
"MC4Z2","115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,12.255,1,"Orth-Grid","online-replication"
"MC4Z2","115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,24.633,1,"Orth-Grid","online-replication"
"MC4Z2","115","winter22","asynch","Which shift(s) end at 4 pm?",4,"DUE",FALSE,40.231,3,"Orth-Grid","online-replication"
"MC4Z2","115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"HK",FALSE,40.784,2,"Orth-Grid","online-replication"
"MC4Z2","115","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,12.55,2,"Orth-Grid","online-replication"
"MC4Z2","115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,19.931,2,"Orth-Grid","online-replication"
"MC4Z2","115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"IJ",FALSE,51.384,2,"Orth-Grid","online-replication"
"MC4Z2","115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,53.639,1,"Orth-Grid","online-replication"
"MC4Z2","115","winter22","asynch","Which shift(s) end at the same time as F?",10,"Z",FALSE,18.265,1,"Orth-Grid","online-replication"
"MC4Z2","115","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,9.69,2,"Orth-Grid","online-replication"
"MC4Z2","115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,6.689,1,"Orth-Grid","online-replication"
"MC4Z2","115","winter22","asynch","Which 2 shifts end when Z begins?",13,"BX",FALSE,53.411,2,"Orth-Grid","online-replication"
"MC4Z2","115","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,47.537,1,"Orth-Grid","online-replication"
"MC4Z2","115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EI",FALSE,52.801,2,"Orth-Grid","online-replication"
"NU72U","114","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,38.367,1,"Orth-Sparse","online-replication"
"NU72U","114","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,22.785,1,"Orth-Sparse","online-replication"
"NU72U","114","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,23.276,1,"Orth-Sparse","online-replication"
"NU72U","114","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,49.624,1,"Orth-Sparse","online-replication"
"NU72U","114","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,64.055,1,"Orth-Sparse","online-replication"
"NU72U","114","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,12.803,2,"Orth-Sparse","online-replication"
"NU72U","114","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,28.433,2,"Orth-Sparse","online-replication"
"NU72U","114","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,12.982,1,"Orth-Sparse","online-replication"
"NU72U","114","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,21.462,1,"Orth-Sparse","online-replication"
"NU72U","114","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,92.971,1,"Orth-Sparse","online-replication"
"NU72U","114","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,8.296,2,"Orth-Sparse","online-replication"
"NU72U","114","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,11.426,1,"Orth-Sparse","online-replication"
"NU72U","114","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,35.773,2,"Orth-Sparse","online-replication"
"NU72U","114","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,21.107,1,"Orth-Sparse","online-replication"
"NU72U","114","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,35.022,2,"Orth-Sparse","online-replication"
"DWK0J","114","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,15.193,1,"Orth-Sparse","online-replication"
"DWK0J","114","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,9.654,1,"Orth-Sparse","online-replication"
"DWK0J","114","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,18.658,1,"Orth-Sparse","online-replication"
"DWK0J","114","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,11.88,1,"Orth-Sparse","online-replication"
"DWK0J","114","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"",FALSE,39.326,0,"Orth-Sparse","online-replication"
"DWK0J","114","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,6.416,2,"Orth-Sparse","online-replication"
"DWK0J","114","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,24.775,2,"Orth-Sparse","online-replication"
"DWK0J","114","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,26.846,1,"Orth-Sparse","online-replication"
"DWK0J","114","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,16.341,1,"Orth-Sparse","online-replication"
"DWK0J","114","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,24.11,1,"Orth-Sparse","online-replication"
"DWK0J","114","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,7.677,2,"Orth-Sparse","online-replication"
"DWK0J","114","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,8.208,1,"Orth-Sparse","online-replication"
"DWK0J","114","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,55.756,2,"Orth-Sparse","online-replication"
"DWK0J","114","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,38.318,1,"Orth-Sparse","online-replication"
"DWK0J","114","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"B",FALSE,56.756,1,"Orth-Sparse","online-replication"
"X16OX","115","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,26.287,1,"Orth-Grid","online-replication"
"X16OX","115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,23.737,1,"Orth-Grid","online-replication"
"X16OX","115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,38.846,1,"Orth-Grid","online-replication"
"X16OX","115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,197.007,1,"Orth-Grid","online-replication"
"X16OX","115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,191.076,1,"Orth-Grid","online-replication"
"X16OX","115","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,11.703,2,"Orth-Grid","online-replication"
"X16OX","115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,26.138,2,"Orth-Grid","online-replication"
"X16OX","115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,47.344,1,"Orth-Grid","online-replication"
"X16OX","115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,28.833,1,"Orth-Grid","online-replication"
"X16OX","115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,175.724,1,"Orth-Grid","online-replication"
"X16OX","115","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,17.447,2,"Orth-Grid","online-replication"
"X16OX","115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,12.261,1,"Orth-Grid","online-replication"
"X16OX","115","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,25.752,2,"Orth-Grid","online-replication"
"X16OX","115","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,98.837,1,"Orth-Grid","online-replication"
"X16OX","115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"F",FALSE,264.423,1,"Orth-Grid","online-replication"
"A3KVH","115","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,13.412,1,"Orth-Grid","online-replication"
"A3KVH","115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,8.447,1,"Orth-Grid","online-replication"
"A3KVH","115","winter22","asynch","Which shift(s) begin when C ends?",3,"O",FALSE,49.992,1,"Orth-Grid","online-replication"
"A3KVH","115","winter22","asynch","Which shift(s) end at 4 pm?",4,"DE",FALSE,10.691,2,"Orth-Grid","online-replication"
"A3KVH","115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"JD",FALSE,21.425,2,"Orth-Grid","online-replication"
"A3KVH","115","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,7.848,2,"Orth-Grid","online-replication"
"A3KVH","115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,13.318,2,"Orth-Grid","online-replication"
"A3KVH","115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"J",FALSE,24.226,1,"Orth-Grid","online-replication"
"A3KVH","115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"M",FALSE,11.511,1,"Orth-Grid","online-replication"
"A3KVH","115","winter22","asynch","Which shift(s) end at the same time as F?",10,"B",FALSE,6.463,1,"Orth-Grid","online-replication"
"A3KVH","115","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,10.724,2,"Orth-Grid","online-replication"
"A3KVH","115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,8.585,1,"Orth-Grid","online-replication"
"A3KVH","115","winter22","asynch","Which 2 shifts end when Z begins?",13,"B",FALSE,16.94,1,"Orth-Grid","online-replication"
"A3KVH","115","winter22","asynch","Which shift(s) end at 3pm?",14,"M",FALSE,14.011,1,"Orth-Grid","online-replication"
"A3KVH","115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"IJ",FALSE,13.839,2,"Orth-Grid","online-replication"
"ZUG5U","113","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,16.413,1,"Tri-Sparse","online-replication"
"ZUG5U","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,12.869,1,"Tri-Sparse","online-replication"
"ZUG5U","113","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,15.426,1,"Tri-Sparse","online-replication"
"ZUG5U","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,57.645,1,"Tri-Sparse","online-replication"
"ZUG5U","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,75.962,1,"Tri-Sparse","online-replication"
"ZUG5U","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,9.656,2,"Tri-Sparse","online-replication"
"ZUG5U","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,41.535,2,"Tri-Sparse","online-replication"
"ZUG5U","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,34.635,1,"Tri-Sparse","online-replication"
"ZUG5U","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,20.02,1,"Tri-Sparse","online-replication"
"ZUG5U","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,48.642,1,"Tri-Sparse","online-replication"
"ZUG5U","113","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,13.456,2,"Tri-Sparse","online-replication"
"ZUG5U","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,12.197,1,"Tri-Sparse","online-replication"
"ZUG5U","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,37.786,2,"Tri-Sparse","online-replication"
"ZUG5U","113","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,42.788,1,"Tri-Sparse","online-replication"
"ZUG5U","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"F",FALSE,155.326,1,"Tri-Sparse","online-replication"
"YSO0M","113","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,10.591,1,"Tri-Sparse","online-replication"
"YSO0M","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,13.109,1,"Tri-Sparse","online-replication"
"YSO0M","113","winter22","asynch","Which shift(s) begin when C ends?",3,"A",FALSE,21.111,1,"Tri-Sparse","online-replication"
"YSO0M","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"DE",FALSE,17.403,2,"Tri-Sparse","online-replication"
"YSO0M","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,249.949,1,"Tri-Sparse","online-replication"
"YSO0M","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,8.06,2,"Tri-Sparse","online-replication"
"YSO0M","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,20.443,2,"Tri-Sparse","online-replication"
"YSO0M","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"IJ",FALSE,71.655,2,"Tri-Sparse","online-replication"
"YSO0M","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,20.181,1,"Tri-Sparse","online-replication"
"YSO0M","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,65.305,1,"Tri-Sparse","online-replication"
"YSO0M","113","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,11.075,2,"Tri-Sparse","online-replication"
"YSO0M","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,9.865,1,"Tri-Sparse","online-replication"
"YSO0M","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,65.368,2,"Tri-Sparse","online-replication"
"YSO0M","113","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,43.643,1,"Tri-Sparse","online-replication"
"YSO0M","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,98.773,2,"Tri-Sparse","online-replication"
"K9W47","115","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,12.166,1,"Orth-Grid","online-replication"
"K9W47","115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,9.212,1,"Orth-Grid","online-replication"
"K9W47","115","winter22","asynch","Which shift(s) begin when C ends?",3,"A",FALSE,8.119,1,"Orth-Grid","online-replication"
