"subject","study","term","pool","mode","condition","pretty_condition","block","explicit","impasse","grid","mark","ixn","gwidth","gheight","graph","time_elapsed_m","question","relation","q","correct","answer","rt_s"
"ECBKO","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",6.61518333333333,"Which shift(s) end at the same time as F?","ends","10","FALSE","X",28.529
"ECBKO","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",6.8051,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",11.313
"ECBKO","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",6.93111666666667,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",7.475
"ECBKO","SGC4B","winter22","sona","asynch","1112","arrow","item_nondiscriminant","1","1","1","2","",600,600,"triangular",7.53486666666667,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",36.144
"ECBKO","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",8.02633333333333,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",29.406
"ECBKO","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",8.52743333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","",29.978
"617NJ","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",4.05393333333333,"Which shift(s) start at 11 am?","starttime","1","TRUE","F",116.751
"617NJ","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",4.25971666666667,"Which shift(s) start at the same time as D?","starts","2","TRUE","K",12.088
"617NJ","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",4.76521666666667,"Which shift(s) begin when C ends?","meets","3","TRUE","F",30.001
"617NJ","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",4.8804,"Which shift(s) end at 4 pm?","endtime","4","TRUE","H",6.822
"617NJ","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",5.21626666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",20.064
"617NJ","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",5.79615,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",10.854
"617NJ","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",6.18131666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","TRUE","O,X",23.02
"617NJ","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",7.69156666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","C,D,E,F,G,H,I,J,N,O,Z",90.496
"617NJ","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",9.92328333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","E,I,M",133.615
"617NJ","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",10.0964666666667,"Which shift(s) end at the same time as F?","ends","10","TRUE","E",10.147
"617NJ","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",10.2760333333333,"Which shift(s) start at 12pm?","starttime","11","TRUE","L,M",10.684
"617NJ","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",10.4510333333333,"Which shift(s) start at the same time as F?","starts","12","TRUE","G",10.411
"617NJ","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",10.7633666666667,"Which 2 shifts end when Z begins?","meets","13","TRUE","E,F",18.653
"617NJ","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",10.9142666666667,"Which shift(s) end at 3pm?","endtime","14","TRUE","X",8.967
"617NJ","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",11.1427333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE","K,X",13.618
"RM7L0","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",1.65896666666667,"Which shift(s) start at 11 am?","starttime","1","TRUE","F",54.32
"RM7L0","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",1.91843333333333,"Which shift(s) start at the same time as D?","starts","2","TRUE","K",15.48
"RM7L0","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",2.48805,"Which shift(s) begin when C ends?","meets","3","TRUE","F",34.089
"RM7L0","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",2.70056666666667,"Which shift(s) end at 4 pm?","endtime","4","TRUE","H",12.648
"RM7L0","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",3.02311666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",19.265
"RM7L0","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",3.21236666666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",7.485
"RM7L0","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",3.63643333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","TRUE","O,X",25.357
"RM7L0","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",4.50001666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","TRUE","G",51.729
"RM7L0","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",5.41473333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",54.796
"RM7L0","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",5.5198,"Which shift(s) end at the same time as F?","ends","10","TRUE","E",6.217
"RM7L0","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",5.67685,"Which shift(s) start at 12pm?","starttime","11","TRUE","L,M",9.336
"RM7L0","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",5.87816666666667,"Which shift(s) start at the same time as F?","starts","12","FALSE","F,G",11.992
"RM7L0","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",6.25083333333333,"Which 2 shifts end when Z begins?","meets","13","TRUE","E,F",22.274
"RM7L0","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",6.59155,"Which shift(s) end at 3pm?","endtime","14","TRUE","X",20.356
"RM7L0","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",6.97388333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE","K,X",22.846
"TPYXO","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",0.955966666666667,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",12.68
"TPYXO","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",1.25095,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",17.618
"TPYXO","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",1.78218333333333,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",31.728
"TPYXO","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",2.04706666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE","X,U",15.75
"TPYXO","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",2.8043,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","K",45.297
"TPYXO","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",2.92321666666667,"Which shift(s) are six hours long?","duration","6","FALSE","L",2.068
"TPYXO","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",2.95603333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","K",1.83
"TPYXO","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",2.99111666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","I",1.969
"TPYXO","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",3.03621666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","Z",2.561
"TPYXO","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",3.08305,"Which shift(s) end at the same time as F?","ends","10","FALSE","D",2.669
"TPYXO","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",3.22636666666667,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",8.521
"TPYXO","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",3.3124,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",5.08
"TPYXO","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",3.39285,"Which 2 shifts end when Z begins?","meets","13","FALSE","K,N",4.748
"TPYXO","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",3.6065,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",12.611
"TPYXO","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",3.70935,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","G,K",6.073
"RBMQR","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",2.8406,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",21.818
"RBMQR","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",2.97991666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",8.213
"RBMQR","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",3.1565,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",10.485
"RBMQR","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",3.88515,"Which shift(s) end at 4 pm?","endtime","4","FALSE","U",43.61
"RBMQR","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",5.13896666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","U",75.124
"RBMQR","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",5.50393333333333,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",10.344
"RBMQR","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",5.94765,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",26.523
"RBMQR","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",6.82895,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",52.775
"RBMQR","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",7.00758333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",10.609
"RBMQR","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",8.05285,"Which shift(s) end at the same time as F?","ends","10","FALSE","X",62.62
"RBMQR","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",8.19535,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",8.27
"RBMQR","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",8.29788333333333,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",6.051
"RBMQR","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",8.63436666666667,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",20.078
"RBMQR","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",9.01241666666667,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",22.583
"RBMQR","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",10.5460166666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","E,F",91.912
"5Q43C","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",29.0711833333333,"Which shift(s) start at 11 am?","starttime","1","FALSE","X",8.98
"5Q43C","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",29.2308,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",9.459
"5Q43C","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",29.3918833333333,"Which shift(s) begin when C ends?","meets","3","FALSE","A",9.541
"5Q43C","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",29.5837666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE","D,E",11.388
"5Q43C","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",29.7861833333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","X,U",12.026
"5Q43C","SGC4B","winter22","sona","asynch","1112","arrow","item_nondiscriminant","1","1","1","2","",600,600,"triangular",32.2866666666667,"Which shift(s) are six hours long?","duration","6","FALSE","I",145.96
"5Q43C","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",32.41215,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","E,H",7.078
"5Q43C","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",32.5684666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","K,L",9.257
"5Q43C","SGC4B","winter22","sona","asynch","1112","arrow","item_nondiscriminant","1","1","1","2","",600,600,"triangular",32.6631666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","F,K",5.557
"5Q43C","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",32.71385,"Which shift(s) end at the same time as F?","ends","10","FALSE","K",2.925
"5Q43C","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",32.7805666666667,"Which shift(s) start at 12pm?","starttime","11","FALSE","M,P",3.881
"5Q43C","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",32.8536833333333,"Which shift(s) start at the same time as F?","starts","12","FALSE","H,O",4.269
"5Q43C","SGC4B","winter22","sona","asynch","1112","arrow","item_nondiscriminant","1","1","1","2","",600,600,"triangular",32.8666333333333,"Which 2 shifts end when Z begins?","meets","13","FALSE","",0.65
"5Q43C","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",32.9293333333333,"Which shift(s) end at 3pm?","endtime","14","FALSE","J,Z",3.643
"5Q43C","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",32.9849333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","F",3.222
"LZWBG","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",2.37136666666667,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",27.102
"LZWBG","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",2.63601666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",15.759
"LZWBG","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",3.50326666666667,"Which shift(s) begin when C ends?","meets","3","FALSE","A",51.884
"LZWBG","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",4.21978333333333,"Which shift(s) end at 4 pm?","endtime","4","TRUE","H",42.883
"LZWBG","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",5.14241666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",55.255
"LZWBG","SGC4B","winter22","sona","asynch","1112","arrow","item_nondiscriminant","1","1","1","2","",600,600,"triangular",6.35716666666667,"Which shift(s) are six hours long?","duration","6","FALSE","M",61.681
"LZWBG","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",6.81918333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",27.445
"LZWBG","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",7.92113333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",66.005
"LZWBG","SGC4B","winter22","sona","asynch","1112","arrow","item_nondiscriminant","1","1","1","2","",600,600,"triangular",8.1935,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",16.068
"LZWBG","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",8.62448333333333,"Which shift(s) end at the same time as F?","ends","10","FALSE","I",25.741
"LZWBG","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",8.83071666666667,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",12.27
"LZWBG","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",8.95005,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",7.026
"LZWBG","SGC4B","winter22","sona","asynch","1112","arrow","item_nondiscriminant","1","1","1","2","",600,600,"triangular",9.68115,"Which 2 shifts end when Z begins?","meets","13","FALSE","K,X",43.765
"LZWBG","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",10.1148333333333,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",25.906
"LZWBG","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",10.9058666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","E,F",47.355
"X6AAD","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",1.5798,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",28.329
"X6AAD","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",1.83576666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE","U",15.07
"X6AAD","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",2.65383333333333,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",48.947
"X6AAD","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",2.69441666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE","E",2.158
"X6AAD","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",2.72868333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","F",1.933
"X6AAD","SGC4B","winter22","sona","asynch","1112","arrow","item_nondiscriminant","1","1","1","2","",600,600,"triangular",2.86211666666667,"Which shift(s) are six hours long?","duration","6","FALSE","K",2.08
"X6AAD","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",2.91558333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","L",2.948
"X6AAD","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",2.95873333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","H",2.251
"X6AAD","SGC4B","winter22","sona","asynch","1112","arrow","item_nondiscriminant","1","1","1","2","",600,600,"triangular",2.98625,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","K",1.314
"X6AAD","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",3.02733333333333,"Which shift(s) end at the same time as F?","ends","10","FALSE","O",2.246
"X6AAD","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",3.07038333333333,"Which shift(s) start at 12pm?","starttime","11","FALSE","K",2.258
"X6AAD","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",3.13683333333333,"Which shift(s) start at the same time as F?","starts","12","FALSE","X",3.606
"X6AAD","SGC4B","winter22","sona","asynch","1112","arrow","item_nondiscriminant","1","1","1","2","",600,600,"triangular",3.16696666666667,"Which 2 shifts end when Z begins?","meets","13","FALSE","K",1.61
"X6AAD","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",3.21928333333333,"Which shift(s) end at 3pm?","endtime","14","FALSE","E",2.935
"X6AAD","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",3.25256666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","I",1.809
"62Q6T","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",1.81525,"Which shift(s) start at 11 am?","starttime","1","FALSE","A,F",28.414
"62Q6T","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",2.33475,"Which shift(s) start at the same time as D?","starts","2","FALSE","A,B",31.084
"62Q6T","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",3.13941666666667,"Which shift(s) begin when C ends?","meets","3","FALSE","O,J",48.189
"62Q6T","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",3.65401666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE","B",30.787
"62Q6T","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",4.19361666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","A,O",32.286
"62Q6T","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",5.38543333333333,"Which shift(s) are six hours long?","duration","6","FALSE","J,M",62.834
"62Q6T","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",5.82735,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",26.139
"62Q6T","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",6.45705,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E,J",37.691
"62Q6T","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",6.69253333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",13.973
"62Q6T","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",7.03388333333333,"Which shift(s) end at the same time as F?","ends","10","FALSE","B",20.39
"62Q6T","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",7.1904,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",9.305
"62Q6T","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",7.35243333333333,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",9.609
"62Q6T","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",8.22181666666667,"Which 2 shifts end when Z begins?","meets","13","FALSE","H,L,P",52.077
"62Q6T","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",8.68428333333333,"Which shift(s) end at 3pm?","endtime","14","FALSE","",27.652
"62Q6T","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",9.24685,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","F,J",33.658
"2UZ93","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",4.43543333333333,"Which shift(s) start at 11 am?","starttime","1","TRUE","F",117.785
"2UZ93","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",4.75465,"Which shift(s) start at the same time as D?","starts","2","TRUE","K",18.88
"2UZ93","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",5.03868333333333,"Which shift(s) begin when C ends?","meets","3","TRUE","F",16.947
"2UZ93","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",5.22791666666667,"Which shift(s) end at 4 pm?","endtime","4","TRUE","H",11.265
"2UZ93","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",6.0158,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",47.183
"2UZ93","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",6.32996666666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",12.494
"2UZ93","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",6.79318333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","TRUE","O,X",27.696
"2UZ93","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",7.47906666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","TRUE","G",41.059
"2UZ93","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",8.28943333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",48.53
"2UZ93","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",8.51953333333333,"Which shift(s) end at the same time as F?","ends","10","TRUE","E",13.718
"2UZ93","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",8.69995,"Which shift(s) start at 12pm?","starttime","11","TRUE","L,M",10.732
"2UZ93","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",8.85466666666667,"Which shift(s) start at the same time as F?","starts","12","TRUE","G",9.19
