"subject","study","term","pool","mode","block","explicit","impasse","grid","mark","ixn","gwidth","gheight","graph","time_elapsed_m","question","relation","q","correct","answer","rt_s","condition","pretty_condition"
"AYOKT","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",8.03603333333333,"Which shift(s) end at the same time as F?","ends","10","FALSE","X",42.092,"1113","cross"
"AYOKT","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",8.19168333333333,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",9.227,"1113","cross"
"AYOKT","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",8.43091666666667,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",14.249,"1113","cross"
"AYOKT","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",9.10953333333333,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",40.612,"1113","cross"
"AYOKT","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",9.63135,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",31.188,"1113","cross"
"AYOKT","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",10.29975,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","E,F",39.976,"1113","cross"
"0XMTM","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",0.63675,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",23.334,"1112","arrow"
"0XMTM","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",0.791666666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",9.183,"1112","arrow"
"0XMTM","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",1.22926666666667,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",26.148,"1112","arrow"
"0XMTM","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",1.52033333333333,"Which shift(s) end at 4 pm?","endtime","4","FALSE","U",17.339,"1112","arrow"
"0XMTM","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",1.67873333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",9.394,"1112","arrow"
"0XMTM","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",1.84758333333333,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",7.108,"1112","arrow"
"0XMTM","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",2.69966666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",50.941,"1112","arrow"
"0XMTM","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",3.33966666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",38.28,"1112","arrow"
"0XMTM","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",3.5298,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",11.296,"1112","arrow"
"0XMTM","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",3.85166666666667,"Which shift(s) end at the same time as F?","ends","10","FALSE","X",19.173,"1112","arrow"
"0XMTM","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",3.98608333333333,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",7.951,"1112","arrow"
"0XMTM","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",4.11565,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",7.669,"1112","arrow"
"0XMTM","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",5.13381666666667,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",60.986,"1112","arrow"
"0XMTM","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",5.63046666666667,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",29.451,"1112","arrow"
"0XMTM","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",5.96325,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE","K,X",19.855,"1112","arrow"
"Y5UVE","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",0.78345,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",12.263,"1112","arrow"
"Y5UVE","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",0.97715,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",11.519,"1112","arrow"
"Y5UVE","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",1.22171666666667,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",14.569,"1112","arrow"
"Y5UVE","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",2.01396666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE","U",47.428,"1112","arrow"
"Y5UVE","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",2.62071666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","F",36.305,"1112","arrow"
"Y5UVE","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",2.75556666666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",5.649,"1112","arrow"
"Y5UVE","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",3.13205,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",22.489,"1112","arrow"
"Y5UVE","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",3.78968333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",39.294,"1112","arrow"
"Y5UVE","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",4.91831666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",67.619,"1112","arrow"
"Y5UVE","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",6.47328333333333,"Which shift(s) end at the same time as F?","ends","10","FALSE","E,X",92.998,"1112","arrow"
"Y5UVE","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",6.6805,"Which shift(s) start at 12pm?","starttime","11","FALSE","E,F",12.137,"1112","arrow"
"Y5UVE","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",6.78625,"Which shift(s) start at the same time as F?","starts","12","FALSE","F",6.241,"1112","arrow"
"Y5UVE","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",7.35643333333333,"Which 2 shifts end when Z begins?","meets","13","FALSE","X",34.109,"1112","arrow"
"Y5UVE","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",9.0629,"Which shift(s) end at 3pm?","endtime","14","FALSE","D",102.286,"1112","arrow"
"Y5UVE","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",9.76176666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","E,F",41.638,"1112","arrow"
"BPNLB","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",1.4862,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",30.952,"1112","arrow"
"BPNLB","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",1.82275,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",19.895,"1112","arrow"
"BPNLB","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",4.07805,"Which shift(s) begin when C ends?","meets","3","FALSE","F,K,D,U,E,G,B",135.17,"1112","arrow"
"BPNLB","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",4.6408,"Which shift(s) end at 4 pm?","endtime","4","TRUE","H",33.428,"1112","arrow"
"BPNLB","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",5.16258333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",31.078,"1112","arrow"
"BPNLB","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",5.55263333333333,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",16.553,"1112","arrow"
"BPNLB","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",6.43305,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","TRUE","O,X",52.61,"1112","arrow"
"BPNLB","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",7.47223333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","TRUE","G",62.128,"1112","arrow"
"BPNLB","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",8.13246666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","E",38.871,"1112","arrow"
"BPNLB","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",8.35056666666667,"Which shift(s) end at the same time as F?","ends","10","TRUE","E",12.919,"1112","arrow"
"BPNLB","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",8.74713333333333,"Which shift(s) start at 12pm?","starttime","11","TRUE","L,M",23.488,"1112","arrow"
"BPNLB","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",9.00001666666667,"Which shift(s) start at the same time as F?","starts","12","TRUE","G",15.019,"1112","arrow"
"BPNLB","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",9.36878333333333,"Which 2 shifts end when Z begins?","meets","13","TRUE","E,F",21.975,"1112","arrow"
"BPNLB","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",9.64825,"Which shift(s) end at 3pm?","endtime","14","TRUE","X",16.521,"1112","arrow"
"BPNLB","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",10.0792333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE","K,X",25.622,"1112","arrow"
"HBEJC","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",3.26603333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",48.711,"1112","arrow"
"HBEJC","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",3.4723,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",12.257,"1112","arrow"
"HBEJC","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",3.73515,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",15.663,"1112","arrow"
"HBEJC","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",4.4503,"Which shift(s) end at 4 pm?","endtime","4","FALSE","D,E",42.777,"1112","arrow"
"HBEJC","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",6.05861666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",96.376,"1112","arrow"
"HBEJC","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",6.65213333333333,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",26.954,"1112","arrow"
"HBEJC","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",7.14436666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","TRUE","O,X",29.399,"1112","arrow"
"HBEJC","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",7.61271666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","TRUE","G",28.005,"1112","arrow"
"HBEJC","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",8.75268333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","E",68.279,"1112","arrow"
"HBEJC","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",8.92428333333333,"Which shift(s) end at the same time as F?","ends","10","TRUE","E",9.984,"1112","arrow"
"HBEJC","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",9.19865,"Which shift(s) start at 12pm?","starttime","11","TRUE","L,M",16.335,"1112","arrow"
"HBEJC","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",9.36728333333333,"Which shift(s) start at the same time as F?","starts","12","TRUE","G",10.012,"1112","arrow"
"HBEJC","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",9.63071666666667,"Which 2 shifts end when Z begins?","meets","13","TRUE","E,F",15.707,"1112","arrow"
"HBEJC","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",9.77051666666667,"Which shift(s) end at 3pm?","endtime","14","TRUE","X",8.291,"1112","arrow"
"HBEJC","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",10.0159,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE","K,X",14.607,"1112","arrow"
"R7C8N","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",1.72195,"Which shift(s) start at 11 am?","starttime","1","TRUE","F",62.099,"1112","arrow"
"R7C8N","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",1.8997,"Which shift(s) start at the same time as D?","starts","2","TRUE","K",10.365,"1112","arrow"
"R7C8N","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",2.30608333333333,"Which shift(s) begin when C ends?","meets","3","TRUE","F",24.268,"1112","arrow"
"R7C8N","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",2.54218333333333,"Which shift(s) end at 4 pm?","endtime","4","TRUE","H",14.055,"1112","arrow"
"R7C8N","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",2.86948333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",19.531,"1112","arrow"
"R7C8N","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",3.73966666666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",47.719,"1112","arrow"
"R7C8N","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",4.69666666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","TRUE","O,X",57.311,"1112","arrow"
"R7C8N","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",5.34081666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","TRUE","G",38.538,"1112","arrow"
"R7C8N","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",5.86248333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","",31.19,"1112","arrow"
"R7C8N","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",5.96288333333333,"Which shift(s) end at the same time as F?","ends","10","TRUE","E",5.92,"1112","arrow"
"R7C8N","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",6.12953333333333,"Which shift(s) start at 12pm?","starttime","11","TRUE","L,M",9.888,"1112","arrow"
"R7C8N","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",6.25568333333333,"Which shift(s) start at the same time as F?","starts","12","TRUE","G",7.455,"1112","arrow"
"R7C8N","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",6.45891666666667,"Which 2 shifts end when Z begins?","meets","13","TRUE","E,F",12.088,"1112","arrow"
"R7C8N","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",6.6385,"Which shift(s) end at 3pm?","endtime","14","TRUE","X",10.582,"1112","arrow"
"R7C8N","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",6.8358,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE","K,X",11.727,"1112","arrow"
"DBWSG","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",0.430633333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",4.611,"1112","arrow"
"DBWSG","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",0.555066666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",7.364,"1112","arrow"
"DBWSG","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",0.710033333333333,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",9.199,"1112","arrow"
"DBWSG","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",0.955066666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE","U",14.58,"1112","arrow"
"DBWSG","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",1.55476666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","H",35.881,"1112","arrow"
"DBWSG","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",1.81265,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",8.026,"1112","arrow"
"DBWSG","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",2.06091666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",14.772,"1112","arrow"
"DBWSG","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",2.34895,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",17.183,"1112","arrow"
"DBWSG","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",2.48285,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",7.936,"1112","arrow"
"DBWSG","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",2.7623,"Which shift(s) end at the same time as F?","ends","10","FALSE","X",16.63,"1112","arrow"
"DBWSG","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",2.98341666666667,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",13.16,"1112","arrow"
"DBWSG","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",3.09701666666667,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",6.703,"1112","arrow"
"DBWSG","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",3.6598,"Which 2 shifts end when Z begins?","meets","13","FALSE","F",33.594,"1112","arrow"
"DBWSG","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",4.42951666666667,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",46.081,"1112","arrow"
"DBWSG","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",4.83201666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","E,F",24.05,"1112","arrow"
"FR51H","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",3.34393333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",39.088,"1113","cross"
"FR51H","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",3.638,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",17.528,"1113","cross"
"FR51H","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",3.9618,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",19.309,"1113","cross"
"FR51H","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",6.247,"Which shift(s) end at 4 pm?","endtime","4","TRUE","H",136.996,"1113","cross"
"FR51H","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",8.68888333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","",146.177,"1113","cross"
"FR51H","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",9.26893333333333,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",28.003,"1113","cross"
"FR51H","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",9.56498333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",17.075,"1113","cross"
"FR51H","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",10.7568833333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",71.397,"1113","cross"
"FR51H","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",11.0310333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",16.122,"1113","cross"
"FR51H","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",12.0671166666667,"Which shift(s) end at the same time as F?","ends","10","FALSE","B,E,F",62.046,"1113","cross"
"FR51H","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",12.2903666666667,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",13.088,"1113","cross"
"FR51H","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",12.4722666666667,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",10.614,"1113","cross"
"FR51H","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",13.0640666666667,"Which 2 shifts end when Z begins?","meets","13","FALSE","G,O",35.394,"1113","cross"
"FR51H","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",13.9992666666667,"Which shift(s) end at 3pm?","endtime","14","TRUE","X",56.002,"1113","cross"
"FR51H","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",14.9009166666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","E,F",53.983,"1113","cross"
"R4RE9","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",5.95605,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",38.054,"1112","arrow"
"R4RE9","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",6.12385,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",9.247,"1112","arrow"
"R4RE9","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",6.5588,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",25.784,"1112","arrow"
"R4RE9","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",7.01046666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE","",26.845,"1112","arrow"
"R4RE9","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",7.3187,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",18.317,"1112","arrow"
"R4RE9","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",7.57926666666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",8.391,"1112","arrow"
"R4RE9","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",7.90933333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",19.108,"1112","arrow"
"R4RE9","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",8.73061666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","I",49.01,"1112","arrow"
"R4RE9","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",9.0757,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",20.522,"1112","arrow"
"R4RE9","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",9.39916666666667,"Which shift(s) end at the same time as F?","ends","10","FALSE","X",19.24,"1112","arrow"
"R4RE9","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",9.5291,"Which shift(s) start at 12pm?","starttime","11","FALSE","M",7.652,"1112","arrow"
"R4RE9","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",9.63208333333333,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",6.029,"1112","arrow"
"R4RE9","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",10.4466166666667,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",47.066,"1112","arrow"
"R4RE9","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",11.0478166666667,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",33.115,"1112","arrow"
"R4RE9","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",11.4147333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","F",21.357,"1112","arrow"
"4KY4F","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",1.69121666666667,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",29.428,"1113","cross"
"4KY4F","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",1.82693333333333,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",8.033,"1113","cross"
"4KY4F","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",1.99956666666667,"Which shift(s) begin when C ends?","meets","3","FALSE","A",10.25,"1113","cross"
"4KY4F","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",2.23695,"Which shift(s) end at 4 pm?","endtime","4","FALSE","K",14.134,"1113","cross"
"4KY4F","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",3.5102,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","K",76.299,"1113","cross"
"4KY4F","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",3.76196666666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",9.997,"1113","cross"
"4KY4F","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",4.14583333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",22.893,"1113","cross"
"4KY4F","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",5.3751,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",73.618,"1113","cross"
"4KY4F","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",5.71146666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",19.854,"1113","cross"
