"subject","study","term","pool","mode","block","explicit","impasse","grid","mark","ixn","gwidth","gheight","graph","time_elapsed_m","question","relation","q","correct","answer","rt_s","condition","pretty_condition"
"MQ4PF","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",14.3143666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",15.89,"1112","arrow"
"MQ4PF","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",14.9299333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",36.724,"1112","arrow"
"MQ4PF","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",15.3801,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",26.801,"1112","arrow"
"MQ4PF","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",15.6961333333333,"Which shift(s) end at the same time as F?","ends","10","TRUE","E",18.744,"1112","arrow"
"MQ4PF","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",15.86885,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",10.147,"1112","arrow"
"MQ4PF","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",15.9531666666667,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",4.848,"1112","arrow"
"MQ4PF","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",16.67115,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",42.86,"1112","arrow"
"MQ4PF","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",18.2322166666667,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",93.446,"1112","arrow"
"MQ4PF","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",19.4748666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","E,F",73.945,"1112","arrow"
"Q6N18","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",1.98398333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",10.224,"1113","cross"
"Q6N18","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",2.13998333333333,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",9.259,"1113","cross"
"Q6N18","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",2.51833333333333,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",22.599,"1113","cross"
"Q6N18","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",3.8056,"Which shift(s) end at 4 pm?","endtime","4","FALSE","U",77.127,"1113","cross"
"Q6N18","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",4.72395,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","O,F",54.8,"1113","cross"
"Q6N18","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",4.93161666666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",7.188,"1113","cross"
"Q6N18","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",5.32876666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",23.722,"1113","cross"
"Q6N18","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",5.80525,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",28.489,"1113","cross"
"Q6N18","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",6.19148333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",23.07,"1113","cross"
"Q6N18","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",7.48973333333333,"Which shift(s) end at the same time as F?","ends","10","FALSE","X",77.786,"1113","cross"
"Q6N18","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",7.62458333333333,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",7.781,"1113","cross"
"Q6N18","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",7.83366666666667,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",12.444,"1113","cross"
"Q6N18","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",8.24673333333333,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",24.671,"1113","cross"
"Q6N18","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",8.6061,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",21.464,"1113","cross"
"Q6N18","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",9.28753333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","E,F",40.777,"1113","cross"
"JZPOR","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",1.39551666666667,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",22.084,"1113","cross"
"JZPOR","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",1.75011666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",21.164,"1113","cross"
"JZPOR","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",2.07968333333333,"Which shift(s) begin when C ends?","meets","3","FALSE","O",19.66,"1113","cross"
"JZPOR","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",3.20226666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE","U",67.246,"1113","cross"
"JZPOR","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",3.64931666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","J",26.504,"1113","cross"
"JZPOR","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",3.92721666666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",10.079,"1113","cross"
"JZPOR","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",5.31916666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","M,X",83.413,"1113","cross"
"JZPOR","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",6.22511666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","J",54.06,"1113","cross"
"JZPOR","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",6.58888333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","M",21.715,"1113","cross"
"JZPOR","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",7.085,"Which shift(s) end at the same time as F?","ends","10","FALSE","B",29.656,"1113","cross"
"JZPOR","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",7.2695,"Which shift(s) start at 12pm?","starttime","11","FALSE","L",10.959,"1113","cross"
"JZPOR","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",7.60151666666667,"Which shift(s) start at the same time as F?","starts","12","TRUE","G",19.814,"1113","cross"
"JZPOR","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",9.08275,"Which 2 shifts end when Z begins?","meets","13","FALSE","H",88.768,"1113","cross"
"JZPOR","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",10.3233166666667,"Which shift(s) end at 3pm?","endtime","14","FALSE","Z",74.14,"1113","cross"
"JZPOR","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",11.1260333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","E,G",47.872,"1113","cross"
"RU6P7","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",4.29791666666667,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",22.633,"1113","cross"
"RU6P7","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",4.47035,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",10.248,"1113","cross"
"RU6P7","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",6.20553333333333,"Which shift(s) begin when C ends?","meets","3","FALSE","A",104.013,"1113","cross"
"RU6P7","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",7.38641666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE","D,E",70.585,"1113","cross"
"RU6P7","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",9.27371666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",112.974,"1113","cross"
"RU6P7","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",10.6598166666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",74.018,"1113","cross"
"RU6P7","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",11.2467833333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",34.952,"1113","cross"
"RU6P7","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",12.5931833333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",80.687,"1113","cross"
"RU6P7","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",13.0118666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",24.861,"1113","cross"
"RU6P7","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",15.1674,"Which shift(s) end at the same time as F?","ends","10","FALSE","X",129.233,"1113","cross"
"RU6P7","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",15.3223,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",9.029,"1113","cross"
"RU6P7","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",15.6801333333333,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",21.375,"1113","cross"
"RU6P7","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",16.1066666666667,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",25.473,"1113","cross"
"RU6P7","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",17.9793,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",112.259,"1113","cross"
"RU6P7","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",19.21885,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","E,F",74.107,"1113","cross"
"RRKFH","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",1.39593333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",19.2,"1113","cross"
"RRKFH","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",1.70366666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",18.201,"1113","cross"
"RRKFH","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",1.95191666666667,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",14.639,"1113","cross"
"RRKFH","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",2.5256,"Which shift(s) end at 4 pm?","endtime","4","FALSE","U",34.19,"1113","cross"
"RRKFH","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",3.19523333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","U",39.938,"1113","cross"
"RRKFH","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",3.42943333333333,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",11.23,"1113","cross"
"RRKFH","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",4.03586666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",36.163,"1113","cross"
"RRKFH","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",4.53613333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",29.731,"1113","cross"
"RRKFH","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",5.04591666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",30.368,"1113","cross"
"RRKFH","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",5.41145,"Which shift(s) end at the same time as F?","ends","10","FALSE","X",21.65,"1113","cross"
"RRKFH","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",5.58626666666667,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",10.156,"1113","cross"
"RRKFH","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",5.70991666666667,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",7.159,"1113","cross"
"RRKFH","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",6.47418333333333,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",45.591,"1113","cross"
"RRKFH","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",7.02551666666667,"Which shift(s) end at 3pm?","endtime","14","FALSE","",32.927,"1113","cross"
"RRKFH","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",7.45151666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","E,F",25.313,"1113","cross"
"CSQRM","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",1.64253333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",15.835,"1113","cross"
"CSQRM","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",1.78625,"Which shift(s) start at the same time as D?","starts","2","FALSE","J",8.391,"1113","cross"
"CSQRM","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",2.17186666666667,"Which shift(s) begin when C ends?","meets","3","FALSE","A",22.783,"1113","cross"
"CSQRM","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",3.37973333333333,"Which shift(s) end at 4 pm?","endtime","4","FALSE","U",72.228,"1113","cross"
"CSQRM","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",4.88261666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","H",89.183,"1113","cross"
"CSQRM","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",5.15561666666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",7.066,"1113","cross"
"CSQRM","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",5.43051666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","F,Z",16.277,"1113","cross"
"CSQRM","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",5.82378333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","M",23.396,"1113","cross"
"CSQRM","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",6.19055,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",21.8,"1113","cross"
"CSQRM","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",6.64646666666667,"Which shift(s) end at the same time as F?","ends","10","FALSE","X",27.126,"1113","cross"
"CSQRM","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",6.80721666666667,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",8.891,"1113","cross"
"CSQRM","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",6.93713333333333,"Which shift(s) start at the same time as F?","starts","12","FALSE","Z",7.558,"1113","cross"
"CSQRM","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",7.59376666666667,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",39.174,"1113","cross"
"CSQRM","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",8.24783333333333,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",38.542,"1113","cross"
"CSQRM","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",9.62178333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","E,I",81.923,"1113","cross"
"4SAFP","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",0.3277,"Which shift(s) start at 11 am?","starttime","1","TRUE","F",5.984,"1113","cross"
"4SAFP","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",0.4487,"Which shift(s) start at the same time as D?","starts","2","TRUE","K",7.142,"1113","cross"
"4SAFP","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",0.572883333333333,"Which shift(s) begin when C ends?","meets","3","TRUE","F",7.327,"1113","cross"
"4SAFP","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",0.714683333333333,"Which shift(s) end at 4 pm?","endtime","4","TRUE","H",8.39,"1113","cross"
"4SAFP","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",0.850333333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",8.025,"1113","cross"
"4SAFP","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",0.983783333333333,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",6.854,"1113","cross"
"4SAFP","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",1.41465,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","TRUE","O,X",25.733,"1113","cross"
"4SAFP","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",1.87275,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","TRUE","G",27.359,"1113","cross"
"4SAFP","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",2.0099,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",8.106,"1113","cross"
"4SAFP","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",2.11948333333333,"Which shift(s) end at the same time as F?","ends","10","TRUE","E",6.456,"1113","cross"
"4SAFP","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",2.24,"Which shift(s) start at 12pm?","starttime","11","TRUE","L,M",7.098,"1113","cross"
"4SAFP","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",2.36146666666667,"Which shift(s) start at the same time as F?","starts","12","TRUE","G",7.172,"1113","cross"
"4SAFP","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",2.5432,"Which 2 shifts end when Z begins?","meets","13","TRUE","E,F",10.795,"1113","cross"
"4SAFP","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",2.61856666666667,"Which shift(s) end at 3pm?","endtime","14","TRUE","X",4.406,"1113","cross"
"4SAFP","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",2.77958333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE","K,X",9.513,"1113","cross"
"NNM19","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",3.25035,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",15.242,"1112","arrow"
"NNM19","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",3.44786666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",11.746,"1112","arrow"
"NNM19","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",5.90976666666667,"Which shift(s) begin when C ends?","meets","3","FALSE","A,F,Z",147.613,"1112","arrow"
"NNM19","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",6.2839,"Which shift(s) end at 4 pm?","endtime","4","FALSE","D,E",22.161,"1112","arrow"
"NNM19","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","2","",600,600,"triangular",6.55156666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",15.958,"1112","arrow"
"NNM19","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",6.90936666666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",8.812,"1112","arrow"
"NNM19","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",7.23425,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",19.388,"1112","arrow"
"NNM19","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",8.24126666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",60.318,"1112","arrow"
"NNM19","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",8.55516666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",18.587,"1112","arrow"
"NNM19","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",9.40963333333333,"Which shift(s) end at the same time as F?","ends","10","FALSE","I",51.162,"1112","arrow"
"NNM19","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",10.2686333333333,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",51.355,"1112","arrow"
"NNM19","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",11.5601166666667,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",77.385,"1112","arrow"
"NNM19","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","2","",600,600,"triangular",12.4045666666667,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",50.365,"1112","arrow"
"NNM19","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",12.8929833333333,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",29.202,"1112","arrow"
"NNM19","SGC4B","winter22","sona","asynch","item_test","1","1","1","2","",600,600,"triangular",13.1215833333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE","K,X",13.612,"1112","arrow"
"7PNCB","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",3.15758333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",20.398,"1113","cross"
"7PNCB","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",3.3256,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",9.983,"1113","cross"
"7PNCB","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",3.60448333333333,"Which shift(s) begin when C ends?","meets","3","FALSE","A",16.606,"1113","cross"
"7PNCB","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",4.42171666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE","U",48.918,"1113","cross"
"7PNCB","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",13.0749333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","J",498.429,"1113","cross"
"7PNCB","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",13.2967166666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",10.411,"1113","cross"
"7PNCB","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",15.0977,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",107.747,"1113","cross"
"7PNCB","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",18.4391666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",200.233,"1113","cross"
"7PNCB","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",18.7116333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE","",15.97,"1113","cross"
"7PNCB","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",19.1371833333333,"Which shift(s) end at the same time as F?","ends","10","FALSE","X",25.415,"1113","cross"
"7PNCB","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",19.2830333333333,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",8.656,"1113","cross"
"7PNCB","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",19.84415,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",33.567,"1113","cross"
"7PNCB","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",20.07915,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",14.01,"1113","cross"
"7PNCB","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",20.6935833333333,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",36.77,"1113","cross"
"7PNCB","SGC4B","winter22","sona","asynch","item_test","1","1","1","3","",600,600,"triangular",22.8297333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","F",128.069,"1113","cross"
"TGCCQ","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",1.73361666666667,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",15.416,"1113","cross"
"TGCCQ","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",1.94166666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",12.357,"1113","cross"
"TGCCQ","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",2.20836666666667,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",15.878,"1113","cross"
"TGCCQ","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",3.30461666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE","J,H,U",65.655,"1113","cross"
"TGCCQ","SGC4B","winter22","sona","asynch","item_scaffold","1","1","1","3","",600,600,"triangular",3.83005,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",31.226,"1113","cross"
"TGCCQ","SGC4B","winter22","sona","asynch","item_nondiscriminant","1","1","1","3","",600,600,"triangular",4.05706666666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",8.148,"1113","cross"
