"subject","condition","term","mode","question","q","response","correct","rt_s","num_o","pretty_condition","pretty_mode","IMPASSE","score_TRI","score_ORTH","score_BOTH","score_SAT_left","score_SAT_right","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_ABS","score_niceABS","score_TVERSKY","tv_type","score_SATISFICE","sat_type","top_score","top_type","range","int2","interpretation","high_interpretation","score_SCALED","score_STATE"
"WWMDF","111","fall21","asynch","midpoint",5,"U",FALSE,115.158,1,"control","online-replication","none",-0.0909090909090909,1,0.5,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"WWMDF","111","fall21","asynch","duration",6,"EG",TRUE,7.787,2,"control","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"WWMDF","111","fall21","asynch","duration+starts",7,"BF",FALSE,19.612,2,"control","online-replication","none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"WWMDF","111","fall21","asynch","duration+contained",8,"E",FALSE,48.892,1,"control","online-replication","none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"WWMDF","111","fall21","asynch","starttime+before+endtime+during",9,"I",TRUE,13.218,1,"control","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"WWMDF","111","fall21","asynch","ends",10,"X",FALSE,23.71,1,"control","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"WWMDF","111","fall21","asynch","starttime",11,"BF",FALSE,22.441,2,"control","online-replication","none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"WWMDF","111","fall21","asynch","starts",12,"B",FALSE,18.234,1,"control","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"WWMDF","111","fall21","asynch","meets",13,"FX",FALSE,61.869,2,"control","online-replication","none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"WWMDF","111","fall21","asynch","endtime",14,"B",FALSE,33.672,1,"control","online-replication","none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"WWMDF","111","fall21","asynch","midpoint",15,"EF",FALSE,46.472,2,"control","online-replication","none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"ACEXT","121","fall21","asynch","starttime",1,"E",FALSE,137.973,1,"impasse","online-replication","IMPASSE",-0.0714285714285714,NA,NA,-0.0714285714285714,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_SAT_left",-0.0714285714285714,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"ACEXT","121","fall21","asynch","starts",2,"C",FALSE,233.249,1,"impasse","online-replication","IMPASSE",-0.0833333333333333,NA,NA,NA,-0.0769230769230769,-0.111111111111111,-0.0833333333333333,-0.0833333333333333,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_duration",-0.0769230769230769,"score_SAT_right",-0.0769230769230769,"score_TVERSKY",0.0064102564102564,"?","?","neg.trans",-0.5,"unknown"
"ACEXT","121","fall21","asynch","meets",3,"",FALSE,86.54,0,"impasse","online-replication","IMPASSE",0,NA,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",NA,NA,0,"score_TRI",0,"blank","blank","neutral",0,"unknown"
"ACEXT","121","fall21","asynch","endtime",4,"D",FALSE,9.655,1,"impasse","online-replication","IMPASSE",-0.0714285714285714,NA,NA,-0.0769230769230769,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_start",-0.0769230769230769,"score_SAT_left",-0.0714285714285714,"score_TRI",0.0054945054945055,"?","?","neg.trans",-0.5,"unknown"
"ACEXT","121","fall21","asynch","midpoint",5,"C",FALSE,30.207,1,"impasse","online-replication","IMPASSE",-0.0769230769230769,NA,NA,-0.0909090909090909,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,0,0,-0.0833333333333333,"score_TV_max",-0.0769230769230769,"score_SAT_right",-0.0769230769230769,"score_TRI",0.0064102564102564,"?","?","neg.trans",-0.5,"unknown"
"ACEXT","121","fall21","asynch","duration",6,"EG",TRUE,7.806,2,"impasse","online-replication","IMPASSE",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
