"subject","mode","pretty_condition","question","score"
"DC2Y0","lab-synch","impasse",13,8
"6G1ZR","lab-synch","control",1,-1
"6G1ZR","lab-synch","control",2,-2
"6G1ZR","lab-synch","control",3,-3
"6G1ZR","lab-synch","control",4,-4
"6G1ZR","lab-synch","control",5,-5
"6G1ZR","lab-synch","control",6,-6
"6G1ZR","lab-synch","control",7,-7
"6G1ZR","lab-synch","control",8,-7.5
"6G1ZR","lab-synch","control",9,-8.5
"6G1ZR","lab-synch","control",10,-9.5
"6G1ZR","lab-synch","control",11,-10.5
"6G1ZR","lab-synch","control",12,-11.5
"6G1ZR","lab-synch","control",13,-12.5
"G0CPA","lab-synch","control",1,-1
"G0CPA","lab-synch","control",2,-2
"G0CPA","lab-synch","control",3,-3
"G0CPA","lab-synch","control",4,-4
"G0CPA","lab-synch","control",5,-5
"G0CPA","lab-synch","control",6,-6
"G0CPA","lab-synch","control",7,-7
"G0CPA","lab-synch","control",8,-8
"G0CPA","lab-synch","control",9,-9
"G0CPA","lab-synch","control",10,-10
"G0CPA","lab-synch","control",11,-11
"G0CPA","lab-synch","control",12,-12
"G0CPA","lab-synch","control",13,-13
"EENOM","lab-synch","control",1,-1
"EENOM","lab-synch","control",2,-2
"EENOM","lab-synch","control",3,-2.5
"EENOM","lab-synch","control",4,-3
"EENOM","lab-synch","control",5,-4
"EENOM","lab-synch","control",6,-5
"EENOM","lab-synch","control",7,-6
"EENOM","lab-synch","control",8,-7
"EENOM","lab-synch","control",9,-8
"EENOM","lab-synch","control",10,-9
"EENOM","lab-synch","control",11,-10
"EENOM","lab-synch","control",12,-11
"EENOM","lab-synch","control",13,-12
"SAAFX","lab-synch","impasse",1,1
"SAAFX","lab-synch","impasse",2,2
"SAAFX","lab-synch","impasse",3,3
"SAAFX","lab-synch","impasse",4,4
"SAAFX","lab-synch","impasse",5,5
"SAAFX","lab-synch","impasse",6,6
"SAAFX","lab-synch","impasse",7,7
"SAAFX","lab-synch","impasse",8,8
"SAAFX","lab-synch","impasse",9,9
"SAAFX","lab-synch","impasse",10,10
"SAAFX","lab-synch","impasse",11,9.5
"SAAFX","lab-synch","impasse",12,10.5
"SAAFX","lab-synch","impasse",13,11.5
"EC0K7","lab-synch","control",1,-1
"EC0K7","lab-synch","control",2,-2
"EC0K7","lab-synch","control",3,-3
"EC0K7","lab-synch","control",4,-4
"EC0K7","lab-synch","control",5,-5
"EC0K7","lab-synch","control",6,-6
"EC0K7","lab-synch","control",7,-7
"EC0K7","lab-synch","control",8,-8
"EC0K7","lab-synch","control",9,-9
"EC0K7","lab-synch","control",10,-10
"EC0K7","lab-synch","control",11,-11
"EC0K7","lab-synch","control",12,-12
"EC0K7","lab-synch","control",13,-13
"XQZYP","lab-synch","control",1,-1
"XQZYP","lab-synch","control",2,-2
"XQZYP","lab-synch","control",3,-1
"XQZYP","lab-synch","control",4,-1.5
"XQZYP","lab-synch","control",5,-0.5
"XQZYP","lab-synch","control",6,-1.5
"XQZYP","lab-synch","control",7,-1.5
"XQZYP","lab-synch","control",8,-0.5
"XQZYP","lab-synch","control",9,-1.5
"XQZYP","lab-synch","control",10,-0.5
"XQZYP","lab-synch","control",11,0.5
"XQZYP","lab-synch","control",12,1.5
"XQZYP","lab-synch","control",13,2.5
"KUHF1","lab-synch","impasse",1,1
"KUHF1","lab-synch","impasse",2,2
"KUHF1","lab-synch","impasse",3,1.5
"KUHF1","lab-synch","impasse",4,2.5
"KUHF1","lab-synch","impasse",5,3.5
"KUHF1","lab-synch","impasse",6,4.5
"KUHF1","lab-synch","impasse",7,5.5
"KUHF1","lab-synch","impasse",8,6.5
"KUHF1","lab-synch","impasse",9,7.5
"KUHF1","lab-synch","impasse",10,8.5
"KUHF1","lab-synch","impasse",11,9.5
"KUHF1","lab-synch","impasse",12,10.5
"KUHF1","lab-synch","impasse",13,11.5
"5EWM2","lab-synch","impasse",1,-1
"5EWM2","lab-synch","impasse",2,-1
"5EWM2","lab-synch","impasse",3,-0.5
"5EWM2","lab-synch","impasse",4,-1
"5EWM2","lab-synch","impasse",5,0
"5EWM2","lab-synch","impasse",6,-1
"5EWM2","lab-synch","impasse",7,-2
"5EWM2","lab-synch","impasse",8,-1.5
"5EWM2","lab-synch","impasse",9,-2.5
"5EWM2","lab-synch","impasse",10,-3.5
"5EWM2","lab-synch","impasse",11,-4.5
"5EWM2","lab-synch","impasse",12,-4.5
"5EWM2","lab-synch","impasse",13,-5.5
"1THJX","lab-synch","impasse",1,0
"1THJX","lab-synch","impasse",2,-1
"1THJX","lab-synch","impasse",3,-2
"1THJX","lab-synch","impasse",4,-3
"1THJX","lab-synch","impasse",5,-4
"1THJX","lab-synch","impasse",6,-5
"1THJX","lab-synch","impasse",7,-6
"1THJX","lab-synch","impasse",8,-7
"1THJX","lab-synch","impasse",9,-8
"1THJX","lab-synch","impasse",10,-9
"1THJX","lab-synch","impasse",11,-10
"1THJX","lab-synch","impasse",12,-11
"1THJX","lab-synch","impasse",13,-12
"0ZCT1","lab-synch","impasse",1,1
"0ZCT1","lab-synch","impasse",2,2
"0ZCT1","lab-synch","impasse",3,3
"0ZCT1","lab-synch","impasse",4,4
"0ZCT1","lab-synch","impasse",5,5
"0ZCT1","lab-synch","impasse",6,6
"0ZCT1","lab-synch","impasse",7,7
"0ZCT1","lab-synch","impasse",8,8
"0ZCT1","lab-synch","impasse",9,9
"0ZCT1","lab-synch","impasse",10,10
"0ZCT1","lab-synch","impasse",11,11
"0ZCT1","lab-synch","impasse",12,12
"0ZCT1","lab-synch","impasse",13,13
"VT3ZX","lab-synch","impasse",1,0.5
"VT3ZX","lab-synch","impasse",2,1
"VT3ZX","lab-synch","impasse",3,2
"VT3ZX","lab-synch","impasse",4,3
"VT3ZX","lab-synch","impasse",5,4
"VT3ZX","lab-synch","impasse",6,5
"VT3ZX","lab-synch","impasse",7,6
"VT3ZX","lab-synch","impasse",8,7
"VT3ZX","lab-synch","impasse",9,8
"VT3ZX","lab-synch","impasse",10,9
"VT3ZX","lab-synch","impasse",11,10
"VT3ZX","lab-synch","impasse",12,11
"VT3ZX","lab-synch","impasse",13,12
"X0PRP","lab-synch","control",1,-1
"X0PRP","lab-synch","control",2,-2
"X0PRP","lab-synch","control",3,-3
"X0PRP","lab-synch","control",4,-4
"X0PRP","lab-synch","control",5,-5
"X0PRP","lab-synch","control",6,-6
"X0PRP","lab-synch","control",7,-7
"X0PRP","lab-synch","control",8,-8
"X0PRP","lab-synch","control",9,-9
"X0PRP","lab-synch","control",10,-10
"X0PRP","lab-synch","control",11,-11
"X0PRP","lab-synch","control",12,-12
"X0PRP","lab-synch","control",13,-13
"F49JC","lab-synch","impasse",1,1
"F49JC","lab-synch","impasse",2,2
"F49JC","lab-synch","impasse",3,3
"F49JC","lab-synch","impasse",4,4
"F49JC","lab-synch","impasse",5,3.5
