"subject","condition","pretty_condition","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","pretty_mode","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","DV_percent_NABS","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_SCALED","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_SCALED","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_SCALED","item_scaffold_rt","item_test_NABS","item_test_SCALED","item_test_rt"
"8DH5Q","113","Tri-Isosceles","winter22","asynch","Female",22,"English","Fourth","U.S.","I tried my best on each question","2","3","3","","No",12.0233833333333,"1","chrome","1349","738","online-replication",-0.657608078196314,11.9230769230769,-0.866031027795734,0,0,0,0,-12.5,0,8.12215,37.4868461538462,7.523,119.871,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",12.905,0,-0.5,"?",119.871,0,"Orthogonal",19.501,0,"Orthogonal",45.664,0,-4.5,3.74353333333333,0,-8,4.37861666666667
"8FE87","113","Tri-Isosceles","spring18","lab-synch","Male",19,"English","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",13.4050666666667,"NULL","NULL","NULL","NULL","laboratory",-0.455927405927406,12,-0.0874272786037492,0,0,0,0,-12,0,9.40175,43.3926923076923,9.661,128.177,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",48.589,0,-1,"Orthogonal",73.135,0,"Orthogonal",21.159,0,"Orthogonal",28.166,0,-5,4.33641666666667,0,-7,5.06533333333333
"8LGZ4","111","Orth-Isosceles","spring18","lab-synch","Male",21,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",14.0189666666667,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,11.4411764705882,-0.146250808015514,0,0,0,0,-12.5,0,10.35565,47.7953076923077,13.202,90.134,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",52.822,0,-1,"Orthogonal",90.134,0,"Orthogonal",31.523,0,"Orthogonal",49.454,0,-5,4.36541666666667,0,-7.5,5.99023333333333
"8U980","113","Tri-Isosceles","spring18","lab-synch","Female",18,"Other","First","South Korea","NULL","NULL","NULL","NULL","NULL","NULL",11.5346,"NULL","NULL","NULL","NULL","laboratory",-0.688993359581595,9.67724358974359,0.610159448394743,0,0,0,0,-9,0,7.65426666666667,35.3273846153846,12.737,118.386,0,9,2,0,2,2,2,0,0,-1,"Orthogonal",24.653,0,0.5,"Tversky",31.912,0,"Orthogonal",50.653,0,"Orthogonal",43.152,0,-1.5,1.82666666666667,0,-7.5,5.8276
"8V2SA","113","Tri-Isosceles","winter22","asynch","Female",19,"English","Second","US","I tried my best on each question","2","4","5","","no",8.30923333333333,"1","chrome","1440","821","online-replication",12.8397435897436,-0.707175177763413,8.58974358974359,0,0,11,11,12,0.846153846153846,4.17796666666667,19.2829230769231,5.963,62.677,11,0,2,0,0,2,0,0,0,0.5,"Tversky",26.805,1,1,"Triangular",14.837,1,"Triangular",26.646,1,"Triangular",14.286,3,4,1.65023333333333,8,8,2.52773333333333
"8V51R","111","Orth-Isosceles","fall17","lab-synch","Female",19,"English","Second","United States","NULL","NULL","NULL","NULL","NULL","NULL",14.26815,"NULL","NULL","NULL","NULL","laboratory",-0.577250935339171,11.875,-0.208750808015514,0,0,0,0,-12.5,0,7.85155,36.2379230769231,10.142,91.909,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",23.958,0,-1,"Orthogonal",91.909,0,"Orthogonal",16.185,0,"Orthogonal",53.057,0,-5,3.77548333333333,0,-7.5,4.07606666666667
"8XBVF","113","Tri-Isosceles","spring18","lab-synch","Male",19,"English","First","\n\nUnited States","NULL","NULL","NULL","NULL","NULL","NULL",10.4200666666667,"NULL","NULL","NULL","NULL","laboratory",9.75641025641026,1.52615815556992,5.77472527472527,0,0,10,10,8.5,0.769230769230769,5.15763333333333,23.8044615384615,6.77,70.234,10,2,1,0,0,1,0,0,0,-1,"Orthogonal",13.635,1,1,"Triangular",12.92,1,"Triangular",50.244,1,"Triangular",17.887,2,0.5,2.07123333333333,8,8,3.0864
"93XU7","113","Tri-Isosceles","spring18","lab-synch","Female",22,"English","Third","America","NULL","NULL","NULL","NULL","NULL","NULL",10.7812833333333,"NULL","NULL","NULL","NULL","laboratory",-0.14362940980588,3.11197748330101,5.01117216117216,0,0,1,1,-2.5,0.0769230769230769,5.32325,24.5688461538462,9.865,51.956,1,3,4,0,5,4,5,0,0,0.5,"Tversky",51.956,0,0.5,"Tversky",16.028,0,"Orthogonal",44.931,1,"Triangular",17.253,0,1.5,2.11585,1,-4,3.2074
"93YLJ","113","Tri-Isosceles","spring18","lab-synch","Female",23,"Mandarin or Cantonese","Fourth","Hong Kong","NULL","NULL","NULL","NULL","NULL","NULL",10.4283666666667,"NULL","NULL","NULL","NULL","laboratory",10.2590909090909,0.42615815556992,7.42307692307692,0,0,9,9,9,0.692307692307692,8.1614,37.668,10.022,83.298,9,0,1,0,3,2,2,0,1,1,"Triangular",21.458,0,-0.5,"?",44.814,1,"Triangular",56.794,1,"Triangular",83.298,3,3,2.5332,6,6,5.6282
"9470X","11111112","Orth-Equilateral","summer22","asynch","Male",63,"English",NA,"United States","I tried my best on each question","3","4","3","","no",14.5093833333333,"1","chrome","1536","722","online-replication",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,6.92776666666667,31.9743076923077,8.589,68.189,13,0,0,0,0,0,0,0,1,1,"Triangular",65.349,1,1,"Triangular",27.383,1,"Triangular",62.13,1,"Triangular",28.435,5,5,2.75088333333333,8,8,4.17688333333333
"94NZK","113","Tri-Isosceles","spring18","lab-synch","Female",22,"English","Fifth","United States","NULL","NULL","NULL","NULL","NULL","NULL",13.8580333333333,"NULL","NULL","NULL","NULL","laboratory",1.71008672699849,7.71425339366516,0.410754686489981,0,1,2,2,-7,0.153846153846154,8.75408333333333,40.4034615384615,8.639,91.088,2,8,0,0,3,0,2,1,0,-1,"Orthogonal",74.149,1,1,"Triangular",27.016,0,"Orthogonal",21.444,0,"Orthogonal",39.847,2,-1,4.95398333333333,0,-6,3.8001
"9BBMD","111","Orth-Isosceles","spring18","lab-synch","Male",22,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",10.6271166666667,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,7.37408333333333,34.0342307692308,7.066,95.222,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",17.959,0,-1,"Orthogonal",95.222,0,"Orthogonal",25.158,0,"Orthogonal",47.246,0,-5,3.1859,0,-8,4.18818333333333
"9BLWS","11311112","Tri-Equilateral","summer22","asynch","Male",36,"English",NA,"USA","I tried my best on each question","4","1","3","maybe a bit more instructions on how to read the pyramid scheduling. ","no",8.34005,"1","chrome","1396","785","online-replication",0.417824822236587,3.07139625080802,0.0569731738849386,0,1,1,2,-5,0.153846153846154,4.5188,20.856,6.185,92.037,2,4,0,0,7,0,6,1,0,-1,"Orthogonal",11.994,1,1,"Triangular",45.928,0,"?",14.963,1,"Triangular",12.909,1,-2,2.87901666666667,1,-3,1.63978333333333
"9JE0Q","11311112","Tri-Equilateral","summer22","asynch","Female",49,"English",NA,"United States","I tried my best on each question","4","2","4","Explaining how the graph is read would have been helpful to try and keep information straight.","No",9.16256666666667,"1","chrome","1920","947","online-replication",4.21073926073926,2.76974789915966,4.91257272139625,0,0,5,5,1,0.384615384615385,5.12871666666667,23.671,6.787,58.092,5,4,2,0,2,2,2,0,0,-1,"Orthogonal",20.597,0,-1,"Orthogonal",30.219,0,"?",37.134,0,"Orthogonal",17.562,0,-2,2.19306666666667,5,3,2.93565
"9N508","113","Tri-Isosceles","fall17","lab-synch","Female",18,"English","First","United States","NULL","NULL","NULL","NULL","NULL","NULL",12.6059666666667,"NULL","NULL","NULL","NULL","laboratory",11.875,0.0261581555699203,7.26831501831502,0,0,12,12,11,0.923076923076923,7.1646,33.0673846153846,15.814,58.985,12,1,0,0,0,0,0,0,1,1,"Triangular",58.985,1,1,"Triangular",43.935,0,"Orthogonal",47.462,1,"Triangular",24.74,5,5,3.07481666666667,7,6,4.08978333333333
"9WKLV","11111112","Orth-Equilateral","summer22","asynch","Male",36,"English",NA,"USA","I tried my best on each question","4","3","2","","",17.47605,"1","chrome","1536","754","online-replication",0.57615815556992,11.3564102564103,-0.723173884938591,0,0,1,1,-11,0.0769230769230769,13.8765833333333,64.0457692307692,7.426,214.089,1,12,0,0,0,0,0,0,0,-1,"Orthogonal",21.49,1,1,"Triangular",137.767,0,"Orthogonal",31.733,0,"Orthogonal",214.089,1,-3,4.83201666666667,0,-8,9.04456666666667
"A41X5","11111112","Orth-Equilateral","summer22","asynch","Female",46,"English",NA,"United States","I tried my best on each question","5","1","2","That was such a confusing graph. I expect it was purposely confusing. If it was not intended as such, then please use a different one.","None",13.0449333333333,"1","chrome","1740","869","online-replication",-1.16475093533917,3.26365815556992,0.990653953889248,0,0,0,0,-8,0,7.5009,34.6195384615385,6.403,83.232,0,5,1,0,7,1,7,0,0,-1,"Orthogonal",31.183,0,-0.5,"?",40.049,0,"Orthogonal",28.754,0,"Orthogonal",34.121,0,-2,3.10038333333333,0,-6,4.40051666666667
"A9CZD","111","Orth-Isosceles","spring18","lab-synch","Female",20,"Mandarin or Cantonese","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",11.80395,"NULL","NULL","NULL","NULL","laboratory",13,-0.540508511096746,8.08974358974359,0,0,12,13,13,1,4.61596666666667,21.3044615384615,8.204,68.595,13,0,0,0,0,0,0,0,1,1,"Triangular",68.595,1,1,"Triangular",34.389,1,"Triangular",27.399,1,"Triangular",17.736,5,5,2.3731,8,8,2.24286666666667
"ACYOW","113","Tri-Isosceles","summer22","asynch","Female",20,"Cantonese","Third","hong kong","I tried my best on each question","3","2","3","the image could be more clear","",7.10963333333333,"1","chrome","2560","1297","online-replication",2.73914835164835,4.50949148890325,1.42791154923508,0,0,3,3,-3,0.230769230769231,3.0458,14.0575384615385,0.618,40.594,3,5,1,0,4,1,3,1,0,-1,"Orthogonal",13.109,1,1,"Triangular",10.546,0,"frenzy",40.594,0,"Orthogonal",19.242,1,-1,0.967966666666667,2,-2,2.07783333333333
"AHBSX","11311112","Tri-Equilateral","summer22","asynch","Female",52,"English",NA,"United States","I tried my best on each question","3","5","5","","No",6.6026,"1","chrome","1536","718","online-replication",12,-0.546003016591252,8.02380952380952,0,0,11,12,12,0.923076923076923,4.33593333333333,20.012,6.691,56.411,12,0,0,0,1,0,0,1,1,1,"Triangular",28.238,1,1,"Triangular",51.438,1,"Triangular",36.156,1,"Triangular",17.379,5,5,1.75395,7,7,2.58198333333333
"AOTXC","113","Tri-Isosceles","winter22","asynch","Other-Not Listed",21,"English","Fourth","USA","I tried my best on most questions","4","3","3","","",6.74275,"1.5","chrome","1920","969","online-replication",8.725,0.0642533936651584,5.63508672699849,0,0,9,9,7.5,0.692307692307692,4.61805,21.3140769230769,7.103,39.93,9,1,1,0,2,1,2,0,1,1,"Triangular",23.068,1,1,"Triangular",25.874,1,"Triangular",32.85,0,"Orthogonal",19.904,4,4.5,1.77191666666667,5,3,2.84613333333333
"APAMB","113","Tri-Isosceles","winter22","asynch","Female",21,"English","Third","USA","I tried my best on each question","2","3","3","","no",15.1600666666667,"1","chrome","1440","821","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,11.02135,50.8677692307692,9.366,128.071,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",30.273,0,-1,"Orthogonal",128.071,0,"Orthogonal",29.253,0,"Orthogonal",91.164,0,-5,4.64308333333333,0,-8,6.37826666666667
"APXF8","113","Tri-Isosceles","fall17","lab-synch","Female",18,"English","First","United States","NULL","NULL","NULL","NULL","NULL","NULL",15.6428833333333,"NULL","NULL","NULL","NULL","laboratory",0.896396250808016,4.19699148890325,0.989711269123034,0,0,2,2,-5,0.153846153846154,9.35361666666667,43.1705384615385,10.975,124.868,2,5,1,0,5,1,5,0,0,-1,"Orthogonal",44.532,1,1,"Triangular",65.226,0,"Orthogonal",30.389,1,"Triangular",38.04,1,-1,4.91598333333333,1,-4,4.43763333333333
"APZGR","113","Tri-Isosceles","winter22","asynch","Female",19,"English","Second","United States","I tried my best on most questions","4","4","2","The visualization was kind of hard to understand at first, especially because the label on the bottom stated that it was representative of times shifted started AND ended— at first I thought I was supposed to look for points on the graph to reveal when a shift ended instead of mentally calculating it using each point's duration and start time.","",13.5192333333333,"2","chrome","1440","689","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,8.40731666666667,38.803,5.394,91.86,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",11.387,0,-1,"Orthogonal",91.86,0,"Orthogonal",22.745,0,"Orthogonal",49.865,0,-5,3.35256666666667,0,-8,5.05475
"AU60S","11111112","Orth-Equilateral","summer22","asynch","Male",38,"English",NA,"United States","I tried my best on each question","4","3","3","","I have ADHD",5.454,"2","chrome","1920","977","online-replication",-0.898189310689311,7.19940476190476,0.962467679379444,0,0,0,0,-8.5,0,3.22806666666667,14.8987692307692,7.496,27.639,0,8,1,0,4,1,2,2,0,-1,"Orthogonal",10.462,0,-1,"Orthogonal",11.841,0,"Orthogonal",19.743,0,"Orthogonal",27.639,0,-4.5,1.126,0,-4,2.10206666666667
"AY72Z","113","Tri-Isosceles","summer22","asynch","Male",23,"Mandarin",NA,"China","I tried my best on each question","4","4","2","it was kind of hard in the beginning, but later on it become easier.","",12.3809833333333,"1","chrome","1440","701","online-replication",11.5,-0.396918767507003,7.83333333333333,0,1,11,12,12,0.923076923076923,7.57145,34.9451538461538,8.764,96.177,12,0,0,0,1,0,0,1,1,1,"Triangular",10.523,0,0,"reference",56.719,1,"Triangular",24.267,1,"Triangular",51.503,4,4,3.06636666666667,8,8,4.50508333333333
"B3OKB","111","Orth-Isosceles","fall17","lab-synch","Male",19,"English","First","India","NULL","NULL","NULL","NULL","NULL","NULL",13.4522833333333,"NULL","NULL","NULL","NULL","laboratory",5.48573926073926,6.99117647058824,3.82188644688645,0,0,5,6,-1,0.461538461538462,7.3651,33.9927692307692,5.908,111.684,6,7,0,0,0,0,0,0,0,-1,"Orthogonal",25.98,0,-1,"Orthogonal",111.684,0,"Orthogonal",21.583,1,"Triangular",34.206,0,-5,4.27425,6,4,3.09085
"B4AM3","11311112","Tri-Equilateral","summer22","asynch","Female",71,"English",NA,"USA","I tried my best on each question","2","5","5","I enjoyed using the triangle chart to determine the shifts. I've never done it before. It was an interesting new design!","N/A",8.78666666666667,"3.5","chrome","1536","730","online-replication",-0.768434751522987,9.11698717948718,0.106940853264383,0,0,0,0,-10.5,0,5.32053333333333,24.5563076923077,4.711,53.141,0,10,1,0,2,1,2,0,0,-1,"Orthogonal",26.517,0,-0.5,"?",47.445,0,"Orthogonal",17.451,0,"Orthogonal",47.05,0,-4,2.03076666666667,0,-6.5,3.28976666666667
"B4LD9","111","Orth-Isosceles","spring18","lab-synch","Male",21,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",10.3928666666667,"NULL","NULL","NULL","NULL","laboratory",1.57209653092006,8.68092006033183,0.622764490411549,0,0,2,2,-6.5,0.153846153846154,7.13236666666667,32.9186153846154,11.501,79.096,2,9,1,0,1,1,0,1,0,-1,"Orthogonal",41.071,1,1,"Triangular",57.625,0,"Orthogonal",18.713,0,"Orthogonal",37.276,2,0.5,2.72613333333333,0,-7,4.40623333333333
"B57QL","113","Tri-Isosceles","winter22","asynch","Male",27,"Arabic",NA,"USA","I tried my best on each question","2","3","3","","NO",4.60528333333333,"1","chrome","1440","725","online-replication",2.53300547491724,-0.178603749191984,4.72824357015533,0,0,3,3,0,0.230769230769231,2.89891666666667,13.3796153846154,1.511,24.028,3,2,3,0,5,3,5,0,1,1,"Triangular",15.275,0,0.5,"Tversky",24.028,0,"Orthogonal",20.146,0,"Tversky",16.914,2,1.5,1.45673333333333,1,-1.5,1.44218333333333
"BKTUJ","111","Orth-Isosceles","spring18","lab-synch","Female",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",14.0787833333333,"NULL","NULL","NULL","NULL","laboratory",-0.455927405927406,12,-0.0874272786037492,0,0,0,0,-12,0,11.3720166666667,52.4862307692308,12.115,123.736,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",53.503,0,-1,"Orthogonal",67.152,0,"Orthogonal",18.794,0,"Orthogonal",69.587,0,-5,6.25883333333333,0,-7,5.11318333333333
"BMT62","11111112","Orth-Equilateral","summer22","asynch","Female",35,"English",NA,"United States","I tried my best on each question","3","5","4","That graph was tricky to read. I would def choose a different graph if I managed the schedule for acme. like one with bars on it. ","My reading conmprehinsion is a reason I double check all problems",38.2314,"1","chrome","1634","783","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,15.2678666666667,70.4670769230769,16.578,252.463,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",74.921,0,-1,"Orthogonal",252.463,0,"Orthogonal",42.055,0,"Orthogonal",116.679,0,-5,7.87628333333333,0,-8,7.39158333333333
"BWJ8G","11311112","Tri-Equilateral","summer22","asynch","Female",48,"English",NA,"United States","I tried my best on each question","3","3","4","I am not good with numbers","no",16.2578833333333,"1","chrome","1584","772","online-replication",-0.799169702846173,4.07150129282482,-0.0588558500323206,0,0,0,0,-7,0,10.2353666666667,47.2401538461538,12.222,131.675,0,5,2,0,6,2,6,0,0,-1,"Orthogonal",45.571,0,-0.5,"?",25.911,0,"Orthogonal",51.932,0,"Tversky",50.912,0,-2.5,2.82433333333333,0,-4.5,7.41103333333333
"CC7G0","111","Orth-Isosceles","spring18","lab-synch","Female",19,"Mandarin or Cantonese","Second","china","NULL","NULL","NULL","NULL","NULL","NULL",10.9969166666667,"NULL","NULL","NULL","NULL","laboratory",11.7333333333333,0.388062917474682,8.08974358974359,0,0,12,12,11,0.923076923076923,4.23181666666667,19.5314615384615,6.626,73.064,12,1,0,0,0,0,0,0,1,1,"Triangular",37.525,1,1,"Triangular",20.514,1,"Triangular",24.935,1,"Triangular",11.537,5,5,1.39098333333333,7,6,2.84083333333333
"CC9FZ","113","Tri-Isosceles","winter22","asynch","Female",21,"X-Other","Third","usa","I tried my best on most questions","3","4","2","color code maybe?","Dyslexia and ADHD",11.6154833333333,"1","chrome","1368","801","online-replication",-1.03926073926074,7.19807692307692,-0.334693492781728,0,0,0,0,-9.5,0,6.09791666666667,28.1442307692308,0.785,89.913,0,8,0,0,5,0,3,2,0,-1,"Orthogonal",17.105,0,-0.5,"?",89.913,0,"Orthogonal",13.83,0,"Orthogonal",29.105,0,-4,2.8248,0,-5.5,3.27311666666667
"CK5DF","111","Orth-Isosceles","spring18","lab-synch","Female",18,"English","First","United States","NULL","NULL","NULL","NULL","NULL","NULL",12.0937833333333,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,11.9230769230769,-0.723173884938591,0,0,0,0,-12.5,0,6.20553333333333,28.6409230769231,12.324,66.932,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",26.179,0,-0.5,"?",66.932,0,"Orthogonal",24.354,0,"Orthogonal",33.899,0,-4.5,2.5769,0,-8,3.62863333333333
"CKA0U","113","Tri-Isosceles","winter22","asynch","Male",21,"English","Third","United States","I tried my best on each question","2","5","3","","",9.04665,"1","chrome","1920","979","online-replication",-0.605660026248262,11.8605769230769,0.832915858651153,0,0,0,0,-11.5,0,6.09178333333333,28.1159230769231,7.146,65.025,0,12,1,0,0,1,0,0,0,-1,"Orthogonal",38.423,0,-1,"Orthogonal",65.025,0,"Orthogonal",19.667,0,"Orthogonal",31.973,0,-5,2.8105,0,-6.5,3.28128333333333
"CKQ8J","11111112","Orth-Equilateral","summer22","asynch","Female",28,"English",NA,"US","I tried my best on each question","3","4","4","","no",11.0570666666667,"1","chrome","1536","722","online-replication",-0.523679506767742,9.19391025641026,0.403644149967679,0,0,0,0,-10.5,0,8.17036666666667,37.7093846153846,6.941,104.123,0,10,1,0,2,1,2,0,0,-1,"Orthogonal",20.329,0,-0.5,"?",78.477,0,"Orthogonal",16.619,0,"Orthogonal",97.85,0,-4,2.47955,0,-6.5,5.69081666666667
"CSJL3","113","Tri-Isosceles","winter22","asynch","Female",19,"English","Second","USA","I tried my best on most questions","3","3","4","Interesting wording, was confused at times by what the question was asking. ","No",8.64423333333333,"2","chrome","1440","821","online-replication",-0.514750935339171,11.8461538461538,-0.789107950872657,0,0,0,0,-12.5,0,5.28751666666667,24.4039230769231,7.444,50,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",21.016,0,-0.5,"?",50,0,"Orthogonal",29.675,0,"Orthogonal",27.851,0,-4.5,1.67833333333333,0,-8,3.60918333333333
"CSU5Z","113","Tri-Isosceles","spring18","lab-synch","Male",22,"English","Fourth","india","NULL","NULL","NULL","NULL","NULL","NULL",14.0575333333333,"NULL","NULL","NULL","NULL","laboratory",-0.669512840101075,10.7333333333333,0.115653953889248,0,0,0,0,-11,0,10.0955,46.5946153846154,9.539,181.635,0,11,1,0,1,1,1,0,0,-1,"Orthogonal",37.763,0,-1,"Orthogonal",181.635,0,"Orthogonal",14.542,0,"Orthogonal",51.957,0,-3,4.79608333333333,0,-8,5.29941666666667
"CVHEE","113","Tri-Isosceles","summer22","asynch","Male",24,"English",NA,"USA","I tried my best on each question","4","3","5","This was not a graph I had seen before, although it was an interesting experience to figure out. I liked it.","",13.7780666666667,"1","chrome","1920","937","online-replication",1.58573926073926,0.521886446886447,3.01376319758673,0,0,0,0,-1,0,8.74743333333333,40.3727692307692,9.019,118.728,0,1,5,0,7,5,5,2,0,0.5,"Tversky",33.32,0,-0.5,"?",118.728,0,"Tversky",21.666,0,"Orthogonal",15.165,0,0.5,3.84643333333333,0,-1.5,4.901
"CZNHA","11311112","Tri-Equilateral","summer22","asynch","Female",26,"English",NA,"USA","I tried my best on each question","4","4","2","none ","none",11.9829333333333,"1","chrome","1280","689","online-replication",11.9090909090909,-0.540508511096746,8.08974358974359,0,0,12,12,11.5,0.923076923076923,8.6268,39.816,11.244,129.552,12,0,0,0,1,0,1,0,1,1,"Triangular",129.552,0,-0.5,"?",46.325,1,"Triangular",50.713,1,"Triangular",31.305,4,3.5,4.69231666666667,8,8,3.93448333333333
"D3FZH","11111112","Orth-Equilateral","summer22","asynch","Female",39,"English",NA,"United States","I tried my best on each question","4","2","3","","",7.30531666666667,"1","chrome","1440","688","online-replication",-0.573246606334842,3.16439075630252,1.26782482223659,0,0,0,1,-4,0.0769230769230769,5.14206666666667,23.7326153846154,8.909,39.948,1,4,2,0,6,2,4,2,0,-1,"Orthogonal",26.593,0,0,"blank",16.797,0,"Tversky",24.423,1,"Triangular",31.706,0,-1.5,1.68521666666667,1,-2.5,3.45685
"D46SH","11311112","Tri-Equilateral","summer22","asynch","Female",23,"English",NA,"United States","I tried my best on each question","2","4","5","I think I semi-misread the graph for the first few questions until I was asked about ends of shifts and I realized how that represented, and then I think everything clicked into place. (But also I might have gotten the first few right anyway, I'm honestly not sure, I just know I didn't consciously fully understand how the graph worked until a couple questions in.) This was so interesting, thank you!","No.",16.0327833333333,"1","chrome","1280","720","online-replication",12.8397435897436,-0.707175177763413,8.58974358974359,0,0,11,11,12,0.846153846153846,10.2287833333333,47.2097692307692,10.68,214.661,11,0,2,0,0,2,0,0,0,0.5,"Tversky",44.938,1,1,"Triangular",92.725,1,"Triangular",42.894,1,"Triangular",35.742,3,4,3.93161666666667,8,8,6.29716666666667
"DBJU1","11111112","Orth-Equilateral","summer22","asynch","Male",24,"English",NA,"America","I tried my best on each question","3","3","4","","",8.24921666666667,"1","chrome","1920","1093","online-replication",1.57615815556992,8.63438644688645,0.353749191984486,0,0,1,1,-8,0.0769230769230769,6.12493333333333,28.2689230769231,6.852,75.284,1,8,1,0,3,1,3,0,0,-1,"Orthogonal",11.377,1,1,"Triangular",33.938,0,"Orthogonal",9.098,0,"Orthogonal",25.87,1,-1.5,1.85046666666667,0,-6.5,4.27446666666667
"DCKVC","11311112","Tri-Equilateral","summer22","asynch","Male",20,"English",NA,"United States","I tried my best on each question","2","4","4","I enjoyed how complex the chart was","No",26.5479166666667,"1","chrome","1536","873","online-replication",-0.514750935339171,10.8605769230769,-0.723173884938591,0,0,0,0,-12,0,15.3410666666667,70.8049230769231,3.363,412.009,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",19.439,0,-0.5,"?",64.389,0,"Orthogonal",13.523,0,"Orthogonal",29.593,0,-4.5,2.34546666666667,0,-7.5,12.9956
"DD3DE","111","Orth-Isosceles","spring18","lab-synch","Female",20,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",12.0378,"NULL","NULL","NULL","NULL","laboratory",-0.452250935339171,12.5,-0.0874272786037492,0,0,0,0,-13,0,8.4072,38.8024615384615,11.695,98.364,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",36.889,0,-1,"Orthogonal",98.364,0,"Orthogonal",27.286,0,"Orthogonal",54.724,0,-5,3.74571666666667,0,-8,4.66148333333333
"DHOKS","113","Tri-Isosceles","winter22","asynch","Female",21,"English","Fourth","U.S.A","I tried my best on each question","5","1","3","","",10.7913333333333,"1","chrome","1440","718","online-replication",-0.702250935339171,8.50641025641026,0.755992781728076,0,0,0,0,-8,0,6.93355,32.001,5.916,68.155,0,8,2,0,3,2,2,1,0,-1,"Orthogonal",26.831,0,-0.5,"?",55.332,0,"Orthogonal",20.064,0,"?",42.277,0,-1.5,2.8331,0,-6.5,4.10045
"DK1EM","113","Tri-Isosceles","spring18","lab-synch","Male",29,"Other","Fourth","South Korea","NULL","NULL","NULL","NULL","NULL","NULL",9.01451666666667,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,5.77528333333333,26.6551538461538,11.125,73.822,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",22.19,0,-1,"Orthogonal",35.878,0,"Orthogonal",20.129,0,"Orthogonal",34.626,0,-5,1.89688333333333,0,-8,3.8784
"DQQQX","111","Orth-Isosceles","spring18","lab-synch","Male",21,"Mandarin or Cantonese","Third","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",13.9024166666667,"NULL","NULL","NULL","NULL","laboratory",-1.07357446475094,11.9411764705882,-0.205074337427279,0,0,0,0,-13,0,9.43958333333333,43.5673076923077,8.158,216.639,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",34.394,0,-1,"Orthogonal",216.639,0,"Orthogonal",14.287,0,"Orthogonal",19.61,0,-5,5.88215,0,-8,3.55743333333333
"DY0BB","113","Tri-Isosceles","winter22","asynch","Female",23,"English","Fifth","USA","I tried my best on most questions","1","2","2","","",14.8554833333333,"2","chrome","1440","821","online-replication",-0.393427405927406,10.4230769230769,-0.528603749191984,0,0,0,0,-11.5,0,8.65275,39.9357692307692,6.423,140.471,0,11,0,0,2,0,1,1,0,-1,"Orthogonal",12.951,0,-0.5,"?",39.17,0,"Orthogonal",17.736,0,"Orthogonal",140.471,0,-4.5,1.81146666666667,0,-7,6.84128333333333
