"subject","mode","pretty_condition","question","score","SHAPE","SCALE"
"0L78J","asynch","Tri-Isosceles",7,3,"TRI","isosceles"
"0L78J","asynch","Tri-Isosceles",8,3,"TRI","isosceles"
"0L78J","asynch","Tri-Isosceles",9,4,"TRI","isosceles"
"0L78J","asynch","Tri-Isosceles",10,5,"TRI","isosceles"
"0L78J","asynch","Tri-Isosceles",11,5,"TRI","isosceles"
"0L78J","asynch","Tri-Isosceles",12,5,"TRI","isosceles"
"0L78J","asynch","Tri-Isosceles",13,5,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",1,0,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",2,0,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",3,0,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",4,0,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",5,0,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",6,0,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",7,0,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",8,0,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",9,1,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",10,1,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",11,1,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",12,1,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",13,1,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",1,0,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",2,0,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",3,0,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",4,0,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",5,0,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",6,0,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",7,0,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",8,0,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",9,0,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",10,0,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",11,0,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",12,0,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",13,0,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",1,0,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",2,0,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",3,0,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",4,0,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",5,0,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",6,0,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",7,0,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",8,0,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",9,0,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",10,0,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",11,0,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",12,0,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",13,0,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",1,1,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",2,2,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",3,2,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",4,3,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",5,4,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",6,5,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",7,6,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",8,7,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",9,8,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",10,9,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",11,10,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",12,11,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",13,12,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",1,0,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",2,0,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",3,0,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",4,0,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",5,0,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",6,0,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",7,0,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",8,0,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",9,0,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",10,0,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",11,0,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",12,0,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",13,1,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",1,0,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",2,0,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",3,1,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",4,2,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",5,3,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",6,4,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",7,5,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",8,6,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",9,7,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",10,8,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",11,9,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",12,10,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",13,11,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",1,0,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",2,0,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",3,0,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",4,0,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",5,0,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",6,0,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",7,0,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",8,0,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",9,0,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",10,0,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",11,0,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",12,0,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",13,0,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",1,0,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",2,0,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",3,0,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",4,0,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",5,0,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",6,0,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",7,0,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",8,0,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",9,0,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",10,0,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",11,0,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",12,0,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",13,0,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",1,0,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",2,0,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",3,0,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",4,0,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",5,0,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",6,0,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",7,0,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",8,0,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",9,0,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",10,0,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",11,0,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",12,0,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",13,0,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",1,1,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",2,2,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",3,3,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",4,4,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",5,4,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",6,5,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",7,6,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",8,7,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",9,8,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",10,9,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",11,10,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",12,11,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",13,12,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",1,1,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",2,2,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",3,3,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",4,4,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",5,5,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",6,6,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",7,7,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",8,8,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",9,9,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",10,10,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",11,11,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",12,12,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",13,13,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",1,0,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",2,0,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",3,0,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",4,0,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",5,1,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",6,1,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",7,1,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",8,1,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",9,1,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",10,1,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",11,1,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",12,1,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",13,1,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",1,0,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",2,1,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",3,1,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",4,2,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",5,2,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",6,3,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",7,3,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",8,3,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",9,4,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",10,5,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",11,5,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",12,6,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",13,6,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",1,0,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",2,0,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",3,0,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",4,0,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",5,1,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",6,1,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",7,2,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",8,2,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",9,2,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",10,2,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",11,2,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",12,3,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",13,3,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",1,1,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",2,1,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",3,1,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",4,1,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",5,1,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",6,1,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",7,1,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",8,1,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",9,1,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",10,1,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",11,1,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",12,2,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",13,2,"TRI","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",1,1,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",2,1,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",3,1,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",4,1,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",5,1,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",6,1,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",7,1,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",8,1,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",9,1,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",10,1,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",11,1,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",12,1,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",13,2,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",1,0,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",2,0,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",3,0,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",4,0,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",5,0,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",6,0,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",7,0,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",8,0,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",9,0,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",10,0,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",11,0,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",12,0,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",13,0,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",1,0,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",2,0,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",3,0,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",4,0,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",5,0,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",6,0,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",7,0,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",8,0,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",9,0,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",10,0,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",11,0,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",12,0,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",13,0,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",1,0,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",2,0,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",3,0,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",4,0,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",5,0,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",6,0,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",7,0,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",8,0,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",9,0,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",10,0,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",11,0,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",12,0,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",13,0,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",1,0,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",2,0,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",3,0,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",4,0,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",5,0,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",6,0,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",7,0,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",8,0,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",9,0,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",10,0,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",11,0,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",12,0,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",13,0,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",1,0,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",2,0,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",3,0,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",4,0,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",5,0,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",6,0,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",7,0,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",8,0,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",9,0,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",10,0,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",11,1,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",12,1,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",13,1,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",1,0,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",2,0,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",3,0,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",4,0,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",5,0,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",6,0,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",7,0,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",8,0,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",9,0,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",10,0,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",11,0,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",12,0,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",13,0,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",1,0,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",2,0,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",3,0,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",4,0,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",5,0,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",6,0,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",7,0,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",8,0,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",9,0,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",10,0,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",11,0,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",12,0,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",13,0,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",1,0,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",2,0,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",3,0,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",4,0,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",5,0,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",6,0,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",7,0,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",8,0,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",9,0,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",10,0,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",11,0,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",12,0,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",13,0,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",1,0,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",2,0,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",3,0,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",4,0,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",5,0,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",6,0,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",7,0,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",8,1,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",9,2,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",10,3,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",11,4,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",12,5,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",13,6,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",1,0,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",2,0,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",3,0,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",4,0,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",5,0,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",6,0,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",7,0,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",8,0,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",9,0,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",10,0,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",11,0,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",12,0,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",13,0,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",1,0,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",2,0,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",3,0,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",4,0,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",5,0,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",6,0,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",7,0,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",8,0,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",9,0,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",10,0,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",11,0,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",12,0,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",13,0,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",1,0,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",2,0,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",3,0,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",4,0,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",5,0,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",6,0,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",7,0,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",8,0,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",9,0,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",10,0,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",11,0,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",12,0,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",13,0,"ORTH","isosceles"
"TX10R","lab-synch","Orth-Isosceles",1,0,"ORTH","isosceles"
"TX10R","lab-synch","Orth-Isosceles",2,0,"ORTH","isosceles"
