"subject","mode","pretty_condition","question","score","SHAPE","SCALE"
"FA0KM","lab-synch","Tri-Isosceles",8,1,"TRI","isosceles"
"FA0KM","lab-synch","Tri-Isosceles",9,2,"TRI","isosceles"
"FA0KM","lab-synch","Tri-Isosceles",10,3,"TRI","isosceles"
"FA0KM","lab-synch","Tri-Isosceles",11,2.5,"TRI","isosceles"
"FA0KM","lab-synch","Tri-Isosceles",12,2.5,"TRI","isosceles"
"FA0KM","lab-synch","Tri-Isosceles",13,3,"TRI","isosceles"
"OY8PV","lab-synch","Tri-Isosceles",1,-1,"TRI","isosceles"
"OY8PV","lab-synch","Tri-Isosceles",2,-2,"TRI","isosceles"
"OY8PV","lab-synch","Tri-Isosceles",3,-3,"TRI","isosceles"
"OY8PV","lab-synch","Tri-Isosceles",4,-4,"TRI","isosceles"
"OY8PV","lab-synch","Tri-Isosceles",5,-5,"TRI","isosceles"
"OY8PV","lab-synch","Tri-Isosceles",6,-6,"TRI","isosceles"
"OY8PV","lab-synch","Tri-Isosceles",7,-6.5,"TRI","isosceles"
"OY8PV","lab-synch","Tri-Isosceles",8,-7.5,"TRI","isosceles"
"OY8PV","lab-synch","Tri-Isosceles",9,-8.5,"TRI","isosceles"
"OY8PV","lab-synch","Tri-Isosceles",10,-9.5,"TRI","isosceles"
"OY8PV","lab-synch","Tri-Isosceles",11,-10.5,"TRI","isosceles"
"OY8PV","lab-synch","Tri-Isosceles",12,-11.5,"TRI","isosceles"
"OY8PV","lab-synch","Tri-Isosceles",13,-12.5,"TRI","isosceles"
"93YLJ","lab-synch","Tri-Isosceles",1,1,"TRI","isosceles"
"93YLJ","lab-synch","Tri-Isosceles",2,2,"TRI","isosceles"
"93YLJ","lab-synch","Tri-Isosceles",3,2.5,"TRI","isosceles"
"93YLJ","lab-synch","Tri-Isosceles",4,3.5,"TRI","isosceles"
"93YLJ","lab-synch","Tri-Isosceles",5,3,"TRI","isosceles"
"93YLJ","lab-synch","Tri-Isosceles",6,4,"TRI","isosceles"
"93YLJ","lab-synch","Tri-Isosceles",7,4.5,"TRI","isosceles"
"93YLJ","lab-synch","Tri-Isosceles",8,5.5,"TRI","isosceles"
"93YLJ","lab-synch","Tri-Isosceles",9,6.5,"TRI","isosceles"
"93YLJ","lab-synch","Tri-Isosceles",10,7.5,"TRI","isosceles"
"93YLJ","lab-synch","Tri-Isosceles",11,7,"TRI","isosceles"
"93YLJ","lab-synch","Tri-Isosceles",12,8,"TRI","isosceles"
"93YLJ","lab-synch","Tri-Isosceles",13,9,"TRI","isosceles"
"7VQV2","lab-synch","Tri-Isosceles",1,1,"TRI","isosceles"
"7VQV2","lab-synch","Tri-Isosceles",2,2,"TRI","isosceles"
"7VQV2","lab-synch","Tri-Isosceles",3,3,"TRI","isosceles"
"7VQV2","lab-synch","Tri-Isosceles",4,4,"TRI","isosceles"
"7VQV2","lab-synch","Tri-Isosceles",5,5,"TRI","isosceles"
"7VQV2","lab-synch","Tri-Isosceles",6,6,"TRI","isosceles"
"7VQV2","lab-synch","Tri-Isosceles",7,7,"TRI","isosceles"
"7VQV2","lab-synch","Tri-Isosceles",8,8,"TRI","isosceles"
"7VQV2","lab-synch","Tri-Isosceles",9,9,"TRI","isosceles"
"7VQV2","lab-synch","Tri-Isosceles",10,10,"TRI","isosceles"
"7VQV2","lab-synch","Tri-Isosceles",11,11,"TRI","isosceles"
"7VQV2","lab-synch","Tri-Isosceles",12,12,"TRI","isosceles"
"7VQV2","lab-synch","Tri-Isosceles",13,13,"TRI","isosceles"
"JDT07","lab-synch","Tri-Isosceles",1,-1,"TRI","isosceles"
"JDT07","lab-synch","Tri-Isosceles",2,-2,"TRI","isosceles"
"JDT07","lab-synch","Tri-Isosceles",3,-3,"TRI","isosceles"
"JDT07","lab-synch","Tri-Isosceles",4,-4,"TRI","isosceles"
"JDT07","lab-synch","Tri-Isosceles",5,-5,"TRI","isosceles"
"JDT07","lab-synch","Tri-Isosceles",6,-6,"TRI","isosceles"
"JDT07","lab-synch","Tri-Isosceles",7,-7,"TRI","isosceles"
"JDT07","lab-synch","Tri-Isosceles",8,-8,"TRI","isosceles"
"JDT07","lab-synch","Tri-Isosceles",9,-9,"TRI","isosceles"
"JDT07","lab-synch","Tri-Isosceles",10,-10,"TRI","isosceles"
"JDT07","lab-synch","Tri-Isosceles",11,-11,"TRI","isosceles"
"JDT07","lab-synch","Tri-Isosceles",12,-12,"TRI","isosceles"
"JDT07","lab-synch","Tri-Isosceles",13,-13,"TRI","isosceles"
"ZUJQV","lab-synch","Tri-Isosceles",1,1,"TRI","isosceles"
"ZUJQV","lab-synch","Tri-Isosceles",2,2,"TRI","isosceles"
"ZUJQV","lab-synch","Tri-Isosceles",3,3,"TRI","isosceles"
"ZUJQV","lab-synch","Tri-Isosceles",4,4,"TRI","isosceles"
"ZUJQV","lab-synch","Tri-Isosceles",5,5,"TRI","isosceles"
"ZUJQV","lab-synch","Tri-Isosceles",6,6,"TRI","isosceles"
"ZUJQV","lab-synch","Tri-Isosceles",7,7,"TRI","isosceles"
"ZUJQV","lab-synch","Tri-Isosceles",8,8,"TRI","isosceles"
"ZUJQV","lab-synch","Tri-Isosceles",9,9,"TRI","isosceles"
"ZUJQV","lab-synch","Tri-Isosceles",10,10,"TRI","isosceles"
"ZUJQV","lab-synch","Tri-Isosceles",11,11,"TRI","isosceles"
"ZUJQV","lab-synch","Tri-Isosceles",12,12,"TRI","isosceles"
"ZUJQV","lab-synch","Tri-Isosceles",13,13,"TRI","isosceles"
"XKNWZ","lab-synch","Tri-Isosceles",1,-1,"TRI","isosceles"
"XKNWZ","lab-synch","Tri-Isosceles",2,-2,"TRI","isosceles"
"XKNWZ","lab-synch","Tri-Isosceles",3,-1.5,"TRI","isosceles"
"XKNWZ","lab-synch","Tri-Isosceles",4,-2.5,"TRI","isosceles"
"XKNWZ","lab-synch","Tri-Isosceles",5,-3,"TRI","isosceles"
"XKNWZ","lab-synch","Tri-Isosceles",6,-4,"TRI","isosceles"
"XKNWZ","lab-synch","Tri-Isosceles",7,-4.5,"TRI","isosceles"
"XKNWZ","lab-synch","Tri-Isosceles",8,-5,"TRI","isosceles"
"XKNWZ","lab-synch","Tri-Isosceles",9,-6,"TRI","isosceles"
"XKNWZ","lab-synch","Tri-Isosceles",10,-7,"TRI","isosceles"
"XKNWZ","lab-synch","Tri-Isosceles",11,-8,"TRI","isosceles"
"XKNWZ","lab-synch","Tri-Isosceles",12,-9,"TRI","isosceles"
"XKNWZ","lab-synch","Tri-Isosceles",13,-10,"TRI","isosceles"
"ZB1L5","lab-synch","Tri-Isosceles",1,-1,"TRI","isosceles"
"ZB1L5","lab-synch","Tri-Isosceles",2,-2,"TRI","isosceles"
"ZB1L5","lab-synch","Tri-Isosceles",3,-3,"TRI","isosceles"
"ZB1L5","lab-synch","Tri-Isosceles",4,-4,"TRI","isosceles"
"ZB1L5","lab-synch","Tri-Isosceles",5,-4.5,"TRI","isosceles"
"ZB1L5","lab-synch","Tri-Isosceles",6,-5.5,"TRI","isosceles"
"ZB1L5","lab-synch","Tri-Isosceles",7,-6.5,"TRI","isosceles"
"ZB1L5","lab-synch","Tri-Isosceles",8,-7.5,"TRI","isosceles"
"ZB1L5","lab-synch","Tri-Isosceles",9,-8.5,"TRI","isosceles"
"ZB1L5","lab-synch","Tri-Isosceles",10,-9.5,"TRI","isosceles"
"ZB1L5","lab-synch","Tri-Isosceles",11,-10.5,"TRI","isosceles"
"ZB1L5","lab-synch","Tri-Isosceles",12,-11.5,"TRI","isosceles"
"ZB1L5","lab-synch","Tri-Isosceles",13,-12.5,"TRI","isosceles"
"3Z8ZL","lab-synch","Tri-Isosceles",1,-1,"TRI","isosceles"
"3Z8ZL","lab-synch","Tri-Isosceles",2,-2,"TRI","isosceles"
"3Z8ZL","lab-synch","Tri-Isosceles",3,-3,"TRI","isosceles"
"3Z8ZL","lab-synch","Tri-Isosceles",4,-4,"TRI","isosceles"
"3Z8ZL","lab-synch","Tri-Isosceles",5,-4,"TRI","isosceles"
"3Z8ZL","lab-synch","Tri-Isosceles",6,-5,"TRI","isosceles"
"3Z8ZL","lab-synch","Tri-Isosceles",7,-6,"TRI","isosceles"
"3Z8ZL","lab-synch","Tri-Isosceles",8,-7,"TRI","isosceles"
"3Z8ZL","lab-synch","Tri-Isosceles",9,-8,"TRI","isosceles"
"3Z8ZL","lab-synch","Tri-Isosceles",10,-9,"TRI","isosceles"
"3Z8ZL","lab-synch","Tri-Isosceles",11,-10,"TRI","isosceles"
"3Z8ZL","lab-synch","Tri-Isosceles",12,-11,"TRI","isosceles"
"3Z8ZL","lab-synch","Tri-Isosceles",13,-12,"TRI","isosceles"
"FN9LT","lab-synch","Tri-Isosceles",1,-1,"TRI","isosceles"
"FN9LT","lab-synch","Tri-Isosceles",2,-2,"TRI","isosceles"
"FN9LT","lab-synch","Tri-Isosceles",3,-3,"TRI","isosceles"
"FN9LT","lab-synch","Tri-Isosceles",4,-4,"TRI","isosceles"
"FN9LT","lab-synch","Tri-Isosceles",5,-5,"TRI","isosceles"
"FN9LT","lab-synch","Tri-Isosceles",6,-6,"TRI","isosceles"
"FN9LT","lab-synch","Tri-Isosceles",7,-7,"TRI","isosceles"
"FN9LT","lab-synch","Tri-Isosceles",8,-8,"TRI","isosceles"
"FN9LT","lab-synch","Tri-Isosceles",9,-9,"TRI","isosceles"
"FN9LT","lab-synch","Tri-Isosceles",10,-10,"TRI","isosceles"
"FN9LT","lab-synch","Tri-Isosceles",11,-11,"TRI","isosceles"
"FN9LT","lab-synch","Tri-Isosceles",12,-12,"TRI","isosceles"
"FN9LT","lab-synch","Tri-Isosceles",13,-13,"TRI","isosceles"
"M3NXB","lab-synch","Tri-Isosceles",1,1,"TRI","isosceles"
"M3NXB","lab-synch","Tri-Isosceles",2,2,"TRI","isosceles"
"M3NXB","lab-synch","Tri-Isosceles",3,1.5,"TRI","isosceles"
"M3NXB","lab-synch","Tri-Isosceles",4,2,"TRI","isosceles"
"M3NXB","lab-synch","Tri-Isosceles",5,1.5,"TRI","isosceles"
"M3NXB","lab-synch","Tri-Isosceles",6,2.5,"TRI","isosceles"
"M3NXB","lab-synch","Tri-Isosceles",7,3.5,"TRI","isosceles"
"M3NXB","lab-synch","Tri-Isosceles",8,4.5,"TRI","isosceles"
"M3NXB","lab-synch","Tri-Isosceles",9,5.5,"TRI","isosceles"
"M3NXB","lab-synch","Tri-Isosceles",10,6.5,"TRI","isosceles"
"M3NXB","lab-synch","Tri-Isosceles",11,6,"TRI","isosceles"
"M3NXB","lab-synch","Tri-Isosceles",12,5.5,"TRI","isosceles"
"M3NXB","lab-synch","Tri-Isosceles",13,4.5,"TRI","isosceles"
"SWST4","lab-synch","Tri-Isosceles",1,-1,"TRI","isosceles"
"SWST4","lab-synch","Tri-Isosceles",2,-2,"TRI","isosceles"
"SWST4","lab-synch","Tri-Isosceles",3,-1.5,"TRI","isosceles"
"SWST4","lab-synch","Tri-Isosceles",4,-2.5,"TRI","isosceles"
"SWST4","lab-synch","Tri-Isosceles",5,-3,"TRI","isosceles"
"SWST4","lab-synch","Tri-Isosceles",6,-4,"TRI","isosceles"
"SWST4","lab-synch","Tri-Isosceles",7,-5,"TRI","isosceles"
"SWST4","lab-synch","Tri-Isosceles",8,-6,"TRI","isosceles"
"SWST4","lab-synch","Tri-Isosceles",9,-7,"TRI","isosceles"
"SWST4","lab-synch","Tri-Isosceles",10,-8,"TRI","isosceles"
"SWST4","lab-synch","Tri-Isosceles",11,-9,"TRI","isosceles"
"SWST4","lab-synch","Tri-Isosceles",12,-9,"TRI","isosceles"
"SWST4","lab-synch","Tri-Isosceles",13,-9.5,"TRI","isosceles"
"WBR05","lab-synch","Tri-Isosceles",1,-1,"TRI","isosceles"
"WBR05","lab-synch","Tri-Isosceles",2,-2,"TRI","isosceles"
"WBR05","lab-synch","Tri-Isosceles",3,-3,"TRI","isosceles"
"WBR05","lab-synch","Tri-Isosceles",4,-4,"TRI","isosceles"
"WBR05","lab-synch","Tri-Isosceles",5,-5,"TRI","isosceles"
"WBR05","lab-synch","Tri-Isosceles",6,-6,"TRI","isosceles"
"WBR05","lab-synch","Tri-Isosceles",7,-7,"TRI","isosceles"
"WBR05","lab-synch","Tri-Isosceles",8,-8,"TRI","isosceles"
"WBR05","lab-synch","Tri-Isosceles",9,-9,"TRI","isosceles"
"WBR05","lab-synch","Tri-Isosceles",10,-10,"TRI","isosceles"
"WBR05","lab-synch","Tri-Isosceles",11,-11,"TRI","isosceles"
"WBR05","lab-synch","Tri-Isosceles",12,-12,"TRI","isosceles"
"WBR05","lab-synch","Tri-Isosceles",13,-13,"TRI","isosceles"
"X66XB","lab-synch","Tri-Isosceles",1,-1,"TRI","isosceles"
"X66XB","lab-synch","Tri-Isosceles",2,-2,"TRI","isosceles"
"X66XB","lab-synch","Tri-Isosceles",3,-3,"TRI","isosceles"
"X66XB","lab-synch","Tri-Isosceles",4,-4,"TRI","isosceles"
"X66XB","lab-synch","Tri-Isosceles",5,-5,"TRI","isosceles"
"X66XB","lab-synch","Tri-Isosceles",6,-6,"TRI","isosceles"
"X66XB","lab-synch","Tri-Isosceles",7,-7,"TRI","isosceles"
"X66XB","lab-synch","Tri-Isosceles",8,-8,"TRI","isosceles"
"X66XB","lab-synch","Tri-Isosceles",9,-9,"TRI","isosceles"
"X66XB","lab-synch","Tri-Isosceles",10,-10,"TRI","isosceles"
"X66XB","lab-synch","Tri-Isosceles",11,-11,"TRI","isosceles"
"X66XB","lab-synch","Tri-Isosceles",12,-12,"TRI","isosceles"
"X66XB","lab-synch","Tri-Isosceles",13,-13,"TRI","isosceles"
"K2YPP","lab-synch","Tri-Isosceles",1,-1,"TRI","isosceles"
"K2YPP","lab-synch","Tri-Isosceles",2,-2,"TRI","isosceles"
"K2YPP","lab-synch","Tri-Isosceles",3,-3,"TRI","isosceles"
"K2YPP","lab-synch","Tri-Isosceles",4,-4,"TRI","isosceles"
"K2YPP","lab-synch","Tri-Isosceles",5,-3,"TRI","isosceles"
"K2YPP","lab-synch","Tri-Isosceles",6,-4,"TRI","isosceles"
"K2YPP","lab-synch","Tri-Isosceles",7,-5,"TRI","isosceles"
"K2YPP","lab-synch","Tri-Isosceles",8,-5,"TRI","isosceles"
"K2YPP","lab-synch","Tri-Isosceles",9,-4,"TRI","isosceles"
"K2YPP","lab-synch","Tri-Isosceles",10,-5,"TRI","isosceles"
"K2YPP","lab-synch","Tri-Isosceles",11,-6,"TRI","isosceles"
"K2YPP","lab-synch","Tri-Isosceles",12,-7,"TRI","isosceles"
"K2YPP","lab-synch","Tri-Isosceles",13,-8,"TRI","isosceles"
"NVGH4","lab-synch","Tri-Isosceles",1,0.5,"TRI","isosceles"
"NVGH4","lab-synch","Tri-Isosceles",2,1,"TRI","isosceles"
"NVGH4","lab-synch","Tri-Isosceles",3,0.5,"TRI","isosceles"
"NVGH4","lab-synch","Tri-Isosceles",4,1.5,"TRI","isosceles"
"NVGH4","lab-synch","Tri-Isosceles",5,2.5,"TRI","isosceles"
"NVGH4","lab-synch","Tri-Isosceles",6,3.5,"TRI","isosceles"
"NVGH4","lab-synch","Tri-Isosceles",7,4.5,"TRI","isosceles"
"NVGH4","lab-synch","Tri-Isosceles",8,5.5,"TRI","isosceles"
"NVGH4","lab-synch","Tri-Isosceles",9,6.5,"TRI","isosceles"
"NVGH4","lab-synch","Tri-Isosceles",10,7.5,"TRI","isosceles"
"NVGH4","lab-synch","Tri-Isosceles",11,8.5,"TRI","isosceles"
"NVGH4","lab-synch","Tri-Isosceles",12,9.5,"TRI","isosceles"
"NVGH4","lab-synch","Tri-Isosceles",13,10.5,"TRI","isosceles"
"HZWEH","lab-synch","Tri-Isosceles",1,-1,"TRI","isosceles"
"HZWEH","lab-synch","Tri-Isosceles",2,-2,"TRI","isosceles"
"HZWEH","lab-synch","Tri-Isosceles",3,-3,"TRI","isosceles"
"HZWEH","lab-synch","Tri-Isosceles",4,-4,"TRI","isosceles"
"HZWEH","lab-synch","Tri-Isosceles",5,-5,"TRI","isosceles"
"HZWEH","lab-synch","Tri-Isosceles",6,-6,"TRI","isosceles"
"HZWEH","lab-synch","Tri-Isosceles",7,-7,"TRI","isosceles"
"HZWEH","lab-synch","Tri-Isosceles",8,-8,"TRI","isosceles"
"HZWEH","lab-synch","Tri-Isosceles",9,-9,"TRI","isosceles"
"HZWEH","lab-synch","Tri-Isosceles",10,-10,"TRI","isosceles"
"HZWEH","lab-synch","Tri-Isosceles",11,-11,"TRI","isosceles"
"HZWEH","lab-synch","Tri-Isosceles",12,-12,"TRI","isosceles"
"HZWEH","lab-synch","Tri-Isosceles",13,-13,"TRI","isosceles"
"F98S2","lab-synch","Tri-Isosceles",1,-1,"TRI","isosceles"
"F98S2","lab-synch","Tri-Isosceles",2,-0.5,"TRI","isosceles"
"F98S2","lab-synch","Tri-Isosceles",3,-1.5,"TRI","isosceles"
"F98S2","lab-synch","Tri-Isosceles",4,-2.5,"TRI","isosceles"
"F98S2","lab-synch","Tri-Isosceles",5,-3.5,"TRI","isosceles"
"F98S2","lab-synch","Tri-Isosceles",6,-4.5,"TRI","isosceles"
"F98S2","lab-synch","Tri-Isosceles",7,-5.5,"TRI","isosceles"
"F98S2","lab-synch","Tri-Isosceles",8,-6.5,"TRI","isosceles"
"F98S2","lab-synch","Tri-Isosceles",9,-7.5,"TRI","isosceles"
"F98S2","lab-synch","Tri-Isosceles",10,-8.5,"TRI","isosceles"
"F98S2","lab-synch","Tri-Isosceles",11,-9.5,"TRI","isosceles"
"F98S2","lab-synch","Tri-Isosceles",12,-10.5,"TRI","isosceles"
"F98S2","lab-synch","Tri-Isosceles",13,-11.5,"TRI","isosceles"
"UQWX4","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"UQWX4","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"UQWX4","lab-synch","Orth-Isosceles",3,-3,"ORTH","isosceles"
"UQWX4","lab-synch","Orth-Isosceles",4,-4,"ORTH","isosceles"
"UQWX4","lab-synch","Orth-Isosceles",5,-5,"ORTH","isosceles"
"UQWX4","lab-synch","Orth-Isosceles",6,-6,"ORTH","isosceles"
"UQWX4","lab-synch","Orth-Isosceles",7,-7,"ORTH","isosceles"
"UQWX4","lab-synch","Orth-Isosceles",8,-8,"ORTH","isosceles"
"UQWX4","lab-synch","Orth-Isosceles",9,-9,"ORTH","isosceles"
"UQWX4","lab-synch","Orth-Isosceles",10,-10,"ORTH","isosceles"
"UQWX4","lab-synch","Orth-Isosceles",11,-11,"ORTH","isosceles"
"UQWX4","lab-synch","Orth-Isosceles",12,-12,"ORTH","isosceles"
"UQWX4","lab-synch","Orth-Isosceles",13,-13,"ORTH","isosceles"
"4RGO3","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"4RGO3","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"4RGO3","lab-synch","Orth-Isosceles",3,-3,"ORTH","isosceles"
"4RGO3","lab-synch","Orth-Isosceles",4,-3.5,"ORTH","isosceles"
"4RGO3","lab-synch","Orth-Isosceles",5,-4.5,"ORTH","isosceles"
"4RGO3","lab-synch","Orth-Isosceles",6,-5.5,"ORTH","isosceles"
"4RGO3","lab-synch","Orth-Isosceles",7,-6.5,"ORTH","isosceles"
"4RGO3","lab-synch","Orth-Isosceles",8,-7.5,"ORTH","isosceles"
"4RGO3","lab-synch","Orth-Isosceles",9,-8.5,"ORTH","isosceles"
"4RGO3","lab-synch","Orth-Isosceles",10,-9.5,"ORTH","isosceles"
"4RGO3","lab-synch","Orth-Isosceles",11,-10.5,"ORTH","isosceles"
"4RGO3","lab-synch","Orth-Isosceles",12,-11.5,"ORTH","isosceles"
"4RGO3","lab-synch","Orth-Isosceles",13,-12.5,"ORTH","isosceles"
"Z5Z7P","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"Z5Z7P","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"Z5Z7P","lab-synch","Orth-Isosceles",3,-3,"ORTH","isosceles"
"Z5Z7P","lab-synch","Orth-Isosceles",4,-4,"ORTH","isosceles"
"Z5Z7P","lab-synch","Orth-Isosceles",5,-3,"ORTH","isosceles"
"Z5Z7P","lab-synch","Orth-Isosceles",6,-4,"ORTH","isosceles"
"Z5Z7P","lab-synch","Orth-Isosceles",7,-5,"ORTH","isosceles"
"Z5Z7P","lab-synch","Orth-Isosceles",8,-6,"ORTH","isosceles"
"Z5Z7P","lab-synch","Orth-Isosceles",9,-7,"ORTH","isosceles"
"Z5Z7P","lab-synch","Orth-Isosceles",10,-8,"ORTH","isosceles"
"Z5Z7P","lab-synch","Orth-Isosceles",11,-9,"ORTH","isosceles"
"Z5Z7P","lab-synch","Orth-Isosceles",12,-10,"ORTH","isosceles"
"Z5Z7P","lab-synch","Orth-Isosceles",13,-11,"ORTH","isosceles"
"781AU","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"781AU","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"781AU","lab-synch","Orth-Isosceles",3,-1.5,"ORTH","isosceles"
"781AU","lab-synch","Orth-Isosceles",4,-2.5,"ORTH","isosceles"
"781AU","lab-synch","Orth-Isosceles",5,-2.5,"ORTH","isosceles"
"781AU","lab-synch","Orth-Isosceles",6,-3.5,"ORTH","isosceles"
"781AU","lab-synch","Orth-Isosceles",7,-4.5,"ORTH","isosceles"
"781AU","lab-synch","Orth-Isosceles",8,-4,"ORTH","isosceles"
"781AU","lab-synch","Orth-Isosceles",9,-5,"ORTH","isosceles"
"781AU","lab-synch","Orth-Isosceles",10,-6,"ORTH","isosceles"
"781AU","lab-synch","Orth-Isosceles",11,-6.5,"ORTH","isosceles"
"781AU","lab-synch","Orth-Isosceles",12,-7.5,"ORTH","isosceles"
"781AU","lab-synch","Orth-Isosceles",13,-8.5,"ORTH","isosceles"
"CC7G0","lab-synch","Orth-Isosceles",1,1,"ORTH","isosceles"
"CC7G0","lab-synch","Orth-Isosceles",2,2,"ORTH","isosceles"
"CC7G0","lab-synch","Orth-Isosceles",3,3,"ORTH","isosceles"
"CC7G0","lab-synch","Orth-Isosceles",4,4,"ORTH","isosceles"
"CC7G0","lab-synch","Orth-Isosceles",5,5,"ORTH","isosceles"
"CC7G0","lab-synch","Orth-Isosceles",6,6,"ORTH","isosceles"
"CC7G0","lab-synch","Orth-Isosceles",7,5,"ORTH","isosceles"
"CC7G0","lab-synch","Orth-Isosceles",8,6,"ORTH","isosceles"
"CC7G0","lab-synch","Orth-Isosceles",9,7,"ORTH","isosceles"
"CC7G0","lab-synch","Orth-Isosceles",10,8,"ORTH","isosceles"
"CC7G0","lab-synch","Orth-Isosceles",11,9,"ORTH","isosceles"
"CC7G0","lab-synch","Orth-Isosceles",12,10,"ORTH","isosceles"
"CC7G0","lab-synch","Orth-Isosceles",13,11,"ORTH","isosceles"
"A9CZD","lab-synch","Orth-Isosceles",1,1,"ORTH","isosceles"
"A9CZD","lab-synch","Orth-Isosceles",2,2,"ORTH","isosceles"
"A9CZD","lab-synch","Orth-Isosceles",3,3,"ORTH","isosceles"
"A9CZD","lab-synch","Orth-Isosceles",4,4,"ORTH","isosceles"
"A9CZD","lab-synch","Orth-Isosceles",5,5,"ORTH","isosceles"
"A9CZD","lab-synch","Orth-Isosceles",6,6,"ORTH","isosceles"
"A9CZD","lab-synch","Orth-Isosceles",7,7,"ORTH","isosceles"
"A9CZD","lab-synch","Orth-Isosceles",8,8,"ORTH","isosceles"
"A9CZD","lab-synch","Orth-Isosceles",9,9,"ORTH","isosceles"
"A9CZD","lab-synch","Orth-Isosceles",10,10,"ORTH","isosceles"
"A9CZD","lab-synch","Orth-Isosceles",11,11,"ORTH","isosceles"
"A9CZD","lab-synch","Orth-Isosceles",12,12,"ORTH","isosceles"
"A9CZD","lab-synch","Orth-Isosceles",13,13,"ORTH","isosceles"
"Q8EDD","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"Q8EDD","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"Q8EDD","lab-synch","Orth-Isosceles",3,-3,"ORTH","isosceles"
"Q8EDD","lab-synch","Orth-Isosceles",4,-3.5,"ORTH","isosceles"
"Q8EDD","lab-synch","Orth-Isosceles",5,-4,"ORTH","isosceles"
"Q8EDD","lab-synch","Orth-Isosceles",6,-5,"ORTH","isosceles"
"Q8EDD","lab-synch","Orth-Isosceles",7,-6,"ORTH","isosceles"
"Q8EDD","lab-synch","Orth-Isosceles",8,-7,"ORTH","isosceles"
"Q8EDD","lab-synch","Orth-Isosceles",9,-8,"ORTH","isosceles"
"Q8EDD","lab-synch","Orth-Isosceles",10,-9,"ORTH","isosceles"
"Q8EDD","lab-synch","Orth-Isosceles",11,-10,"ORTH","isosceles"
"Q8EDD","lab-synch","Orth-Isosceles",12,-11,"ORTH","isosceles"
"Q8EDD","lab-synch","Orth-Isosceles",13,-12,"ORTH","isosceles"
"W7EBS","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"W7EBS","lab-synch","Orth-Isosceles",2,0,"ORTH","isosceles"
"W7EBS","lab-synch","Orth-Isosceles",3,1,"ORTH","isosceles"
"W7EBS","lab-synch","Orth-Isosceles",4,2,"ORTH","isosceles"
"W7EBS","lab-synch","Orth-Isosceles",5,3,"ORTH","isosceles"
"W7EBS","lab-synch","Orth-Isosceles",6,4,"ORTH","isosceles"
"W7EBS","lab-synch","Orth-Isosceles",7,4.5,"ORTH","isosceles"
"W7EBS","lab-synch","Orth-Isosceles",8,5.5,"ORTH","isosceles"
"W7EBS","lab-synch","Orth-Isosceles",9,6.5,"ORTH","isosceles"
"W7EBS","lab-synch","Orth-Isosceles",10,7.5,"ORTH","isosceles"
"W7EBS","lab-synch","Orth-Isosceles",11,8.5,"ORTH","isosceles"
"W7EBS","lab-synch","Orth-Isosceles",12,9.5,"ORTH","isosceles"
"W7EBS","lab-synch","Orth-Isosceles",13,10.5,"ORTH","isosceles"
"EGP0T","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"EGP0T","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"EGP0T","lab-synch","Orth-Isosceles",3,-3,"ORTH","isosceles"
"EGP0T","lab-synch","Orth-Isosceles",4,-4,"ORTH","isosceles"
"EGP0T","lab-synch","Orth-Isosceles",5,-5,"ORTH","isosceles"
"EGP0T","lab-synch","Orth-Isosceles",6,-6,"ORTH","isosceles"
"EGP0T","lab-synch","Orth-Isosceles",7,-7,"ORTH","isosceles"
"EGP0T","lab-synch","Orth-Isosceles",8,-8,"ORTH","isosceles"
"EGP0T","lab-synch","Orth-Isosceles",9,-9,"ORTH","isosceles"
"EGP0T","lab-synch","Orth-Isosceles",10,-10,"ORTH","isosceles"
"EGP0T","lab-synch","Orth-Isosceles",11,-11,"ORTH","isosceles"
"EGP0T","lab-synch","Orth-Isosceles",12,-12,"ORTH","isosceles"
"EGP0T","lab-synch","Orth-Isosceles",13,-13,"ORTH","isosceles"
"CK5DF","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"CK5DF","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"CK5DF","lab-synch","Orth-Isosceles",3,-3,"ORTH","isosceles"
"CK5DF","lab-synch","Orth-Isosceles",4,-4,"ORTH","isosceles"
"CK5DF","lab-synch","Orth-Isosceles",5,-4.5,"ORTH","isosceles"
"CK5DF","lab-synch","Orth-Isosceles",6,-5.5,"ORTH","isosceles"
"CK5DF","lab-synch","Orth-Isosceles",7,-6.5,"ORTH","isosceles"
"CK5DF","lab-synch","Orth-Isosceles",8,-7.5,"ORTH","isosceles"
