"subject","mode","pretty_condition","question","score","SHAPE","SCALE"
"U9386","asynch","Tri-Isosceles",6,-5.5,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",7,-6.5,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",8,-7.5,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",9,-6.5,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",10,-7.5,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",11,-8.5,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",12,-8.5,"TRI","isosceles"
"U9386","asynch","Tri-Isosceles",13,-9.5,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",1,-1,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",2,-1.5,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",3,-2.5,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",4,-3.5,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",5,-3.5,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",6,-4.5,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",7,-5.5,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",8,-6.5,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",9,-7.5,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",10,-8.5,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",11,-9.5,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",12,-10.5,"TRI","isosceles"
"EK80Y","asynch","Tri-Isosceles",13,-11.5,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",1,-1,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",2,-2,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",3,-3,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",4,-3.5,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",5,-4.5,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",6,-5.5,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",7,-6.5,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",8,-7.5,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",9,-8.5,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",10,-9.5,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",11,-10.5,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",12,-11.5,"TRI","isosceles"
"SQZ9U","asynch","Tri-Isosceles",13,-12.5,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",1,1,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",2,2,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",3,2.5,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",4,3.5,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",5,4.5,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",6,5.5,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",7,6.5,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",8,7.5,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",9,8.5,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",10,9.5,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",11,10.5,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",12,11.5,"TRI","isosceles"
"LR3G1","asynch","Tri-Isosceles",13,12.5,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",1,-1,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",2,-2,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",3,-1.5,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",4,-2,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",5,-1.5,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",6,-2.5,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",7,-3.5,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",8,-3,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",9,-4,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",10,-5,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",11,-5.5,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",12,-6,"TRI","isosceles"
"E2TEF","asynch","Tri-Isosceles",13,-5,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",1,0.5,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",2,1,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",3,2,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",4,3,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",5,4,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",6,5,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",7,6,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",8,7,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",9,8,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",10,9,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",11,10,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",12,11,"TRI","isosceles"
"8V2SA","asynch","Tri-Isosceles",13,12,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",1,-1,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",2,-1.5,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",3,-2.5,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",4,-3.5,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",5,-4.5,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",6,-5.5,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",7,-6.5,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",8,-7.5,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",9,-8.5,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",10,-9.5,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",11,-10.5,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",12,-11.5,"TRI","isosceles"
"OTNWU","asynch","Tri-Isosceles",13,-12.5,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",1,-1,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",2,-2,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",3,-3,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",4,-4,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",5,-3.5,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",6,-4.5,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",7,-5.5,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",8,-6.5,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",9,-7.5,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",10,-8.5,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",11,-9.5,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",12,-10.5,"TRI","isosceles"
"ZZ7LS","asynch","Tri-Isosceles",13,-11.5,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",1,0.5,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",2,1,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",3,0.5,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",4,1,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",5,0.5,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",6,1,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",7,1.5,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",8,1,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",9,1,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",10,0.5,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",11,0,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",12,0,"TRI","isosceles"
"CVHEE","asynch","Tri-Isosceles",13,-1,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",1,1,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",2,2,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",3,3,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",4,4,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",5,4,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",6,5,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",7,6,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",8,7,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",9,8,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",10,9,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",11,10,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",12,11,"TRI","isosceles"
"AY72Z","asynch","Tri-Isosceles",13,12,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",1,1,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",2,2,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",3,3,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",4,4,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",5,5,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",6,6,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",7,7,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",8,8,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",9,9,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",10,10,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",11,11,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",12,12,"TRI","isosceles"
"UGDSU","asynch","Tri-Isosceles",13,13,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",1,-1,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",2,-2,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",3,-1.5,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",4,-2,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",5,-1,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",6,-2,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",7,-3,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",8,-4,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",9,-5,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",10,-6,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",11,-7,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",12,-8,"TRI","isosceles"
"Y9Z0T","asynch","Tri-Isosceles",13,-8.5,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",1,-1,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",2,0,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",3,0.5,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",4,1.5,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",5,2,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",6,3,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",7,2,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",8,1.5,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",9,2.5,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",10,3.5,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",11,3,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",12,4,"TRI","isosceles"
"V0KWD","asynch","Tri-Isosceles",13,4.5,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",1,-1,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",2,-2,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",3,-1.5,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",4,-2,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",5,-1,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",6,-1.5,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",7,-0.5,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",8,-0.5,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",9,-1.5,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",10,-2.5,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",11,-3,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",12,-2,"TRI","isosceles"
"ACYOW","asynch","Tri-Isosceles",13,-3,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",1,1,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",2,1.5,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",3,2,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",4,2.5,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",5,1.5,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",6,0.5,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",7,0,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",8,0.5,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",9,-0.5,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",10,-1.5,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",11,-1.5,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",12,-0.5,"TRI","isosceles"
"UGHBL","asynch","Tri-Isosceles",13,-1,"TRI","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",1,1,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",2,0,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",3,-0.5,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",4,0,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",5,-0.5,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",6,-1.5,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",7,-2,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",8,-2.5,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",9,-3.5,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",10,-4.5,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",11,-5,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",12,-5.5,"ORTH","isosceles"
"3QO3J","lab-synch","Orth-Isosceles",13,-4.5,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",3,-3,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",4,-4,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",5,-4.5,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",6,-5.5,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",7,-6.5,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",8,-7.5,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",9,-8.5,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",10,-9.5,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",11,-10.5,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",12,-11.5,"ORTH","isosceles"
"R8PM2","lab-synch","Orth-Isosceles",13,-12.5,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",2,-1,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",3,-2,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",4,-3,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",5,-4,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",6,-5,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",7,-6,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",8,-7,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",9,-8,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",10,-9,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",11,-10,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",12,-11,"ORTH","isosceles"
"JFFAY","lab-synch","Orth-Isosceles",13,-12,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",3,-3,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",4,-4,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",5,-5,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",6,-6,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",7,-7,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",8,-8,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",9,-9,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",10,-10,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",11,-11,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",12,-12,"ORTH","isosceles"
"4GSTQ","lab-synch","Orth-Isosceles",13,-13,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",3,-2.5,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",4,-3,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",5,-3,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",6,-4,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",7,-4,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",8,-5,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",9,-6,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",10,-7,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",11,-8,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",12,-9,"ORTH","isosceles"
"EN7PB","lab-synch","Orth-Isosceles",13,-10,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",3,-1.5,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",4,-2.5,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",5,-3.5,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",6,-4.5,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",7,-5.5,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",8,-6.5,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",9,-7.5,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",10,-8.5,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",11,-7.5,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",12,-8.5,"ORTH","isosceles"
"YGEAY","lab-synch","Orth-Isosceles",13,-9.5,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",3,-1.5,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",4,-1.5,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",5,-2,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",6,-3,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",7,-3.5,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",8,-3,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",9,-3,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",10,-4,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",11,-4.5,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",12,-5.5,"ORTH","isosceles"
"KLYG7","lab-synch","Orth-Isosceles",13,-6.5,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",3,-3,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",4,-4,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",5,-5,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",6,-6,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",7,-7,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",8,-8,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",9,-9,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",10,-10,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",11,-11,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",12,-12,"ORTH","isosceles"
"HH4FP","lab-synch","Orth-Isosceles",13,-13,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",3,-3,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",4,-4,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",5,-4.5,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",6,-5.5,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",7,-6.5,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",8,-7.5,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",9,-8.5,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",10,-9.5,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",11,-10.5,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",12,-11.5,"ORTH","isosceles"
"7L4J4","lab-synch","Orth-Isosceles",13,-12.5,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",3,-3,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",4,-4,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",5,-5,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",6,-6,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",7,-7,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",8,-6,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",9,-5,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",10,-4,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",11,-3,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",12,-2,"ORTH","isosceles"
"B3OKB","lab-synch","Orth-Isosceles",13,-1,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",3,-3,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",4,-4,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",5,-5,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",6,-6,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",7,-7,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",8,-7.5,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",9,-8.5,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",10,-9.5,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",11,-10.5,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",12,-11.5,"ORTH","isosceles"
"8V51R","lab-synch","Orth-Isosceles",13,-12.5,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",3,-3,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",4,-4,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",5,-5,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",6,-6,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",7,-7,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",8,-8,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",9,-9,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",10,-10,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",11,-11,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",12,-12,"ORTH","isosceles"
"N53LC","lab-synch","Orth-Isosceles",13,-13,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",1,-1,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",2,-2,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",3,-3,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",4,-4,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",5,-5,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",6,-6,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",7,-7,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",8,-8,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",9,-9,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",10,-10,"ORTH","isosceles"
"QSGCP","lab-synch","Orth-Isosceles",11,-11,"ORTH","isosceles"
