"subject","mode","pretty_condition","question","score"
"QAU26","asynch","11115",9,1
"QAU26","asynch","11115",10,2
"QAU26","asynch","11115",11,3
"QAU26","asynch","11115",12,4
"QAU26","asynch","11115",13,3
"0S724","asynch","11115",1,-1
"0S724","asynch","11115",2,-2
"0S724","asynch","11115",3,-3
"0S724","asynch","11115",4,-3.5
"0S724","asynch","11115",5,-2.5
"0S724","asynch","11115",6,-3.5
"0S724","asynch","11115",7,-4
"0S724","asynch","11115",8,-4.5
"0S724","asynch","11115",9,-5.5
"0S724","asynch","11115",10,-6.5
"0S724","asynch","11115",11,-7
"0S724","asynch","11115",12,-7
"0S724","asynch","11115",13,-6
"2W0WT","asynch","11115",1,-1
"2W0WT","asynch","11115",2,-2
"2W0WT","asynch","11115",3,-2.5
"2W0WT","asynch","11115",4,-3
"2W0WT","asynch","11115",5,-2
"2W0WT","asynch","11115",6,-3
"2W0WT","asynch","11115",7,-3.5
"2W0WT","asynch","11115",8,-4
"2W0WT","asynch","11115",9,-5
"2W0WT","asynch","11115",10,-6
"2W0WT","asynch","11115",11,-7
"2W0WT","asynch","11115",12,-8
"2W0WT","asynch","11115",13,-9
"NU6LU","asynch","11115",1,-1
"NU6LU","asynch","11115",2,-2
"NU6LU","asynch","11115",3,-3
"NU6LU","asynch","11115",4,-4
"NU6LU","asynch","11115",5,-5
"NU6LU","asynch","11115",6,-6
"NU6LU","asynch","11115",7,-7
"NU6LU","asynch","11115",8,-8
"NU6LU","asynch","11115",9,-9
"NU6LU","asynch","11115",10,-10
"NU6LU","asynch","11115",11,-11
"NU6LU","asynch","11115",12,-12
"NU6LU","asynch","11115",13,-13
"31386","asynch","11115",1,-1
"31386","asynch","11115",2,0
"31386","asynch","11115",3,-1
"31386","asynch","11115",4,-2
"31386","asynch","11115",5,-1
"31386","asynch","11115",6,0
"31386","asynch","11115",7,1
"31386","asynch","11115",8,2
"31386","asynch","11115",9,3
"31386","asynch","11115",10,4
"31386","asynch","11115",11,5
"31386","asynch","11115",12,6
"31386","asynch","11115",13,7
"BCPEC","asynch","11115",1,-1
"BCPEC","asynch","11115",2,-0.5
"BCPEC","asynch","11115",3,-1.5
"BCPEC","asynch","11115",4,-2.5
"BCPEC","asynch","11115",5,-3
"BCPEC","asynch","11115",6,-2.5
"BCPEC","asynch","11115",7,-3
"BCPEC","asynch","11115",8,-2.5
"BCPEC","asynch","11115",9,-3.5
"BCPEC","asynch","11115",10,-4.5
"BCPEC","asynch","11115",11,-5.5
"BCPEC","asynch","11115",12,-6.5
"BCPEC","asynch","11115",13,-7.5
"6Q1UC","asynch","11115",1,-1
"6Q1UC","asynch","11115",2,-2
"6Q1UC","asynch","11115",3,-3
"6Q1UC","asynch","11115",4,-4
"6Q1UC","asynch","11115",5,-5
"6Q1UC","asynch","11115",6,-6
"6Q1UC","asynch","11115",7,-7
"6Q1UC","asynch","11115",8,-8
"6Q1UC","asynch","11115",9,-9
"6Q1UC","asynch","11115",10,-10
"6Q1UC","asynch","11115",11,-11
"6Q1UC","asynch","11115",12,-12
"6Q1UC","asynch","11115",13,-13
"OU3SL","asynch","11115",1,-1
"OU3SL","asynch","11115",2,-2
"OU3SL","asynch","11115",3,-3
"OU3SL","asynch","11115",4,-4
"OU3SL","asynch","11115",5,-5
"OU3SL","asynch","11115",6,-6
"OU3SL","asynch","11115",7,-7
"OU3SL","asynch","11115",8,-8
"OU3SL","asynch","11115",9,-9
"OU3SL","asynch","11115",10,-10
"OU3SL","asynch","11115",11,-11
"OU3SL","asynch","11115",12,-12
"OU3SL","asynch","11115",13,-13
"ZRRZW","asynch","11115",1,-1
"ZRRZW","asynch","11115",2,-1.5
"ZRRZW","asynch","11115",3,-2.5
"ZRRZW","asynch","11115",4,-3.5
"ZRRZW","asynch","11115",5,-4.5
"ZRRZW","asynch","11115",6,-5.5
"ZRRZW","asynch","11115",7,-6.5
"ZRRZW","asynch","11115",8,-7.5
"ZRRZW","asynch","11115",9,-8.5
"ZRRZW","asynch","11115",10,-9.5
"ZRRZW","asynch","11115",11,-10.5
"ZRRZW","asynch","11115",12,-9.5
"ZRRZW","asynch","11115",13,-10.5
"GNP7O","asynch","11115",1,-1
"GNP7O","asynch","11115",2,-2
"GNP7O","asynch","11115",3,-3
"GNP7O","asynch","11115",4,-4
"GNP7O","asynch","11115",5,-5
"GNP7O","asynch","11115",6,-6
"GNP7O","asynch","11115",7,-7
"GNP7O","asynch","11115",8,-8
"GNP7O","asynch","11115",9,-9
"GNP7O","asynch","11115",10,-10
"GNP7O","asynch","11115",11,-11
"GNP7O","asynch","11115",12,-11.5
"GNP7O","asynch","11115",13,-12.5
"VWB05","asynch","11115",1,-1
"VWB05","asynch","11115",2,-2
"VWB05","asynch","11115",3,-3
"VWB05","asynch","11115",4,-4
"VWB05","asynch","11115",5,-4
"VWB05","asynch","11115",6,-5
"VWB05","asynch","11115",7,-6
"VWB05","asynch","11115",8,-6.5
"VWB05","asynch","11115",9,-7.5
"VWB05","asynch","11115",10,-8.5
"VWB05","asynch","11115",11,-9.5
"VWB05","asynch","11115",12,-10.5
"VWB05","asynch","11115",13,-11.5
"6B6X6","asynch","11115",1,-1
"6B6X6","asynch","11115",2,-2
"6B6X6","asynch","11115",3,-1
"6B6X6","asynch","11115",4,-1.5
"6B6X6","asynch","11115",5,-0.5
"6B6X6","asynch","11115",6,-1.5
"6B6X6","asynch","11115",7,-2
"6B6X6","asynch","11115",8,-2.5
"6B6X6","asynch","11115",9,-3.5
"6B6X6","asynch","11115",10,-4.5
"6B6X6","asynch","11115",11,-5.5
"6B6X6","asynch","11115",12,-6.5
"6B6X6","asynch","11115",13,-7.5
"Z39WH","asynch","11115",1,-1
"Z39WH","asynch","11115",2,-2
"Z39WH","asynch","11115",3,-3
"Z39WH","asynch","11115",4,-3.5
"Z39WH","asynch","11115",5,-2.5
"Z39WH","asynch","11115",6,-3.5
"Z39WH","asynch","11115",7,-4
"Z39WH","asynch","11115",8,-3
"Z39WH","asynch","11115",9,-4
"Z39WH","asynch","11115",10,-5
"Z39WH","asynch","11115",11,-4
"Z39WH","asynch","11115",12,-4.5
"Z39WH","asynch","11115",13,-5.5
"XLH9B","asynch","11115",1,-0.5
"XLH9B","asynch","11115",2,-1
"XLH9B","asynch","11115",3,-2
"XLH9B","asynch","11115",4,-3
