"block","answer","correct","scaffold","question","scenario","graph","condition","session","experiment","subject","time_elapsed","trial_index","rt","rt_sec","q_order","score","order","pretty_condition","q","study"
"linear_testing","G",1,"none","starts+finishes","axis","linear","1","lima","reverse","SL5GG",1357342,29,29024,29,9,"1","TM-First","text:what","9","SGC2"
"linear_testing","94",0,"none","start+duration","axis","linear","1","lima","reverse","SL5GG",1394990,30,36403,36,10,"0","TM-First","text:what","10","SGC2"
"linear_testing","A",0,"none","during","axis","linear","1","lima","reverse","SL5GG",1410928,31,14685,15,11,"0","TM-First","text:what","11","SGC2"
"linear_testing","FO",0,"none","contain+duration","axis","linear","1","lima","reverse","SL5GG",1468630,32,56442,56,12,"0","TM-First","text:what","12","SGC2"
"linear_testing","EJ",0,"none","overlap+overlap","axis","linear","1","lima","reverse","SL5GG",1501668,33,31793,32,13,"0","TM-First","text:what","13","SGC2"
"linear_testing","GO",1,"none","finishes","axis","linear","1","lima","reverse","SL5GG",1529806,34,26893,27,14,"1","TM-First","text:what","14","SGC2"
"linear_testing","FGMO",0,"none","meets","axis","linear","1","lima","reverse","SL5GG",1635685,35,104632,105,15,"0","TM-First","text:what","15","SGC2"
"drawingTest","C1",1,"none","duration","jones","none","1","lima","reverse","SL5GG",2852336,38,1052827,1053,NA,"1","TM-First","text:what",NA,"SGC2"
"drawingTest","9-12pm",0,"none","overlap","jones","none","1","lima","reverse","SL5GG",3015493,39,161789,162,NA,"0","TM-First","text:what",NA,"SGC2"
"linear_scaffolded","CDL",1,"describe-what","start","longmire","linear","1","lima","experiment","HQRRA",359059,5,64066,64,1,"1","LM-First","text:what","1","SGC2"
"linear_scaffolded","HJKLO",0,"describe-what","end","longmire","linear","1","lima","experiment","HQRRA",396328,6,35918,36,2,"0","LM-First","text:what","2","SGC2"
"linear_scaffolded","GO",1,"describe-what","duration","longmire","linear","1","lima","experiment","HQRRA",544975,7,147381,147,3,"1","LM-First","text:what","3","SGC2"
"linear_scaffolded","3",0,"describe-what","midpoint","longmire","linear","1","lima","experiment","HQRRA",610065,8,63757,64,4,"0","LM-First","text:what","4","SGC2"
"linear_scaffolded","A",1,"describe-what","start+overlap","longmire","linear","1","lima","experiment","HQRRA",637011,9,25535,26,5,"1","LM-First","text:what","5","SGC2"
"linear_testing","BF",0,"none","contain+duration","longmire","linear","1","lima","experiment","HQRRA",794479,10,156215,156,6,"0","LM-First","text:what","6","SGC2"
"linear_testing","BCDFGIJLO",0,"none","during","longmire","linear","1","lima","experiment","HQRRA",950473,11,154592,155,7,"0","LM-First","text:what","7","SGC2"
"linear_testing","C",1,"none","starts+finishes","longmire","linear","1","lima","experiment","HQRRA",989882,12,37994,38,8,"1","LM-First","text:what","8","SGC2"
"linear_testing","ABCDFI",1,"none","before+overlap","longmire","linear","1","lima","experiment","HQRRA",1119695,13,128555,129,9,"1","LM-First","text:what","9","SGC2"
"linear_testing","45",1,"none","finishes","longmire","linear","1","lima","experiment","HQRRA",1245321,14,124202,124,10,"1","LM-First","text:what","10","SGC2"
"linear_testing","AMN",1,"none","overlap+overlap","longmire","linear","1","lima","experiment","HQRRA",1363467,15,116719,117,11,"1","LM-First","text:what","11","SGC2"
"linear_testing","ABDF",1,"none","start+duration","longmire","linear","1","lima","experiment","HQRRA",1421860,16,57034,57,12,"1","LM-First","text:what","12","SGC2"
"linear_testing","O",1,"none","meets","longmire","linear","1","lima","experiment","HQRRA",1466141,17,43033,43,13,"1","LM-First","text:what","13","SGC2"
"linear_testing","EL",0,"none","during+overlap","longmire","linear","1","lima","experiment","HQRRA",1539877,18,72493,72,14,"0","LM-First","text:what","14","SGC2"
"linear_testing","8",0,"none","starts","longmire","linear","1","lima","experiment","HQRRA",1636372,19,95140,95,15,"0","LM-First","text:what","15","SGC2"
"triangular_scaffolded","G",0,"describe-what","start","axis","triangular","1","lima","experiment","HQRRA",1699677,21,23317,23,1,"0","LM-First","text:what","1","SGC2"
"triangular_scaffolded","2",0,"describe-what","end","axis","triangular","1","lima","experiment","HQRRA",1758241,22,57315,57,2,"0","LM-First","text:what","2","SGC2"
"triangular_scaffolded","ACEFGHIKL",1,"describe-what","duration","axis","triangular","1","lima","experiment","HQRRA",1848166,23,88667,89,3,"1","LM-First","text:what","3","SGC2"
"triangular_scaffolded","9",0,"describe-what","midpoint","axis","triangular","1","lima","experiment","HQRRA",1916763,24,67258,67,4,"0","LM-First","text:what","4","SGC2"
"triangular_scaffolded","2",0,"describe-what","start+overlap","axis","triangular","1","lima","experiment","HQRRA",1993397,25,75290,75,5,"0","LM-First","text:what","5","SGC2"
"triangular_testing","GO",1,"none","finishes","axis","triangular","1","lima","experiment","HQRRA",2034142,26,39398,39,6,"1","LM-First","text:what","6","SGC2"
"triangular_testing","3",0,"none","starts","axis","triangular","1","lima","experiment","HQRRA",2065133,27,29738,30,7,"0","LM-First","text:what","7","SGC2"
"triangular_testing","ADEGNO",0,"none","contain+duration","axis","triangular","1","lima","experiment","HQRRA",2178795,28,112400,112,8,"0","LM-First","text:what","8","SGC2"
"triangular_testing","BCEFJM",0,"none","overlap+overlap","axis","triangular","1","lima","experiment","HQRRA",2256776,29,76624,77,9,"0","LM-First","text:what","9","SGC2"
"triangular_testing","10",0,"none","start+duration","axis","triangular","1","lima","experiment","HQRRA",2293673,30,35575,36,10,"0","LM-First","text:what","10","SGC2"
"triangular_testing","DHLNO",0,"none","during","axis","triangular","1","lima","experiment","HQRRA",2336670,31,41748,42,11,"0","LM-First","text:what","11","SGC2"
"triangular_testing","BCFIJKMO",0,"none","meets","axis","triangular","1","lima","experiment","HQRRA",2456674,32,118754,119,12,"0","LM-First","text:what","12","SGC2"
"triangular_testing","AE",0,"none","during+overlap","axis","triangular","1","lima","experiment","HQRRA",2537428,33,79400,79,13,"0","LM-First","text:what","13","SGC2"
"triangular_testing","AFGHLMO",0,"none","before+overlap","axis","triangular","1","lima","experiment","HQRRA",2622561,34,83793,84,14,"0","LM-First","text:what","14","SGC2"
"triangular_testing","FM",0,"none","starts+finishes","axis","triangular","1","lima","experiment","HQRRA",2686122,35,62190,62,15,"0","LM-First","text:what","15","SGC2"
"drawingTest","A1",0,"none","duration","jones","none","1","lima","experiment","HQRRA",3142762,38,345885,346,NA,"0","LM-First","text:what",NA,"SGC2"
"drawingTest","Xiao9-10am",0,"none","overlap","jones","none","1","lima","experiment","HQRRA",3187296,39,43205,43,NA,"0","LM-First","text:what",NA,"SGC2"
"linear_scaffolded","CDL",1,"describe-what","start","longmire","linear","1","lima","experiment","40XZB",252410,5,38219,38,1,"1","LM-First","text:what","1","SGC2"
"linear_scaffolded","HJKLO",0,"describe-what","end","longmire","linear","1","lima","experiment","40XZB",297600,6,43947,44,2,"0","LM-First","text:what","2","SGC2"
"linear_scaffolded","GO",1,"describe-what","duration","longmire","linear","1","lima","experiment","40XZB",339130,7,40276,40,3,"1","LM-First","text:what","3","SGC2"
"linear_scaffolded","1",1,"describe-what","midpoint","longmire","linear","1","lima","experiment","40XZB",371193,8,30819,31,4,"1","LM-First","text:what","4","SGC2"
"linear_scaffolded","A",1,"describe-what","start+overlap","longmire","linear","1","lima","experiment","40XZB",401473,9,29012,29,5,"1","LM-First","text:what","5","SGC2"
"linear_testing","C",1,"none","starts+finishes","longmire","linear","1","lima","experiment","40XZB",439935,10,37211,37,6,"1","LM-First","text:what","6","SGC2"
"linear_testing","BD",0,"none","start+duration","longmire","linear","1","lima","experiment","40XZB",486034,11,44837,45,7,"0","LM-First","text:what","7","SGC2"
"linear_testing","ABDF",0,"none","before+overlap","longmire","linear","1","lima","experiment","40XZB",583284,12,96000,96,8,"0","LM-First","text:what","8","SGC2"
"linear_testing","L",0,"none","during+overlap","longmire","linear","1","lima","experiment","40XZB",677460,13,92844,93,9,"0","LM-First","text:what","9","SGC2"
"linear_testing","AMN",1,"none","overlap+overlap","longmire","linear","1","lima","experiment","40XZB",725101,14,46225,46,10,"1","LM-First","text:what","10","SGC2"
"linear_testing","AM",0,"none","contain+duration","longmire","linear","1","lima","experiment","40XZB",832079,15,105735,106,11,"0","LM-First","text:what","11","SGC2"
"linear_testing","4",0,"none","finishes","longmire","linear","1","lima","experiment","40XZB",862524,16,29023,29,12,"0","LM-First","text:what","12","SGC2"
"linear_testing","8",0,"none","starts","longmire","linear","1","lima","experiment","40XZB",876365,17,12570,13,13,"0","LM-First","text:what","13","SGC2"
"linear_testing","O",1,"none","meets","longmire","linear","1","lima","experiment","40XZB",902954,18,25339,25,14,"1","LM-First","text:what","14","SGC2"
"linear_testing","CDG",0,"none","during","longmire","linear","1","lima","experiment","40XZB",998999,19,94799,95,15,"0","LM-First","text:what","15","SGC2"
"triangular_scaffolded","G",0,"describe-what","start","axis","triangular","1","lima","experiment","40XZB",1043675,21,20021,20,1,"0","LM-First","text:what","1","SGC2"
"triangular_scaffolded","6",0,"describe-what","end","axis","triangular","1","lima","experiment","40XZB",1090646,22,45718,46,2,"0","LM-First","text:what","2","SGC2"
"triangular_scaffolded","ACEFGHIKL",1,"describe-what","duration","axis","triangular","1","lima","experiment","40XZB",1144087,23,52164,52,3,"1","LM-First","text:what","3","SGC2"
"triangular_scaffolded","10",0,"describe-what","midpoint","axis","triangular","1","lima","experiment","40XZB",1329907,24,184548,185,4,"0","LM-First","text:what","4","SGC2"
"triangular_scaffolded","1",0,"describe-what","start+overlap","axis","triangular","1","lima","experiment","40XZB",1659045,25,327734,328,5,"0","LM-First","text:what","5","SGC2"
"triangular_testing","G",1,"none","starts+finishes","axis","triangular","1","lima","experiment","40XZB",1681088,26,20722,21,6,"1","LM-First","text:what","6","SGC2"
"triangular_testing","FGMO",1,"none","before+overlap","axis","triangular","1","lima","experiment","40XZB",1813742,27,131401,131,7,"1","LM-First","text:what","7","SGC2"
"triangular_testing","GO",1,"none","finishes","axis","triangular","1","lima","experiment","40XZB",1856522,28,41444,41,8,"1","LM-First","text:what","8","SGC2"
"triangular_testing","FGMO",0,"none","during","axis","triangular","1","lima","experiment","40XZB",1913617,29,55835,56,9,"0","LM-First","text:what","9","SGC2"
"triangular_testing",NA,0,"none","during+overlap","axis","triangular","1","lima","experiment","40XZB",2027106,30,112236,112,10,"0","LM-First","text:what","10","SGC2"
"triangular_testing","4",0,"none","starts","axis","triangular","1","lima","experiment","40XZB",2060680,31,32240,32,11,"0","LM-First","text:what","11","SGC2"
"triangular_testing",NA,0,"none","start+duration","axis","triangular","1","lima","experiment","40XZB",2071224,32,9299,9,12,"0","LM-First","text:what","12","SGC2"
"triangular_testing","M",0,"none","contain+duration","axis","triangular","1","lima","experiment","40XZB",2106716,33,34231,34,13,"0","LM-First","text:what","13","SGC2"
"triangular_testing","BIK",0,"none","overlap+overlap","axis","triangular","1","lima","experiment","40XZB",2140978,34,33008,33,14,"0","LM-First","text:what","14","SGC2"
"triangular_testing","FJMO",0,"none","meets","axis","triangular","1","lima","experiment","40XZB",2217477,35,75254,75,15,"0","LM-First","text:what","15","SGC2"
"drawingTest",NA,0,"none","duration","jones","none","1","lima","experiment","40XZB",3838413,38,1312776,1313,NA,"0","LM-First","text:what",NA,"SGC2"
"drawingTest","Bahar1-3pm",0,"none","overlap","jones","none","1","lima","experiment","40XZB",3917177,39,77406,77,NA,"0","LM-First","text:what",NA,"SGC2"
"triangular_scaffolded","G",0,"show-interactive","start","axis","triangular","4","kilo","reverse","4S72Y",224462,5,31068,31,1,"0","TM-First","img:ixv","1","SGC2"
"triangular_scaffolded","4",1,"show-interactive","end","axis","triangular","4","kilo","reverse","4S72Y",251237,6,25521,26,2,"1","TM-First","img:ixv","2","SGC2"
"triangular_scaffolded","ACEFGHIKL",1,"show-interactive","duration","axis","triangular","4","kilo","reverse","4S72Y",292730,7,40230,40,3,"1","TM-First","img:ixv","3","SGC2"
"triangular_scaffolded","8",1,"show-interactive","midpoint","axis","triangular","4","kilo","reverse","4S72Y",314224,8,20242,20,4,"1","TM-First","img:ixv","4","SGC2"
"triangular_scaffolded","710",0,"show-interactive","start+overlap","axis","triangular","4","kilo","reverse","4S72Y",357362,9,41887,42,5,"0","TM-First","img:ixv","5","SGC2"
"triangular_testing","DMNO",1,"none","contain+duration","axis","triangular","4","kilo","reverse","4S72Y",407912,10,49304,49,6,"1","TM-First","img:ixv","6","SGC2"
"triangular_testing","A",1,"none","during+overlap","axis","triangular","4","kilo","reverse","4S72Y",428585,11,19402,19,7,"1","TM-First","img:ixv","7","SGC2"
"triangular_testing","FGMO",1,"none","before+overlap","axis","triangular","4","kilo","reverse","4S72Y",501284,12,71452,71,8,"1","TM-First","img:ixv","8","SGC2"
"triangular_testing","9",1,"none","start+duration","axis","triangular","4","kilo","reverse","4S72Y",527382,13,24740,25,9,"1","TM-First","img:ixv","9","SGC2"
"triangular_testing","GO",1,"none","finishes","axis","triangular","4","kilo","reverse","4S72Y",541528,14,12891,13,10,"1","TM-First","img:ixv","10","SGC2"
"triangular_testing","6",1,"none","starts","axis","triangular","4","kilo","reverse","4S72Y",560350,15,17567,18,11,"1","TM-First","img:ixv","11","SGC2"
"triangular_testing","G",1,"none","meets","axis","triangular","4","kilo","reverse","4S72Y",600871,16,39257,39,12,"1","TM-First","img:ixv","12","SGC2"
"triangular_testing","FMO",1,"none","during","axis","triangular","4","kilo","reverse","4S72Y",616625,17,14359,14,13,"1","TM-First","img:ixv","13","SGC2"
"triangular_testing","BCEJ",0,"none","overlap+overlap","axis","triangular","4","kilo","reverse","4S72Y",644549,18,26674,27,14,"0","TM-First","img:ixv","14","SGC2"
"triangular_testing","G",1,"none","starts+finishes","axis","triangular","4","kilo","reverse","4S72Y",659764,19,13968,14,15,"1","TM-First","img:ixv","15","SGC2"
"linear_scaffolded","CDL",1,"show-interactive","start","longmire","linear","4","kilo","reverse","4S72Y",690158,21,19759,20,1,"1","TM-First","img:ixv","1","SGC2"
"linear_scaffolded","HJKLMNO",1,"show-interactive","end","longmire","linear","4","kilo","reverse","4S72Y",720822,22,29413,29,2,"1","TM-First","img:ixv","2","SGC2"
"linear_scaffolded","GO",1,"show-interactive","duration","longmire","linear","4","kilo","reverse","4S72Y",745770,23,23691,24,3,"1","TM-First","img:ixv","3","SGC2"
"linear_scaffolded","1",1,"show-interactive","midpoint","longmire","linear","4","kilo","reverse","4S72Y",757549,24,10525,11,4,"1","TM-First","img:ixv","4","SGC2"
"linear_scaffolded","A",1,"show-interactive","start+overlap","longmire","linear","4","kilo","reverse","4S72Y",773632,25,14823,15,5,"1","TM-First","img:ixv","5","SGC2"
"linear_testing","C",1,"none","starts+finishes","longmire","linear","4","kilo","reverse","4S72Y",791165,26,16276,16,6,"1","TM-First","img:ixv","6","SGC2"
"linear_testing","AMN",1,"none","overlap+overlap","longmire","linear","4","kilo","reverse","4S72Y",825538,27,33096,33,7,"1","TM-First","img:ixv","7","SGC2"
"linear_testing","4",0,"none","finishes","longmire","linear","4","kilo","reverse","4S72Y",853964,28,27115,27,8,"0","TM-First","img:ixv","8","SGC2"
"linear_testing","BF",0,"none","contain+duration","longmire","linear","4","kilo","reverse","4S72Y",904535,29,49320,49,9,"0","TM-First","img:ixv","9","SGC2"
"linear_testing","BCDFG",1,"none","during","longmire","linear","4","kilo","reverse","4S72Y",1009748,30,103959,104,10,"1","TM-First","img:ixv","10","SGC2"
"linear_testing","O",1,"none","meets","longmire","linear","4","kilo","reverse","4S72Y",1027228,31,16055,16,11,"1","TM-First","img:ixv","11","SGC2"
"linear_testing","68",1,"none","starts","longmire","linear","4","kilo","reverse","4S72Y",1060462,32,31979,32,12,"1","TM-First","img:ixv","12","SGC2"
"linear_testing","KL",1,"none","during+overlap","longmire","linear","4","kilo","reverse","4S72Y",1088037,33,26323,26,13,"1","TM-First","img:ixv","13","SGC2"
"linear_testing","ABCDFI",1,"none","before+overlap","longmire","linear","4","kilo","reverse","4S72Y",1126762,34,37474,37,14,"1","TM-First","img:ixv","14","SGC2"
"linear_testing","ABDF",1,"none","start+duration","longmire","linear","4","kilo","reverse","4S72Y",1165379,35,37353,37,15,"1","TM-First","img:ixv","15","SGC2"
"drawingTest","C1",1,"none","duration","jones","none","4","kilo","reverse","4S72Y",1772327,38,83741,84,NA,"1","TM-First","img:ixv",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","4","kilo","reverse","4S72Y",1827085,39,53406,53,NA,"1","TM-First","img:ixv",NA,"SGC2"
"linear_scaffolded","CDL",1,"describe-what","start","longmire","linear","1","kilo","experiment","0CDY7",894991,5,32741,33,1,"1","LM-First","text:what","1","SGC2"
"linear_scaffolded","HJKLMNO",1,"describe-what","end","longmire","linear","1","kilo","experiment","0CDY7",931776,6,35535,36,2,"1","LM-First","text:what","2","SGC2"
"linear_scaffolded","GO",1,"describe-what","duration","longmire","linear","1","kilo","experiment","0CDY7",951496,7,18465,18,3,"1","LM-First","text:what","3","SGC2"
"linear_scaffolded","1",1,"describe-what","midpoint","longmire","linear","1","kilo","experiment","0CDY7",982359,8,29618,30,4,"1","LM-First","text:what","4","SGC2"
"linear_scaffolded","A",1,"describe-what","start+overlap","longmire","linear","1","kilo","experiment","0CDY7",993669,9,10057,10,5,"1","LM-First","text:what","5","SGC2"
"linear_testing","C",1,"none","starts+finishes","longmire","linear","1","kilo","experiment","0CDY7",1011498,10,16574,17,6,"1","LM-First","text:what","6","SGC2"
"linear_testing","GO",1,"none","contain+duration","longmire","linear","1","kilo","experiment","0CDY7",1053892,11,41146,41,7,"1","LM-First","text:what","7","SGC2"
"linear_testing","CF",0,"none","during","longmire","linear","1","kilo","experiment","0CDY7",1103669,12,48528,49,8,"0","LM-First","text:what","8","SGC2"
"linear_testing","AMN",1,"none","overlap+overlap","longmire","linear","1","kilo","experiment","0CDY7",1140295,13,35371,35,9,"1","LM-First","text:what","9","SGC2"
"linear_testing","ABF",0,"none","start+duration","longmire","linear","1","kilo","experiment","0CDY7",1178440,14,36897,37,10,"0","LM-First","text:what","10","SGC2"
"linear_testing","ABCDFI",1,"none","before+overlap","longmire","linear","1","kilo","experiment","0CDY7",1230652,15,50949,51,11,"1","LM-First","text:what","11","SGC2"
"linear_testing","O",1,"none","meets","longmire","linear","1","kilo","experiment","0CDY7",1250827,16,18928,19,12,"1","LM-First","text:what","12","SGC2"
"linear_testing","4",0,"none","finishes","longmire","linear","1","kilo","experiment","0CDY7",1289411,17,37324,37,13,"0","LM-First","text:what","13","SGC2"
"linear_testing","KL",1,"none","during+overlap","longmire","linear","1","kilo","experiment","0CDY7",1323546,18,32877,33,14,"1","LM-First","text:what","14","SGC2"
"linear_testing","4",0,"none","starts","longmire","linear","1","kilo","experiment","0CDY7",1342323,19,17527,18,15,"0","LM-First","text:what","15","SGC2"
"triangular_scaffolded","G",0,"describe-what","start","axis","triangular","1","kilo","experiment","0CDY7",1385155,21,26012,26,1,"0","LM-First","text:what","1","SGC2"
"triangular_scaffolded","4",1,"describe-what","end","axis","triangular","1","kilo","experiment","0CDY7",1447615,22,61210,61,2,"1","LM-First","text:what","2","SGC2"
"triangular_scaffolded","ACEFGHIKL",1,"describe-what","duration","axis","triangular","1","kilo","experiment","0CDY7",1493211,23,44256,44,3,"1","LM-First","text:what","3","SGC2"
"triangular_scaffolded","8",1,"describe-what","midpoint","axis","triangular","1","kilo","experiment","0CDY7",1556085,24,61622,62,4,"1","LM-First","text:what","4","SGC2"
"triangular_scaffolded","1",0,"describe-what","start+overlap","axis","triangular","1","kilo","experiment","0CDY7",1591613,25,34091,34,5,"0","LM-First","text:what","5","SGC2"
"triangular_testing","6",1,"none","starts","axis","triangular","1","kilo","experiment","0CDY7",1615993,26,23120,23,6,"1","LM-First","text:what","6","SGC2"
"triangular_testing","FMO",1,"none","during","axis","triangular","1","kilo","experiment","0CDY7",1649562,27,32321,32,7,"1","LM-First","text:what","7","SGC2"
"triangular_testing","A",1,"none","during+overlap","axis","triangular","1","kilo","experiment","0CDY7",1691947,28,41127,41,8,"1","LM-First","text:what","8","SGC2"
"triangular_testing","GO",1,"none","finishes","axis","triangular","1","kilo","experiment","0CDY7",1703429,29,10234,10,9,"1","LM-First","text:what","9","SGC2"
"triangular_testing","O",0,"none","contain+duration","axis","triangular","1","kilo","experiment","0CDY7",1731947,30,27264,27,10,"0","LM-First","text:what","10","SGC2"
"triangular_testing","FGMO",0,"none","meets","axis","triangular","1","kilo","experiment","0CDY7",1787750,31,54559,55,11,"0","LM-First","text:what","11","SGC2"
"triangular_testing","FGMO",1,"none","before+overlap","axis","triangular","1","kilo","experiment","0CDY7",1822519,32,33520,34,12,"1","LM-First","text:what","12","SGC2"
"triangular_testing","8",0,"none","start+duration","axis","triangular","1","kilo","experiment","0CDY7",1853924,33,30153,30,13,"0","LM-First","text:what","13","SGC2"
"triangular_testing","G",1,"none","starts+finishes","axis","triangular","1","kilo","experiment","0CDY7",1867097,34,11918,12,14,"1","LM-First","text:what","14","SGC2"
"triangular_testing","BJ",0,"none","overlap+overlap","axis","triangular","1","kilo","experiment","0CDY7",1882515,35,14165,14,15,"0","LM-First","text:what","15","SGC2"
"drawingTest","I4",0,"none","duration","jones","none","1","kilo","experiment","0CDY7",2490668,38,49812,50,NA,"0","LM-First","text:what",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","1","kilo","experiment","0CDY7",2588962,39,97050,97,NA,"1","LM-First","text:what",NA,"SGC2"
"linear_scaffolded","CDL",1,"describe-what","start","longmire","linear","1","kilo","experiment","220F7",231242,5,34067,34,1,"1","LM-First","text:what","1","SGC2"
"linear_scaffolded","EG",0,"describe-what","end","longmire","linear","1","kilo","experiment","220F7",262491,6,29997,30,2,"0","LM-First","text:what","2","SGC2"
"linear_scaffolded","GO",1,"describe-what","duration","longmire","linear","1","kilo","experiment","220F7",281317,7,17573,18,3,"1","LM-First","text:what","3","SGC2"
"linear_scaffolded","1",1,"describe-what","midpoint","longmire","linear","1","kilo","experiment","220F7",296408,8,13839,14,4,"1","LM-First","text:what","4","SGC2"
"linear_scaffolded","A",1,"describe-what","start+overlap","longmire","linear","1","kilo","experiment","220F7",308011,9,10355,10,5,"1","LM-First","text:what","5","SGC2"
"linear_testing","4",0,"none","finishes","longmire","linear","1","kilo","experiment","220F7",343262,10,33988,34,6,"0","LM-First","text:what","6","SGC2"
"linear_testing","ABCDFI",0,"none","during","longmire","linear","1","kilo","experiment","220F7",387675,11,43167,43,7,"0","LM-First","text:what","7","SGC2"
"linear_testing","C",1,"none","starts+finishes","longmire","linear","1","kilo","experiment","220F7",402728,12,13800,14,8,"1","LM-First","text:what","8","SGC2"
"linear_testing","ABDF",1,"none","start+duration","longmire","linear","1","kilo","experiment","220F7",437215,13,33222,33,9,"1","LM-First","text:what","9","SGC2"
"linear_testing","GO",1,"none","contain+duration","longmire","linear","1","kilo","experiment","220F7",459626,14,21166,21,10,"1","LM-First","text:what","10","SGC2"
"linear_testing","8",0,"none","starts","longmire","linear","1","kilo","experiment","220F7",482306,15,21435,21,11,"0","LM-First","text:what","11","SGC2"
"linear_testing","AMN",1,"none","overlap+overlap","longmire","linear","1","kilo","experiment","220F7",509607,16,26051,26,12,"1","LM-First","text:what","12","SGC2"
"linear_testing","KL",1,"none","during+overlap","longmire","linear","1","kilo","experiment","220F7",531382,17,20516,21,13,"1","LM-First","text:what","13","SGC2"
"linear_testing","ABDF",0,"none","before+overlap","longmire","linear","1","kilo","experiment","220F7",553719,18,21089,21,14,"0","LM-First","text:what","14","SGC2"
"linear_testing","O",1,"none","meets","longmire","linear","1","kilo","experiment","220F7",579309,19,24313,24,15,"1","LM-First","text:what","15","SGC2"
"triangular_scaffolded","G",0,"describe-what","start","axis","triangular","1","kilo","experiment","220F7",626827,21,24699,25,1,"0","LM-First","text:what","1","SGC2"
"triangular_scaffolded","6",0,"describe-what","end","axis","triangular","1","kilo","experiment","220F7",650334,22,22254,22,2,"0","LM-First","text:what","2","SGC2"
"triangular_scaffolded","CEFGHKL",0,"describe-what","duration","axis","triangular","1","kilo","experiment","220F7",682995,23,31404,31,3,"0","LM-First","text:what","3","SGC2"
"triangular_scaffolded",NA,0,"describe-what","midpoint","axis","triangular","1","kilo","experiment","220F7",800217,24,115975,116,4,"0","LM-First","text:what","4","SGC2"
"triangular_scaffolded","8",0,"describe-what","start+overlap","axis","triangular","1","kilo","experiment","220F7",858662,25,57036,57,5,"0","LM-First","text:what","5","SGC2"
"triangular_testing","B",0,"none","overlap+overlap","axis","triangular","1","kilo","experiment","220F7",892001,26,32087,32,6,"0","LM-First","text:what","6","SGC2"
"triangular_testing","G",1,"none","starts+finishes","axis","triangular","1","kilo","experiment","220F7",963688,27,70423,70,7,"1","LM-First","text:what","7","SGC2"
"triangular_testing","6",1,"none","starts","axis","triangular","1","kilo","experiment","220F7",1011634,28,46517,47,8,"1","LM-First","text:what","8","SGC2"
"triangular_testing","7",0,"none","start+duration","axis","triangular","1","kilo","experiment","220F7",1029650,29,16776,17,9,"0","LM-First","text:what","9","SGC2"
"triangular_testing","GO",1,"none","finishes","axis","triangular","1","kilo","experiment","220F7",1042219,30,11329,11,10,"1","LM-First","text:what","10","SGC2"
"triangular_testing","FMO",1,"none","during","axis","triangular","1","kilo","experiment","220F7",1063934,31,20457,20,11,"1","LM-First","text:what","11","SGC2"
"triangular_testing","A",1,"none","during+overlap","axis","triangular","1","kilo","experiment","220F7",1129314,32,64131,64,12,"1","LM-First","text:what","12","SGC2"
"triangular_testing","FGMO",1,"none","before+overlap","axis","triangular","1","kilo","experiment","220F7",1152000,33,21265,21,13,"1","LM-First","text:what","13","SGC2"
"triangular_testing","DMNO",1,"none","contain+duration","axis","triangular","1","kilo","experiment","220F7",1190130,34,36866,37,14,"1","LM-First","text:what","14","SGC2"
"triangular_testing","G",1,"none","meets","axis","triangular","1","kilo","experiment","220F7",1261325,35,69942,70,15,"1","LM-First","text:what","15","SGC2"
"drawingTest","C1",1,"none","duration","jones","none","1","kilo","experiment","220F7",1835620,38,73597,74,NA,"1","LM-First","text:what",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","1","kilo","experiment","220F7",1905920,39,68971,69,NA,"1","LM-First","text:what",NA,"SGC2"
"triangular_scaffolded","G",0,"describe-what","start","axis","triangular","1","kilo","reverse","GQ13P",249883,5,64686,65,1,"0","TM-First","text:what","1","SGC2"
"triangular_scaffolded","2",0,"describe-what","end","axis","triangular","1","kilo","reverse","GQ13P",344771,6,93518,94,2,"0","TM-First","text:what","2","SGC2"
"triangular_scaffolded","ACEFGHIKL",1,"describe-what","duration","axis","triangular","1","kilo","reverse","GQ13P",406556,7,60417,60,3,"1","TM-First","text:what","3","SGC2"
"triangular_scaffolded","2",0,"describe-what","midpoint","axis","triangular","1","kilo","reverse","GQ13P",493619,8,85723,86,4,"0","TM-First","text:what","4","SGC2"
"triangular_scaffolded","2",0,"describe-what","start+overlap","axis","triangular","1","kilo","reverse","GQ13P",548012,9,53042,53,5,"0","TM-First","text:what","5","SGC2"
"triangular_testing","11",0,"none","start+duration","axis","triangular","1","kilo","reverse","GQ13P",579225,10,29964,30,6,"0","TM-First","text:what","6","SGC2"
"triangular_testing","DNO",0,"none","contain+duration","axis","triangular","1","kilo","reverse","GQ13P",624020,11,43539,44,7,"0","TM-First","text:what","7","SGC2"
"triangular_testing","BCEJM",0,"none","overlap+overlap","axis","triangular","1","kilo","reverse","GQ13P",694630,12,69218,69,8,"0","TM-First","text:what","8","SGC2"
"triangular_testing","5",0,"none","starts","axis","triangular","1","kilo","reverse","GQ13P",722167,13,26216,26,9,"0","TM-First","text:what","9","SGC2"
"triangular_testing","E",0,"none","during+overlap","axis","triangular","1","kilo","reverse","GQ13P",763436,14,40021,40,10,"0","TM-First","text:what","10","SGC2"
