"block","answer","correct","scaffold","question","scenario","graph","condition","session","experiment","subject","time_elapsed","trial_index","rt","rt_sec","q_order","score","order","pretty_condition","q","study"
"linear_scaffolded","HO",1,"none","start","axis","linear","0","november","experiment","5HJKF",291750,5,14996,15,1,"1","LM-First","control","1","SGC2"
"linear_scaffolded","4",1,"none","end","axis","linear","0","november","experiment","5HJKF",303092,6,10087,10,2,"1","LM-First","control","2","SGC2"
"linear_scaffolded","ACEFHIKL",0,"none","duration","axis","linear","0","november","experiment","5HJKF",346136,7,41790,42,3,"0","LM-First","control","3","SGC2"
"linear_scaffolded","8",1,"none","midpoint","axis","linear","0","november","experiment","5HJKF",364081,8,16685,17,4,"1","LM-First","control","4","SGC2"
"linear_scaffolded","10",0,"none","start+overlap","axis","linear","0","november","experiment","5HJKF",378644,9,13293,13,5,"0","LM-First","control","5","SGC2"
"linear_testing","CF",0,"none","overlap+overlap","axis","linear","0","november","experiment","5HJKF",388569,10,8669,9,6,"0","LM-First","control","6","SGC2"
"linear_testing","9",1,"none","start+duration","axis","linear","0","november","experiment","5HJKF",424432,11,34601,35,7,"1","LM-First","control","7","SGC2"
"linear_testing","GO",1,"none","finishes","axis","linear","0","november","experiment","5HJKF",439736,12,14053,14,8,"1","LM-First","control","8","SGC2"
"linear_testing","GHLO",0,"none","before+overlap","axis","linear","0","november","experiment","5HJKF",466721,13,25723,26,9,"0","LM-First","control","9","SGC2"
"linear_testing","DNO",0,"none","contain+duration","axis","linear","0","november","experiment","5HJKF",497249,14,29270,29,10,"0","LM-First","control","10","SGC2"
"linear_testing","FMO",1,"none","during","axis","linear","0","november","experiment","5HJKF",522369,15,23863,24,11,"1","LM-First","control","11","SGC2"
"linear_testing","DJMNO",0,"none","meets","axis","linear","0","november","experiment","5HJKF",581699,16,58067,58,12,"0","LM-First","control","12","SGC2"
"linear_testing","6",1,"none","starts","axis","linear","0","november","experiment","5HJKF",612544,17,29587,30,13,"1","LM-First","control","13","SGC2"
"linear_testing","G",1,"none","starts+finishes","axis","linear","0","november","experiment","5HJKF",626953,18,12976,13,14,"1","LM-First","control","14","SGC2"
"linear_testing","G",0,"none","during+overlap","axis","linear","0","november","experiment","5HJKF",653770,19,25561,26,15,"0","LM-First","control","15","SGC2"
"triangular_scaffolded",NA,0,"none","start","longmire","triangular","0","november","experiment","5HJKF",685359,21,20958,21,1,"0","LM-First","control","1","SGC2"
"triangular_scaffolded","MN",0,"none","end","longmire","triangular","0","november","experiment","5HJKF",695888,22,9276,9,2,"0","LM-First","control","2","SGC2"
"triangular_scaffolded","GO",1,"none","duration","longmire","triangular","0","november","experiment","5HJKF",709257,23,12108,12,3,"1","LM-First","control","3","SGC2"
"triangular_scaffolded","1",1,"none","midpoint","longmire","triangular","0","november","experiment","5HJKF",737954,24,27427,27,4,"1","LM-First","control","4","SGC2"
"triangular_scaffolded","GL",0,"none","start+overlap","longmire","triangular","0","november","experiment","5HJKF",745137,25,5921,6,5,"0","LM-First","control","5","SGC2"
"triangular_testing","ABDF",1,"none","start+duration","longmire","triangular","0","november","experiment","5HJKF",769437,26,23031,23,6,"1","LM-First","control","6","SGC2"
"triangular_testing","I",0,"none","during","longmire","triangular","0","november","experiment","5HJKF",789756,27,19067,19,7,"0","LM-First","control","7","SGC2"
"triangular_testing",NA,0,"none","starts+finishes","longmire","triangular","0","november","experiment","5HJKF",819689,28,28681,29,8,"0","LM-First","control","8","SGC2"
"triangular_testing","G",0,"none","overlap+overlap","longmire","triangular","0","november","experiment","5HJKF",825837,29,4895,5,9,"0","LM-First","control","9","SGC2"
"triangular_testing","4",0,"none","starts","longmire","triangular","0","november","experiment","5HJKF",828617,30,1516,2,10,"0","LM-First","control","10","SGC2"
"triangular_testing","D",0,"none","before+overlap","longmire","triangular","0","november","experiment","5HJKF",832035,31,2158,2,11,"0","LM-First","control","11","SGC2"
"triangular_testing","HM",0,"none","contain+duration","longmire","triangular","0","november","experiment","5HJKF",864452,32,31156,31,12,"0","LM-First","control","12","SGC2"
"triangular_testing","BF",0,"none","during+overlap","longmire","triangular","0","november","experiment","5HJKF",914899,33,49188,49,13,"0","LM-First","control","13","SGC2"
"triangular_testing",NA,0,"none","finishes","longmire","triangular","0","november","experiment","5HJKF",992089,34,75933,76,14,"0","LM-First","control","14","SGC2"
"triangular_testing","HM",0,"none","meets","longmire","triangular","0","november","experiment","5HJKF",996053,35,2539,3,15,"0","LM-First","control","15","SGC2"
"drawingTest","C1",1,"none","duration","jones","none","0","november","experiment","5HJKF",1460629,38,82734,83,NA,"1","LM-First","control",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","0","november","experiment","5HJKF",1543444,39,81490,81,NA,"1","LM-First","control",NA,"SGC2"
"triangular_scaffolded","G",0,"describe-what","start","axis","triangular","1","mike","reverse","6Y878",299337,5,23228,23,1,"0","TM-First","text:what","1","SGC2"
"triangular_scaffolded","6",0,"describe-what","end","axis","triangular","1","mike","reverse","6Y878",381260,6,80674,81,2,"0","TM-First","text:what","2","SGC2"
"triangular_scaffolded","AEGHIL",0,"describe-what","duration","axis","triangular","1","mike","reverse","6Y878",417085,7,34468,34,3,"0","TM-First","text:what","3","SGC2"
"triangular_scaffolded","9",0,"describe-what","midpoint","axis","triangular","1","mike","reverse","6Y878",454926,8,36594,37,4,"0","TM-First","text:what","4","SGC2"
"triangular_scaffolded","2",0,"describe-what","start+overlap","axis","triangular","1","mike","reverse","6Y878",481352,9,25184,25,5,"0","TM-First","text:what","5","SGC2"
"triangular_testing","4",0,"none","starts","axis","triangular","1","mike","reverse","6Y878",501608,10,19012,19,6,"0","TM-First","text:what","6","SGC2"
"triangular_testing","O",0,"none","during","axis","triangular","1","mike","reverse","6Y878",518356,11,15498,15,7,"0","TM-First","text:what","7","SGC2"
"triangular_testing","3",0,"none","start+duration","axis","triangular","1","mike","reverse","6Y878",546324,12,26719,27,8,"0","TM-First","text:what","8","SGC2"
"triangular_testing","E",0,"none","during+overlap","axis","triangular","1","mike","reverse","6Y878",591670,13,44101,44,9,"0","TM-First","text:what","9","SGC2"
"triangular_testing","E",0,"none","starts+finishes","axis","triangular","1","mike","reverse","6Y878",635596,14,42675,43,10,"0","TM-First","text:what","10","SGC2"
"triangular_testing","EL",0,"none","meets","axis","triangular","1","mike","reverse","6Y878",736035,15,99047,99,11,"0","TM-First","text:what","11","SGC2"
"triangular_testing","O",0,"none","finishes","axis","triangular","1","mike","reverse","6Y878",770901,16,33550,34,12,"0","TM-First","text:what","12","SGC2"
"triangular_testing","MO",0,"none","contain+duration","axis","triangular","1","mike","reverse","6Y878",809533,17,37384,37,13,"0","TM-First","text:what","13","SGC2"
"triangular_testing","F",0,"none","before+overlap","axis","triangular","1","mike","reverse","6Y878",830375,18,19596,20,14,"0","TM-First","text:what","14","SGC2"
"triangular_testing",NA,0,"none","overlap+overlap","axis","triangular","1","mike","reverse","6Y878",839816,19,8181,8,15,"0","TM-First","text:what","15","SGC2"
"linear_scaffolded","CL",0,"describe-what","start","longmire","linear","1","mike","reverse","6Y878",895315,21,34492,34,1,"0","TM-First","text:what","1","SGC2"
"linear_scaffolded","HJKLMNO",1,"describe-what","end","longmire","linear","1","mike","reverse","6Y878",925531,22,28962,29,2,"1","TM-First","text:what","2","SGC2"
"linear_scaffolded","GO",1,"describe-what","duration","longmire","linear","1","mike","reverse","6Y878",952509,23,25726,26,3,"1","TM-First","text:what","3","SGC2"
"linear_scaffolded","1",1,"describe-what","midpoint","longmire","linear","1","mike","reverse","6Y878",970858,24,17094,17,4,"1","TM-First","text:what","4","SGC2"
"linear_scaffolded","A",1,"describe-what","start+overlap","longmire","linear","1","mike","reverse","6Y878",982411,25,10298,10,5,"1","TM-First","text:what","5","SGC2"
"linear_testing","K",0,"none","during+overlap","longmire","linear","1","mike","reverse","6Y878",1004968,26,21304,21,6,"0","TM-First","text:what","6","SGC2"
"linear_testing","ABDF",1,"none","start+duration","longmire","linear","1","mike","reverse","6Y878",1032330,27,26105,26,7,"1","TM-First","text:what","7","SGC2"
"linear_testing","C",0,"none","during","longmire","linear","1","mike","reverse","6Y878",1052207,28,18612,19,8,"0","TM-First","text:what","8","SGC2"
"linear_testing","C",1,"none","starts+finishes","longmire","linear","1","mike","reverse","6Y878",1065427,29,11968,12,9,"1","TM-First","text:what","9","SGC2"
"linear_testing","AF",0,"none","before+overlap","longmire","linear","1","mike","reverse","6Y878",1082303,30,15623,16,10,"0","TM-First","text:what","10","SGC2"
"linear_testing","GO",1,"none","contain+duration","longmire","linear","1","mike","reverse","6Y878",1102371,31,18818,19,11,"1","TM-First","text:what","11","SGC2"
"linear_testing","4",0,"none","finishes","longmire","linear","1","mike","reverse","6Y878",1114536,32,10910,11,12,"0","TM-First","text:what","12","SGC2"
"linear_testing","MN",0,"none","overlap+overlap","longmire","linear","1","mike","reverse","6Y878",1129393,33,13602,14,13,"0","TM-First","text:what","13","SGC2"
"linear_testing","O",1,"none","meets","longmire","linear","1","mike","reverse","6Y878",1145180,34,14529,15,14,"1","TM-First","text:what","14","SGC2"
"linear_testing","8",0,"none","starts","longmire","linear","1","mike","reverse","6Y878",1156036,35,9596,10,15,"0","TM-First","text:what","15","SGC2"
"drawingTest","G3",0,"none","duration","jones","none","1","mike","reverse","6Y878",1554115,38,328902,329,NA,"0","TM-First","text:what",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","1","mike","reverse","6Y878",1596543,39,41084,41,NA,"1","TM-First","text:what",NA,"SGC2"
"linear_scaffolded","HO",1,"describe-how","start","axis","linear","2","mike","experiment","GP70L",356506,5,29186,29,1,"1","LM-First","text:how","1","SGC2"
"linear_scaffolded","4",1,"describe-how","end","axis","linear","2","mike","experiment","GP70L",366914,6,9157,9,2,"1","LM-First","text:how","2","SGC2"
"linear_scaffolded","AEGHIL",0,"describe-how","duration","axis","linear","2","mike","experiment","GP70L",410099,7,41943,42,3,"0","LM-First","text:how","3","SGC2"
"linear_scaffolded","10",0,"describe-how","midpoint","axis","linear","2","mike","experiment","GP70L",442531,8,31183,31,4,"0","LM-First","text:how","4","SGC2"
"linear_scaffolded","7",1,"describe-how","start+overlap","axis","linear","2","mike","experiment","GP70L",463693,9,19918,20,5,"1","LM-First","text:how","5","SGC2"
"linear_testing","G",1,"none","meets","axis","linear","2","mike","experiment","GP70L",500384,10,35444,35,6,"1","LM-First","text:how","6","SGC2"
"linear_testing","FMO",0,"none","before+overlap","axis","linear","2","mike","experiment","GP70L",528633,11,27001,27,7,"0","LM-First","text:how","7","SGC2"
"linear_testing","GO",1,"none","finishes","axis","linear","2","mike","experiment","GP70L",539693,12,9812,10,8,"1","LM-First","text:how","8","SGC2"
"linear_testing","ABCEFJ",0,"none","overlap+overlap","axis","linear","2","mike","experiment","GP70L",568075,13,27134,27,9,"0","LM-First","text:how","9","SGC2"
"linear_testing","9",1,"none","start+duration","axis","linear","2","mike","experiment","GP70L",595963,14,26643,27,10,"1","LM-First","text:how","10","SGC2"
"linear_testing","A",1,"none","during+overlap","axis","linear","2","mike","experiment","GP70L",616406,15,19197,19,11,"1","LM-First","text:how","11","SGC2"
"linear_testing","6",1,"none","starts","axis","linear","2","mike","experiment","GP70L",644241,16,26594,27,12,"1","LM-First","text:how","12","SGC2"
"linear_testing","G",1,"none","starts+finishes","axis","linear","2","mike","experiment","GP70L",663254,17,17758,18,13,"1","LM-First","text:how","13","SGC2"
"linear_testing","FMO",1,"none","during","axis","linear","2","mike","experiment","GP70L",687068,18,22563,23,14,"1","LM-First","text:how","14","SGC2"
"linear_testing","DMNO",1,"none","contain+duration","axis","linear","2","mike","experiment","GP70L",720468,19,32145,32,15,"1","LM-First","text:how","15","SGC2"
"triangular_scaffolded","D",0,"describe-how","start","longmire","triangular","2","mike","experiment","GP70L",840024,21,104671,105,1,"0","LM-First","text:how","1","SGC2"
"triangular_scaffolded","EG",0,"describe-how","end","longmire","triangular","2","mike","experiment","GP70L",857432,22,16062,16,2,"0","LM-First","text:how","2","SGC2"
"triangular_scaffolded","GO",1,"describe-how","duration","longmire","triangular","2","mike","experiment","GP70L",872887,23,14200,14,3,"1","LM-First","text:how","3","SGC2"
"triangular_scaffolded","1",1,"describe-how","midpoint","longmire","triangular","2","mike","experiment","GP70L",889495,24,15355,15,4,"1","LM-First","text:how","4","SGC2"
"triangular_scaffolded","A",1,"describe-how","start+overlap","longmire","triangular","2","mike","experiment","GP70L",907481,25,16734,17,5,"1","LM-First","text:how","5","SGC2"
"triangular_testing","O",1,"none","meets","longmire","triangular","2","mike","experiment","GP70L",921521,26,12789,13,6,"1","LM-First","text:how","6","SGC2"
"triangular_testing","KL",1,"none","during+overlap","longmire","triangular","2","mike","experiment","GP70L",977725,27,54942,55,7,"1","LM-First","text:how","7","SGC2"
"triangular_testing","45",1,"none","finishes","longmire","triangular","2","mike","experiment","GP70L",1000917,28,21941,22,8,"1","LM-First","text:how","8","SGC2"
"triangular_testing","BCDFGHIJLO",0,"none","during","longmire","triangular","2","mike","experiment","GP70L",1149850,29,147687,148,9,"0","LM-First","text:how","9","SGC2"
"triangular_testing","ABCDFI",1,"none","before+overlap","longmire","triangular","2","mike","experiment","GP70L",1180333,30,29126,29,10,"1","LM-First","text:how","10","SGC2"
"triangular_testing","C",1,"none","starts+finishes","longmire","triangular","2","mike","experiment","GP70L",1197373,31,15790,16,11,"1","LM-First","text:how","11","SGC2"
"triangular_testing","68",1,"none","starts","longmire","triangular","2","mike","experiment","GP70L",1217654,32,19035,19,12,"1","LM-First","text:how","12","SGC2"
"triangular_testing","AMN",1,"none","overlap+overlap","longmire","triangular","2","mike","experiment","GP70L",1242935,33,24037,24,13,"1","LM-First","text:how","13","SGC2"
"triangular_testing","BF",0,"none","contain+duration","longmire","triangular","2","mike","experiment","GP70L",1287478,34,43282,43,14,"0","LM-First","text:how","14","SGC2"
"triangular_testing","ABDF",1,"none","start+duration","longmire","triangular","2","mike","experiment","GP70L",1313548,35,24824,25,15,"1","LM-First","text:how","15","SGC2"
"drawingTest","C1",1,"none","duration","jones","none","2","mike","experiment","GP70L",1821353,38,206156,206,NA,"1","LM-First","text:how",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","2","mike","experiment","GP70L",1898605,39,75912,76,NA,"1","LM-First","text:how",NA,"SGC2"
"triangular_scaffolded","HO",1,"show-interactive","start","axis","triangular","4","mike","reverse","VVNY9",335927,5,24548,25,1,"1","TM-First","img:ixv","1","SGC2"
"triangular_scaffolded","4",1,"show-interactive","end","axis","triangular","4","mike","reverse","VVNY9",345523,6,8339,8,2,"1","TM-First","img:ixv","2","SGC2"
"triangular_scaffolded","CFK",0,"show-interactive","duration","axis","triangular","4","mike","reverse","VVNY9",362521,7,15706,16,3,"0","TM-First","img:ixv","3","SGC2"
"triangular_scaffolded","8",1,"show-interactive","midpoint","axis","triangular","4","mike","reverse","VVNY9",391430,8,27664,28,4,"1","TM-First","img:ixv","4","SGC2"
"triangular_scaffolded","7",1,"show-interactive","start+overlap","axis","triangular","4","mike","reverse","VVNY9",427161,9,34485,34,5,"1","TM-First","img:ixv","5","SGC2"
"triangular_testing","ABCEJ",1,"none","overlap+overlap","axis","triangular","4","mike","reverse","VVNY9",465530,10,37122,37,6,"1","TM-First","img:ixv","6","SGC2"
"triangular_testing","6",1,"none","starts","axis","triangular","4","mike","reverse","VVNY9",491122,11,24345,24,7,"1","TM-First","img:ixv","7","SGC2"
"triangular_testing","A",1,"none","during+overlap","axis","triangular","4","mike","reverse","VVNY9",517115,12,24749,25,8,"1","TM-First","img:ixv","8","SGC2"
"triangular_testing","FMO",1,"none","during","axis","triangular","4","mike","reverse","VVNY9",530836,13,12474,12,9,"1","TM-First","img:ixv","9","SGC2"
"triangular_testing","G",1,"none","starts+finishes","axis","triangular","4","mike","reverse","VVNY9",542888,14,10807,11,10,"1","TM-First","img:ixv","10","SGC2"
"triangular_testing","G",1,"none","meets","axis","triangular","4","mike","reverse","VVNY9",572090,15,27953,28,11,"1","TM-First","img:ixv","11","SGC2"
"triangular_testing","FGMO",1,"none","before+overlap","axis","triangular","4","mike","reverse","VVNY9",604706,16,31359,31,12,"1","TM-First","img:ixv","12","SGC2"
"triangular_testing","9",1,"none","start+duration","axis","triangular","4","mike","reverse","VVNY9",621057,17,15096,15,13,"1","TM-First","img:ixv","13","SGC2"
"triangular_testing","DMNO",1,"none","contain+duration","axis","triangular","4","mike","reverse","VVNY9",648549,18,26242,26,14,"1","TM-First","img:ixv","14","SGC2"
"triangular_testing","GO",1,"none","finishes","axis","triangular","4","mike","reverse","VVNY9",661407,19,11600,12,15,"1","TM-First","img:ixv","15","SGC2"
"linear_scaffolded","CDL",1,"show-interactive","start","longmire","linear","4","mike","reverse","VVNY9",697469,21,13752,14,1,"1","TM-First","img:ixv","1","SGC2"
"linear_scaffolded","HJKLO",0,"show-interactive","end","longmire","linear","4","mike","reverse","VVNY9",718717,22,20005,20,2,"0","TM-First","img:ixv","2","SGC2"
"linear_scaffolded","GO",1,"show-interactive","duration","longmire","linear","4","mike","reverse","VVNY9",740578,23,20612,21,3,"1","TM-First","img:ixv","3","SGC2"
"linear_scaffolded","1",1,"show-interactive","midpoint","longmire","linear","4","mike","reverse","VVNY9",752551,24,10724,11,4,"1","TM-First","img:ixv","4","SGC2"
"linear_scaffolded","A",1,"show-interactive","start+overlap","longmire","linear","4","mike","reverse","VVNY9",767126,25,13332,13,5,"1","TM-First","img:ixv","5","SGC2"
"linear_testing","45",1,"none","finishes","longmire","linear","4","mike","reverse","VVNY9",809577,26,41206,41,6,"1","TM-First","img:ixv","6","SGC2"
"linear_testing","68",1,"none","starts","longmire","linear","4","mike","reverse","VVNY9",834401,27,23561,24,7,"1","TM-First","img:ixv","7","SGC2"
"linear_testing",NA,0,"none","contain+duration","longmire","linear","4","mike","reverse","VVNY9",909288,28,73640,74,8,"0","TM-First","img:ixv","8","SGC2"
"linear_testing","AMN",1,"none","overlap+overlap","longmire","linear","4","mike","reverse","VVNY9",942842,29,32203,32,9,"1","TM-First","img:ixv","9","SGC2"
"linear_testing","C",1,"none","starts+finishes","longmire","linear","4","mike","reverse","VVNY9",958790,30,14637,15,10,"1","TM-First","img:ixv","10","SGC2"
"linear_testing","ABDF",1,"none","start+duration","longmire","linear","4","mike","reverse","VVNY9",985299,31,25252,25,11,"1","TM-First","img:ixv","11","SGC2"
"linear_testing","ABCDFI",1,"none","before+overlap","longmire","linear","4","mike","reverse","VVNY9",1025724,32,39173,39,12,"1","TM-First","img:ixv","12","SGC2"
"linear_testing","KL",1,"none","during+overlap","longmire","linear","4","mike","reverse","VVNY9",1057916,33,30940,31,13,"1","TM-First","img:ixv","13","SGC2"
"linear_testing","BCDFGHIJLO",0,"none","during","longmire","linear","4","mike","reverse","VVNY9",1179672,34,120498,120,14,"0","TM-First","img:ixv","14","SGC2"
"linear_testing","O",1,"none","meets","longmire","linear","4","mike","reverse","VVNY9",1208009,35,26982,27,15,"1","TM-First","img:ixv","15","SGC2"
"drawingTest","C1",1,"none","duration","jones","none","4","mike","reverse","VVNY9",1893323,38,55783,56,NA,"1","TM-First","img:ixv",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","4","mike","reverse","VVNY9",1911183,39,16604,17,NA,"1","TM-First","img:ixv",NA,"SGC2"
"triangular_scaffolded","CDL",1,"none","start","longmire","triangular","0","mike","reverse","7L5E7",368437,5,67655,68,1,"1","TM-First","control","1","SGC2"
"triangular_scaffolded","HJKLMNO",1,"none","end","longmire","triangular","0","mike","reverse","7L5E7",430650,6,60878,61,2,"1","TM-First","control","2","SGC2"
"triangular_scaffolded","GO",1,"none","duration","longmire","triangular","0","mike","reverse","7L5E7",445090,7,13112,13,3,"1","TM-First","control","3","SGC2"
"triangular_scaffolded","1",1,"none","midpoint","longmire","triangular","0","mike","reverse","7L5E7",469979,8,23640,24,4,"1","TM-First","control","4","SGC2"
"triangular_scaffolded","A",1,"none","start+overlap","longmire","triangular","0","mike","reverse","7L5E7",516750,9,45512,46,5,"1","TM-First","control","5","SGC2"
"triangular_testing","ABDF",1,"none","start+duration","longmire","triangular","0","mike","reverse","7L5E7",557873,10,39872,40,6,"1","TM-First","control","6","SGC2"
"triangular_testing","68",1,"none","starts","longmire","triangular","0","mike","reverse","7L5E7",588364,11,29244,29,7,"1","TM-First","control","7","SGC2"
"triangular_testing","AMN",1,"none","overlap+overlap","longmire","triangular","0","mike","reverse","7L5E7",623562,12,33954,34,8,"1","TM-First","control","8","SGC2"
"triangular_testing","O",1,"none","meets","longmire","triangular","0","mike","reverse","7L5E7",649187,13,24374,24,9,"1","TM-First","control","9","SGC2"
"triangular_testing","ABCDFI",1,"none","before+overlap","longmire","triangular","0","mike","reverse","7L5E7",711070,14,60636,61,10,"1","TM-First","control","10","SGC2"
"triangular_testing","GO",1,"none","contain+duration","longmire","triangular","0","mike","reverse","7L5E7",733360,15,20887,21,11,"1","TM-First","control","11","SGC2"
"triangular_testing","KL",1,"none","during+overlap","longmire","triangular","0","mike","reverse","7L5E7",771928,16,37317,37,12,"1","TM-First","control","12","SGC2"
"triangular_testing","BCDFGHIJKLO",0,"none","during","longmire","triangular","0","mike","reverse","7L5E7",854036,17,80831,81,13,"0","TM-First","control","13","SGC2"
"triangular_testing","C",1,"none","starts+finishes","longmire","triangular","0","mike","reverse","7L5E7",889237,18,33793,34,14,"1","TM-First","control","14","SGC2"
"triangular_testing","45",1,"none","finishes","longmire","triangular","0","mike","reverse","7L5E7",916056,19,25568,26,15,"1","TM-First","control","15","SGC2"
"linear_scaffolded","HO",1,"none","start","axis","linear","0","mike","reverse","7L5E7",957120,21,23506,24,1,"1","TM-First","control","1","SGC2"
"linear_scaffolded","4",1,"none","end","axis","linear","0","mike","reverse","7L5E7",967386,22,9015,9,2,"1","TM-First","control","2","SGC2"
"linear_scaffolded","ACEFGHIKL",1,"none","duration","axis","linear","0","mike","reverse","7L5E7",1009554,23,40918,41,3,"1","TM-First","control","3","SGC2"
"linear_scaffolded","8",1,"none","midpoint","axis","linear","0","mike","reverse","7L5E7",1029500,24,18696,19,4,"1","TM-First","control","4","SGC2"
"linear_scaffolded","7",1,"none","start+overlap","axis","linear","0","mike","reverse","7L5E7",1057018,25,26266,26,5,"1","TM-First","control","5","SGC2"
"linear_testing","ABCEFJ",0,"none","overlap+overlap","axis","linear","0","mike","reverse","7L5E7",1089096,26,30833,31,6,"0","TM-First","control","6","SGC2"
"linear_testing","G",1,"none","starts+finishes","axis","linear","0","mike","reverse","7L5E7",1100623,27,10275,10,7,"1","TM-First","control","7","SGC2"
"linear_testing","FGMO",0,"none","meets","axis","linear","0","mike","reverse","7L5E7",1145619,28,43748,44,8,"0","TM-First","control","8","SGC2"
"linear_testing","A",1,"none","during+overlap","axis","linear","0","mike","reverse","7L5E7",1178277,29,31408,31,9,"1","TM-First","control","9","SGC2"
"linear_testing","FGMO",1,"none","before+overlap","axis","linear","0","mike","reverse","7L5E7",1215912,30,36388,36,10,"1","TM-First","control","10","SGC2"
"linear_testing","6",1,"none","starts","axis","linear","0","mike","reverse","7L5E7",1252701,31,35547,36,11,"1","TM-First","control","11","SGC2"
"linear_testing","GO",1,"none","finishes","axis","linear","0","mike","reverse","7L5E7",1269411,32,15465,15,12,"1","TM-First","control","12","SGC2"
"linear_testing","DNO",0,"none","contain+duration","axis","linear","0","mike","reverse","7L5E7",1302480,33,31813,32,13,"0","TM-First","control","13","SGC2"
"linear_testing","FMO",1,"none","during","axis","linear","0","mike","reverse","7L5E7",1334660,34,30933,31,14,"1","TM-First","control","14","SGC2"
"linear_testing","9",1,"none","start+duration","axis","linear","0","mike","reverse","7L5E7",1359259,35,23352,23,15,"1","TM-First","control","15","SGC2"
"drawingTest","C1",1,"none","duration","jones","none","0","mike","reverse","7L5E7",1894213,38,72341,72,NA,"1","TM-First","control",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","0","mike","reverse","7L5E7",1926221,39,30666,31,NA,"1","TM-First","control",NA,"SGC2"
"triangular_scaffolded","CDL",1,"show-static","start","longmire","triangular","3","mike","reverse","GQN1V",321599,5,55144,55,1,"1","TM-First","img:static","1","SGC2"
"triangular_scaffolded","HJKLMNO",1,"show-static","end","longmire","triangular","3","mike","reverse","GQN1V",468869,6,146016,146,2,"1","TM-First","img:static","2","SGC2"
"triangular_scaffolded","GO",1,"show-static","duration","longmire","triangular","3","mike","reverse","GQN1V",478829,7,8559,9,3,"1","TM-First","img:static","3","SGC2"
"triangular_scaffolded","1",1,"show-static","midpoint","longmire","triangular","3","mike","reverse","GQN1V",518502,8,38417,38,4,"1","TM-First","img:static","4","SGC2"
"triangular_scaffolded","A",1,"show-static","start+overlap","longmire","triangular","3","mike","reverse","GQN1V",544854,9,25104,25,5,"1","TM-First","img:static","5","SGC2"
"triangular_testing","68",1,"none","starts","longmire","triangular","3","mike","reverse","GQN1V",618311,10,72209,72,6,"1","TM-First","img:static","6","SGC2"
"triangular_testing","L",0,"none","during+overlap","longmire","triangular","3","mike","reverse","GQN1V",688996,11,69291,69,7,"0","TM-First","img:static","7","SGC2"
"triangular_testing","45",1,"none","finishes","longmire","triangular","3","mike","reverse","GQN1V",732161,12,41830,42,8,"1","TM-First","img:static","8","SGC2"
"triangular_testing","GO",1,"none","contain+duration","longmire","triangular","3","mike","reverse","GQN1V",761666,13,28259,28,9,"1","TM-First","img:static","9","SGC2"
"triangular_testing","AMN",1,"none","overlap+overlap","longmire","triangular","3","mike","reverse","GQN1V",801374,14,38449,38,10,"1","TM-First","img:static","10","SGC2"
"triangular_testing","C",1,"none","starts+finishes","longmire","triangular","3","mike","reverse","GQN1V",834493,15,31872,32,11,"1","TM-First","img:static","11","SGC2"
"triangular_testing","ABCDFI",1,"none","before+overlap","longmire","triangular","3","mike","reverse","GQN1V",898383,16,62643,63,12,"1","TM-First","img:static","12","SGC2"
"triangular_testing","BCDG",0,"none","during","longmire","triangular","3","mike","reverse","GQN1V",941997,17,42276,42,13,"0","TM-First","img:static","13","SGC2"
"triangular_testing","O",1,"none","meets","longmire","triangular","3","mike","reverse","GQN1V",975109,18,31853,32,14,"1","TM-First","img:static","14","SGC2"
"triangular_testing","ABDF",1,"none","start+duration","longmire","triangular","3","mike","reverse","GQN1V",1015987,19,39614,40,15,"1","TM-First","img:static","15","SGC2"
"linear_scaffolded","HO",1,"show-static","start","axis","linear","3","mike","reverse","GQN1V",1064542,21,31792,32,1,"1","TM-First","img:static","1","SGC2"
"linear_scaffolded","4",1,"show-static","end","axis","linear","3","mike","reverse","GQN1V",1078790,22,12989,13,2,"1","TM-First","img:static","2","SGC2"
"linear_scaffolded","AEFGIKL",0,"show-static","duration","axis","linear","3","mike","reverse","GQN1V",1131570,23,51526,52,3,"0","TM-First","img:static","3","SGC2"
"linear_scaffolded","8",1,"show-static","midpoint","axis","linear","3","mike","reverse","GQN1V",1162553,24,29731,30,4,"1","TM-First","img:static","4","SGC2"
"linear_scaffolded","7",1,"show-static","start+overlap","axis","linear","3","mike","reverse","GQN1V",1191363,25,27558,28,5,"1","TM-First","img:static","5","SGC2"
"linear_testing","G",1,"none","starts+finishes","axis","linear","3","mike","reverse","GQN1V",1207019,26,14381,14,6,"1","TM-First","img:static","6","SGC2"
"linear_testing","FGLMO",0,"none","before+overlap","axis","linear","3","mike","reverse","GQN1V",1273755,27,65482,65,7,"0","TM-First","img:static","7","SGC2"
"linear_testing","GO",1,"none","finishes","axis","linear","3","mike","reverse","GQN1V",1293202,28,18083,18,8,"1","TM-First","img:static","8","SGC2"
"linear_testing","3",0,"none","starts","axis","linear","3","mike","reverse","GQN1V",1315402,29,20948,21,9,"0","TM-First","img:static","9","SGC2"
