"subject","study","condition","pretty_condition","session","exp_id","sona_id","pool","mode","attn_check","effort","difficulty","confidence","enjoyment","other","age","country","language","schoolyear","major","gender","disability","browser","width","height","os","starttime","status","term","violations","absolute_score","totaltime_m"
"HSJBQ","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","630585f90861b070751c521d","62cb2fda77bec729c86fbbba","prolific","asynch","TRUE","I tried my best on each question",3,5,2,"",39,"United States","English","Bachelors Degree","Social Sciences (incl. CogSci)","Male","nope","chrome",1707,891,"Windows 10","2022-08-24T04:49:19.297Z","success","summer22",1,0,8.0895
"6N7FZ","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","5f6f738fef894f0dbf9839f8","prolific","asynch","TRUE","I tried my best on each question",4,3,4,"",32,"United States","English","Graduate Degree","Math or Computer Sciences","Male","","chrome",1920,977,"Windows 10","2022-08-24T09:09:59.368Z","success","summer22",2,0,18.5526166666667
"82VVD","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","630585f90861b070751c521d","5f4fab801ed01f08bff0257e","prolific","asynch","TRUE","I tried my best on each question",4,4,5,"",39,"United States","English","Graduate Degree","Humanities","Female","No","chrome",1440,776,"Mac OS","2022-08-24T02:19:13.489Z","success","summer22",1,0,5.4286
"H3NDL","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","6157503061aaecc87964d076","prolific","asynch","TRUE","I tried my best on each question",4,3,5,"",20,"United States","English","Secondary School/Highschool","Fine Arts","Other-Not Listed","","chrome",1536,754,"Windows 10","2022-08-24T18:15:33.884Z","success","summer22",1,0,8.27885
"087ES","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","5b15d20c444cef0001cb1153","prolific","asynch","TRUE","I tried my best on each question",3,4,3,"",37,"us","English","some college","Fine Arts","Male","","chrome",1536,755,"Windows 8.1","2022-08-24T07:44:48.347Z","success","summer22",4,0,7.9126
"JYQBU","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","5654175604212700054a12b1","prolific","asynch","TRUE","I tried my best on each question",4,4,1,"",31,"United States","English","Secondary School/Highschool","Fine Arts","Male","","chrome",1920,937,"Windows 10","2022-08-24T07:48:26.743Z","success","summer22",3,0,9.00651666666667
"S0HHG","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","62fb516e94e3e8aa31c1e0e7","prolific","asynch","TRUE","I tried my best on each question",4,3,5,"",24,"United States","English","Secondary School/Highschool","Fine Arts","Male","","chrome",1920,969,"Windows 10","2022-08-24T07:34:36.352Z","success","summer22",3,10,14.1539833333333
"MY0UR","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","5d9fa04cd8034b0016b65d79","prolific","asynch","FALSE","I tried my best on each question",5,3,3,"none",19,"usa","English","Bachelors Degree","Math or Computer Sciences","Male","no","chrome",1637,784,"Mac OS","2022-08-24T18:54:20.631Z","success","summer22",1,0,3.50645
"MVXS8","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","62fdda76250ace9232630851","prolific","asynch","TRUE","I tried my best on most questions",4,3,2,"",31,"United States","English","Graduate Degree","Humanities","Male","","chrome",1352,761,"Mac OS","2022-08-24T19:02:28.894Z","success","summer22",1,0,6.55833333333333
"FNUCO","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","5a6fd0626923df0001ef977b","prolific","asynch","TRUE","I tried my best on each question",4,3,3,"I was confused about how the graph worked and it took me a few questions to finally figure it out, so those first questions are wrong.",34,"United States","English","Bachelors Degree","Fine Arts","Other-Not Listed","","chrome",1280,697,"Mac OS","2022-08-24T07:36:11.528Z","success","summer22",1,9,10.0265666666667
"2P7ZX","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","62bdeca4922726b49ec42dc3","prolific","asynch","TRUE","I tried my best on each question",4,3,5,"I have never seen a scheduling matrix like this and I am very intrigued by it.",39,"USA","English","some college","Social Sciences (incl. CogSci)","Male","None","chrome",1920,1007,"Windows 10","2022-08-24T07:49:55.914Z","success","summer22",1,0,15.3937
"64SNN","SGC4D","11311112","TRI-equilateral","suPROLIFIC","63058a8765a9341fb889e9f8","62ceb98594c924be25e1db41","prolific","asynch","TRUE","I tried my best on each question",4,4,2,"That chart/graph was unusual so a little difficult to read because of its shape.",31,"United States","English","some college","Humanities","Female","No","chrome",1600,789,"Windows 10","2022-08-24T03:13:02.777Z","success","summer22",1,0,15.7003
"PUPNU","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","62bdcbd1a1792d25af8c4e96","prolific","asynch","TRUE","I tried my best on each question",3,5,4,"",27,"USA","English","Primary School","Math or Computer Sciences","Other-Not Listed","","chrome",1920,969,"Windows 10","2022-08-24T19:06:09.472Z","success","summer22",3,0,7.38403333333333
"MV1AX","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","5ba345bcf07414000106135e","prolific","asynch","TRUE","I tried my best on each question",3,4,3,"",61,"UNITED STATES","English","Associates Degree","Math or Computer Sciences","Male","No","chrome",1920,969,"Windows 7","2022-08-24T07:44:58.659Z","success","summer22",2,1,15.6227833333333
"D46SH","SGC4D","11311112","TRI-equilateral","suPROLIFIC","63058a8765a9341fb889e9f8","6100b6365a3b961d941f7071","prolific","asynch","TRUE","I tried my best on each question",2,4,5,"I think I semi-misread the graph for the first few questions until I was asked about ends of shifts and I realized how that represented, and then I think everything clicked into place. (But also I might have gotten the first few right anyway, I'm honestly not sure, I just know I didn't consciously fully understand how the graph worked until a couple questions in.) This was so interesting, thank you!",23,"United States","English","Bachelors Degree","Humanities","Female","No.","chrome",1280,720,"Mac OS","2022-08-24T04:12:33.226Z","success","summer22",1,10,16.0327833333333
"JNM09","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","5bacc9bc42a1d1000187669b","prolific","asynch","TRUE","I tried my best on each question",4,3,2,"I found it useful for start time and length but not breaks and end times.",42,"US","English","Bachelors Degree","Math or Computer Sciences","Female","No","chrome",1280,697,"Mac OS","2022-08-24T08:33:48.410Z","success","summer22",1,0,11.48615
"350NF","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","630633e8b2adbf1157f42b22","prolific","asynch","TRUE","I tried my best on most questions",3,3,1,"The coffee break times were really confusing",30,"United States","English","some college","Math or Computer Sciences","Male","no","chrome",1280,720,"Windows 10","2022-08-24T18:33:06.360Z","success","summer22",3,0,10.0263833333333
"FBHZA","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","60ef4d541f9d5122ffad5d48","prolific","asynch","TRUE","I tried my best on each question",3,4,5,"",25,"United States","English","Secondary School/Highschool","Math or Computer Sciences","Male","No I don't.","chrome",1366,695,"Windows 10","2022-08-24T18:50:32.974Z","success","summer22",1.5,0,25.5873
"RR0NP","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","5de6cf8c601a8f035e47b907","prolific","asynch","TRUE","I tried my best on each question",4,4,2,"Almost at the end I realized the upper left to lower right axis showed the shifts end time but with out some type of additional visualization cue (bold line?) I found I needed to continue doing math for most of the questions.",47,"United States","English","Associates Degree","Math or Computer Sciences","Female","I don't think so.","chrome",1920,937,"Windows 10","2022-08-24T18:05:19.633Z","success","summer22",1,11,23.9325
"66H6K","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","630585f90861b070751c521d","61138937023e260faf9d04b4","prolific","asynch","FALSE","I tried my best on each question",4,3,4,"",33,"United States","English","Bachelors Degree","Math or Computer Sciences","Female","No","chrome",1195,748,"Windows 10","2022-08-24T05:00:49.190Z","success","summer22",1,2,15.3023666666667
"KG1XD","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","62dbdb8628c86b2a3824da16","prolific","asynch","TRUE","I tried my best on each question",2,4,3,"A bigger graphic would be nice :)",51,"USA","English","some college","Math or Computer Sciences","Male","No.","chrome",1920,941,"Windows 10","2022-08-24T18:45:13.088Z","success","summer22",1,0,13.7358
"CKQ8J","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","630585f90861b070751c521d","610ab372d62539f535d9731b","prolific","asynch","TRUE","I tried my best on each question",3,4,4,"",28,"US","English","Bachelors Degree","Humanities","Female","no","chrome",1536,722,"Windows 10","2022-08-24T02:11:33.774Z","success","summer22",1,0,11.0570666666667
"EMS03","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","630585f90861b070751c521d","59c0a297c458e800017b5499","prolific","asynch","TRUE","I tried my best on each question",3,4,3,"The grids were difficult to navigate not having straight lines down to the time, so I sometimes dropped the mouse pointer down to line it up. Hopefully I got all the multiple choices questions correct.",52,"United States","English","Associates Degree","Engineering","Male","No","chrome",2752,1034,"Windows 10","2022-08-24T04:26:16.238Z","success","summer22",1,0,15.2398166666667
"9BLWS","SGC4D","11311112","TRI-equilateral","suPROLIFIC","63058a8765a9341fb889e9f8","5e27727328b7b698b037ee6c","prolific","asynch","FALSE","I tried my best on each question",4,1,3,"maybe a bit more instructions on how to read the pyramid scheduling. ",36,"USA","English","Bachelors Degree","Social Sciences (incl. CogSci)","Male","no","chrome",1396,785,"Windows 10","2022-08-24T04:49:14.207Z","success","summer22",1,1,8.34005
"V82NP","SGC4D","11311112","TRI-equilateral","suPROLIFIC","63058a8765a9341fb889e9f8","60ff10899697dd7bdbdac10f","prolific","asynch","TRUE","I tried my best on each question",3,4,4,"",22,"USA","English","Bachelors Degree","Biomedical & Health Sciences","Female","","chrome",1366,768,"Windows 10","2022-08-24T03:07:51.568Z","success","summer22",1,10,6.63628333333333
"TCJCD","SGC4D","11311112","TRI-equilateral","suPROLIFIC","63058a8765a9341fb889e9f8","579a4c6a82f7f90001ee9d92","prolific","asynch","TRUE","I tried my best on each question",3,3,5,"I can't think of anything I might add here. Sorry.",51,"USA","English","some college","Fine Arts","Female","No","chrome",1440,707,"Chrome OS","2022-08-24T05:00:13.458Z","success","summer22",4,1,16.5846333333333
"35BO6","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","606492360e422d12dc63000e","prolific","asynch","TRUE","I tried my best on each question",4,5,5,"Very hard to read the schedule",26,"United States","English","Graduate Degree","Biomedical & Health Sciences","Male","","chrome",1920,976,"Windows 10","2022-08-24T07:43:24.526Z","success","summer22",1,0,7.22048333333333
"YSHXL","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","612d18cff20cd023bd839bde","prolific","asynch","FALSE","I tried my best on each question",5,2,3,"I truly tried my best. Honest! But the graph was very difficult to follow. I could not understand it so some of my answers were guesses. Not because I didn't try hard, but because I truly did not understand.",47,"USA","English","Associates Degree","Social Sciences (incl. CogSci)","Female","Neurological - early onset cognitive decline","chrome",1920,961,"Windows 10","2022-08-24T07:48:45.364Z","success","summer22",3,0,12.5915333333333
"5D438","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","5a7f44ec8fe2dc000105c9b0","prolific","asynch","TRUE","I tried my best on each question",2,5,5,"None",32,"US","English","Graduate Degree","Math or Computer Sciences","Male","None","chrome",1920,969,"Windows 10","2022-08-24T06:54:10.383Z","success","summer22",1,0,11.9236333333333
"K8UXV","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","62f3fd82d8bca81b9ba8842d","prolific","asynch","TRUE","I tried my best on most questions",1,2,3,"I was completely mistaken in the beginning of the task with start time and end time on the graph. This resulted in me getting a number of them wrong, it was a a bad oversight on my end. Apologies for the initial incorrect data, the last few should be correct. If I could redo the task I would, to prove more accurate results on my end. My apologies again, I hope my data still proves useful on this.  ",22,"United States","English","Secondary School/Highschool","Fine Arts","Male","I do not ","chrome",2560,1297,"Windows 10","2022-08-24T07:45:31.845Z","success","summer22",4,1,27.22695
"X2J7T","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","61081aed7c3142ce4e945d81","prolific","asynch","TRUE","I tried my best on each question",3,3,4,"",25,"United States","English","Bachelors Degree","Humanities","Female","","chrome",1440,821,"Mac OS","2022-08-24T17:55:30.542Z","success","summer22",1,0,6.04848333333333
"S1RTD","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","5589cd58fdf99b18be3203af","prolific","asynch","TRUE","I tried my best on each question",4,3,4,"Nothing",38,"United States","English","Bachelors Degree","Social Sciences (incl. CogSci)","Female","No","chrome",1536,722,"Windows 10","2022-08-24T18:56:15.939Z","success","summer22",2,1,8.2849
"44H3S","SGC4D","11311112","TRI-equilateral","suPROLIFIC","63058a8765a9341fb889e9f8","5aeab6e39e185a0001b9e272","prolific","asynch","TRUE","I tried my best on each question",5,1,4,"I foudn the graph so hard to read and understand!",31,"United States","English","some college","Humanities","Female","","chrome",1536,754,"Windows 10","2022-08-24T04:09:34.251Z","success","summer22",3.5,0,7.33753333333333
"DCKVC","SGC4D","11311112","TRI-equilateral","suPROLIFIC","63058a8765a9341fb889e9f8","6100f11d098c8c861e11cb9f","prolific","asynch","TRUE","I tried my best on each question",2,4,4,"I enjoyed how complex the chart was",20,"United States","English","some college","Social Sciences (incl. CogSci)","Male","No","chrome",1536,873,"Windows 10","2022-08-24T04:34:29.073Z","success","summer22",1,0,26.5479166666667
"6BK5K","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","60d13d406f3b34d6791c8831","prolific","asynch","TRUE","I tried my best on each question",2,4,4,"I had a good time!",25,"USA","English","some college","Math or Computer Sciences","Male","No.","chrome",1600,821,"Mac OS","2022-08-24T08:24:54.841Z","success","summer22",2,0,38.4292
"GUQ7E","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","630585f90861b070751c521d","5bc9f8b677740000016a08b5","prolific","asynch","TRUE","I tried my best on each question",4,3,5,"nothing",47,"USA","English","Bachelors Degree","Social Sciences (incl. CogSci)","Female","no","chrome",1280,720,"Windows 10","2022-08-24T04:37:25.823Z","success","summer22",1,0,11.7361666666667
"GOHER","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","61002d0b8920b51da825d9d3","prolific","asynch","TRUE","I tried my best on each question",5,2,2,"",24,"USA","English","Bachelors Degree","Social Sciences (incl. CogSci)","Female","N/A","chrome",1536,714,"Windows 10","2022-08-24T17:58:55.141Z","success","summer22",1,2,4.70373333333333
"7MO2B","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","5f49f3262a3d07563d14a7f1","prolific","asynch","TRUE","I tried my best on each question",4,3,5,"N/A",28,"United States","English","Bachelors Degree","Fine Arts","Male","No","chrome",1366,696,"Windows 10","2022-08-24T07:30:58.344Z","success","summer22",3,0,18.1039
"9JE0Q","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","628409abe8772d1f138b7f14","prolific","asynch","TRUE","I tried my best on each question",4,2,4,"Explaining how the graph is read would have been helpful to try and keep information straight.",49,"United States","English","Bachelors Degree","Social Sciences (incl. CogSci)","Female","No","chrome",1920,947,"Windows 10","2022-08-24T18:48:53.981Z","success","summer22",1,5,9.16256666666667
"BMT62","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","614d465852620924f85603c8","prolific","asynch","TRUE","I tried my best on each question",3,5,4,"That graph was tricky to read. I would def choose a different graph if I managed the schedule for acme. like one with bars on it. ",35,"United States","English","some college","Math or Computer Sciences","Female","My reading conmprehinsion is a reason I double check all problems","chrome",1634,783,"Windows 10","2022-08-24T07:31:37.694Z","success","summer22",1,0,38.2314
"1GLWL","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","611c0228cb6bd61a906c8845","prolific","asynch","FALSE","I tried my best on each question",3,4,4,"",22,"United States","English","Secondary School/Highschool","Fine Arts","Female","","chrome",1920,969,"Windows 10","2022-08-24T18:58:09.741Z","success","summer22",1,0,10.0735166666667
"L5J42","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","62bdeb6839de2a6585202286","prolific","asynch","FALSE","I tried my best on each question",5,1,5,"I really enjoyed it even though I don't think I did very well.",42,"United States","English","some college","Engineering","Male","No","chrome",1920,937,"Windows 10","2022-08-24T07:48:23.624Z","success","summer22",1,1,12.7474
"0B9KO","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","577f70d1454e5400015f1845","prolific","asynch","TRUE","I tried my best on each question",3,3,3,"",62,"United States","English","Bachelors Degree","Fine Arts","Male","","chrome",1920,929,"Windows 10","2022-08-24T18:50:50.955Z","success","summer22",1,1,12.0848166666667
"76BPO","SGC4D","11311112","TRI-equilateral","suPROLIFIC","63058a8765a9341fb889e9f8","62cb2fda77bec729c86fbbba","prolific","asynch","FALSE","I tried my best on each question",4,4,2,"",39,"United States","English","Bachelors Degree","Social Sciences (incl. CogSci)","Male","no","chrome",1707,891,"Windows 10","2022-08-24T04:38:06.458Z","success","summer22",1,0,10.8460333333333
"J7ZQM","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","610016a0ab72f8793ea043e5","prolific","asynch","TRUE","I tried my best on each question",3,4,2,"The graph isn't that easy to quickly read!",30,"United States","English","Bachelors Degree","Social Sciences (incl. CogSci)","Female","","chrome",1828,1168,"Mac OS","2022-08-24T17:44:38.751Z","success","summer22",3,0,13.4396333333333
"UESF5","SGC4D","11311112","TRI-equilateral","suPROLIFIC","63058a8765a9341fb889e9f8","60d13c261171b69977e81f9b","prolific","asynch","TRUE","I tried my best on each question",5,5,4,"",32,"United States","English","Graduate Degree","Social Sciences (incl. CogSci)","Male","","chrome",1920,1057,"Windows 10","2022-08-24T04:22:30.428Z","success","summer22",1,1,10.7419333333333
"DBJU1","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","5f4fd146ee39f70f490889c9","prolific","asynch","TRUE","I tried my best on each question",3,3,4,"",24,"America","English","Associates Degree","Math or Computer Sciences","Male","","chrome",1920,1093,"Windows 10","2022-08-24T07:11:04.052Z","success","summer22",1,1,8.24921666666667
"EJ13F","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","630585f90861b070751c521d","610842d3e4ba6eb0276f4a89","prolific","asynch","TRUE","I tried my best on each question",2,4,4,"",47,"United States","English","Graduate Degree","Biomedical & Health Sciences","Female","no","chrome",1280,689,"Mac OS","2022-08-24T04:55:08.185Z","success","summer22",1,0,7.50455
"YD7QB","SGC4D","11311112","TRI-equilateral","suPROLIFIC","63058a8765a9341fb889e9f8","610b1ad30daed5064d31c2c3","prolific","asynch","TRUE","I tried my best on each question",2,5,4,"",19,"USA","English","some college","Fine Arts","Male","no","chrome",1440,725,"Mac OS","2022-08-24T04:48:15.566Z","success","summer22",1,0,7.49738333333333
"AHBSX","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","6153262ce40377b67913ca13","prolific","asynch","TRUE","I tried my best on each question",3,5,5,"",52,"United States","English","Graduate Degree","Social Sciences (incl. CogSci)","Female","No","chrome",1536,718,"Windows 10","2022-08-24T19:30:33.282Z","success","summer22",1,10,6.6026
"LJTQR","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","5d29346269a747001acdb205","prolific","asynch","TRUE","I tried my best on each question",2,5,4,"",41,"usa","English","Graduate Degree","Engineering","Female","no","chrome",1536,722,"Windows 10","2022-08-24T18:37:07.180Z","success","summer22",2,12,6.71031666666667
"AU60S","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","6305bc183e587c9c646d5f33","580d5d1f357e890001dd14ce","prolific","asynch","TRUE","I tried my best on each question",4,3,3,"",38,"United States","English","Secondary School/Highschool","Fine Arts","Male","I have ADHD","chrome",1920,977,"Windows 10","2022-08-24T07:43:30.888Z","success","summer22",2,0,5.454
"OOXNY","SGC4D","11111112","ORTH-equilateral","suPROLIFIC","630585f90861b070751c521d","5d229433f9b71c00010853ed","prolific","asynch","FALSE","I tried my best on most questions",3,2,1,"this graph was hard to understand",22,"USA","English","Associates Degree","Humanities","Male","","chrome",1920,969,"Windows 10","2022-08-24T02:05:14.610Z","success","summer22",2,0,8.78376666666667
"B4AM3","SGC4D","11311112","TRI-equilateral","suPROLIFIC","63058a8765a9341fb889e9f8","574ce0a57fd0ec000db73aa6","prolific","asynch","TRUE","I tried my best on each question",2,5,5,"I enjoyed using the triangle chart to determine the shifts. I've never done it before. It was an interesting new design!",71,"USA","English","Secondary School/Highschool","Math or Computer Sciences","Female","N/A","chrome",1536,730,"Windows 10","2022-08-24T05:19:49.958Z","success","summer22",3.5,0,8.78666666666667
"09NKA","SGC4D","11311112","TRI-equilateral","suPROLIFIC","6305c006f42920bf5e5e3336","589fcf7a9b4be40001fdcff5","prolific","asynch","TRUE","I tried my best on each question",5,2,2,"this was very confusing",37,"United States","English","Associates Degree","Biomedical & Health Sciences","Female","","chrome",1536,722,"Windows 10","2022-08-24T19:26:30.498Z","success","summer22",1,0,11.0193166666667
"R1T02","SGC4D","11311112","TRI-equilateral","suPROLIFIC","63058a8765a9341fb889e9f8","5aeeb4903c80f200013af2ed","prolific","asynch","TRUE","I tried my best on each question",4,3,5,"",33,"United states","English","Graduate Degree","Social Sciences (incl. CogSci)","Male","","chrome",1920,969,"Windows 10","2022-08-24T04:13:09.115Z","success","summer22",1.5,0,13.8714333333333
