"subject","session","term","condition","q","question","answer","rt","correct","orth_correct","explicit","impasse","axis"
"XOZJ7","a17243733","fall21","111","7","duration+starts","FB",31018,0,1,"1","1","Orthogonal-XInside-YFull"
"XOZJ7","a17243733","fall21","111","8","duration+contained","",55702,0,0,"1","1","Orthogonal-XInside-YFull"
"XOZJ7","a17243733","fall21","111","10","ends","E",11960,1,0,"1","1","Orthogonal-XInside-YFull"
"XOZJ7","a17243733","fall21","111","11","starttime","M",12489,0,0,"1","1","Orthogonal-XInside-YFull"
"Y7EP3","a15566972","fall21","111","5","midpoint","A",60442,1,0,"1","2","Orthogonal-XInside-YFull"
"Y7EP3","a15566972","fall21","111","6","duration","EG",8370,1,1,"1","2","Orthogonal-XInside-YFull"
"Y7EP3","a15566972","fall21","111","8","duration+contained","CX",59111,0,0,"1","2","Orthogonal-XInside-YFull"
"Y7EP3","a15566972","fall21","111","11","starttime","FB",13217,0,1,"1","2","Orthogonal-XInside-YFull"
"Y7EP3","a15566972","fall21","111","13","meets","PLH",35771,0,0,"1","2","Orthogonal-XInside-YFull"
"776UX","a15987011","fall21","111","5","midpoint","U",200762,0,1,"1","1","Orthogonal-XInside-YFull"
"776UX","a15987011","fall21","111","6","duration","EG",9390,1,1,"1","1","Orthogonal-XInside-YFull"
"776UX","a15987011","fall21","111","8","duration+contained","E",69617,0,1,"1","1","Orthogonal-XInside-YFull"
"776UX","a15987011","fall21","111","9","starttime+before+endtime+during","F",75924,0,0,"1","1","Orthogonal-XInside-YFull"
"776UX","a15987011","fall21","111","15","midpoint","FZ",53760,0,0,"1","1","Orthogonal-XInside-YFull"
"XCK4Q","a15497274","fall21","111","2","starts","E",16433,0,1,"1","1","Orthogonal-XInside-YFull"
"XCK4Q","a15497274","fall21","111","3","meets","Z",21753,0,1,"1","1","Orthogonal-XInside-YFull"
"XCK4Q","a15497274","fall21","111","9","starttime+before+endtime+during","I",26148,1,1,"1","1","Orthogonal-XInside-YFull"
"XCK4Q","a15497274","fall21","111","10","ends","BX",52292,0,0,"1","1","Orthogonal-XInside-YFull"
"XCK4Q","a15497274","fall21","111","11","starttime","FB",7097,0,1,"1","1","Orthogonal-XInside-YFull"
"XCK4Q","a15497274","fall21","111","12","starts","B",5252,0,1,"1","1","Orthogonal-XInside-YFull"
"XCK4Q","a15497274","fall21","111","14","endtime","",36191,0,0,"1","1","Orthogonal-XInside-YFull"
"57C0V","15994246","fall21","111","1","starttime","",28553,0,0,"1","2","Orthogonal-XInside-YFull"
"57C0V","15994246","fall21","111","3","meets","F",41858,1,0,"1","2","Orthogonal-XInside-YFull"
"57C0V","15994246","fall21","111","5","midpoint","",85633,0,0,"1","2","Orthogonal-XInside-YFull"
"57C0V","15994246","fall21","111","6","duration","EG",17653,1,1,"1","2","Orthogonal-XInside-YFull"
"57C0V","15994246","fall21","111","7","duration+starts","FB",29916,0,1,"1","2","Orthogonal-XInside-YFull"
"57C0V","15994246","fall21","111","13","meets","FX",57880,0,1,"1","2","Orthogonal-XInside-YFull"
"NV47T","a15534110","fall21","111","2","starts","G",98709,0,0,"1","2","Orthogonal-XInside-YFull"
"NV47T","a15534110","fall21","111","4","endtime","",55822,0,0,"1","2","Orthogonal-XInside-YFull"
"NV47T","a15534110","fall21","111","5","midpoint","K",67887,0,0,"1","2","Orthogonal-XInside-YFull"
"NV47T","a15534110","fall21","111","8","duration+contained","E",60423,0,1,"1","2","Orthogonal-XInside-YFull"
"NV47T","a15534110","fall21","111","10","ends","X",159148,0,1,"1","2","Orthogonal-XInside-YFull"
"NV47T","a15534110","fall21","111","11","starttime","FB",9074,0,1,"1","2","Orthogonal-XInside-YFull"
"NV47T","a15534110","fall21","111","14","endtime","PLH",31830,0,0,"1","2","Orthogonal-XInside-YFull"
"XKX1V","a16686754","fall21","111","3","meets","O",12955,0,0,"1","2","Orthogonal-XInside-YFull"
"XKX1V","a16686754","fall21","111","4","endtime","CAIOZFHJKU",27659,0,0,"1","2","Orthogonal-XInside-YFull"
"XKX1V","a16686754","fall21","111","5","midpoint","A",18593,1,0,"1","2","Orthogonal-XInside-YFull"
"XKX1V","a16686754","fall21","111","6","duration","EG",12471,1,1,"1","2","Orthogonal-XInside-YFull"
"XKX1V","a16686754","fall21","111","14","endtime","B",20429,0,1,"1","2","Orthogonal-XInside-YFull"
"XKX1V","a16686754","fall21","111","15","midpoint","",52666,0,0,"1","2","Orthogonal-XInside-YFull"
"F4XPD","a16138265","fall21","111","1","starttime","A",22785,0,1,"1","1","Orthogonal-XInside-YFull"
"F4XPD","a16138265","fall21","111","3","meets","Z",13681,0,1,"1","1","Orthogonal-XInside-YFull"
"F4XPD","a16138265","fall21","111","8","duration+contained","E",38847,0,1,"1","1","Orthogonal-XInside-YFull"
"F4XPD","a16138265","fall21","111","12","starts","B",8686,0,1,"1","1","Orthogonal-XInside-YFull"
"F4XPD","a16138265","fall21","111","15","midpoint","EF",51818,0,1,"1","1","Orthogonal-XInside-YFull"
"CLV1E","a15805246","fall21","111","11","starttime","ML",16674,1,0,"1","2","Orthogonal-XInside-YFull"
"CLV1E","a15805246","fall21","111","12","starts","G",12492,1,0,"1","2","Orthogonal-XInside-YFull"
"CLV1E","a15805246","fall21","111","13","meets","EF",23502,1,0,"1","2","Orthogonal-XInside-YFull"
"BYKF0","a16364378","fall21","111","4","endtime","U",57517,0,1,"1","1","Orthogonal-XInside-YFull"
"BYKF0","a16364378","fall21","111","5","midpoint","OH",117958,0,0,"1","1","Orthogonal-XInside-YFull"
"BYKF0","a16364378","fall21","111","6","duration","EG",9450,1,1,"1","1","Orthogonal-XInside-YFull"
"BYKF0","a16364378","fall21","111","7","duration+starts","FB",17476,0,1,"1","1","Orthogonal-XInside-YFull"
"BYKF0","a16364378","fall21","111","8","duration+contained","E",39465,0,1,"1","1","Orthogonal-XInside-YFull"
"BYKF0","a16364378","fall21","111","13","meets","FX",40134,0,1,"1","1","Orthogonal-XInside-YFull"
"OHLRP","a17203114","fall21","111","6","duration","EG",8305,1,1,"1","1","Orthogonal-XInside-YFull"
"OHLRP","a17203114","fall21","111","7","duration+starts","AX",36519,0,0,"1","1","Orthogonal-XInside-YFull"
"OHLRP","a17203114","fall21","111","8","duration+contained","KL",112682,0,0,"1","1","Orthogonal-XInside-YFull"
"OHLRP","a17203114","fall21","111","9","starttime+before+endtime+during","K",3879,0,0,"1","1","Orthogonal-XInside-YFull"
"OHLRP","a17203114","fall21","111","11","starttime","",10709,0,0,"1","1","Orthogonal-XInside-YFull"
"OHLRP","a17203114","fall21","111","12","starts","Z",58232,0,0,"1","1","Orthogonal-XInside-YFull"
"OHLRP","a17203114","fall21","111","13","meets","",9026,0,0,"1","1","Orthogonal-XInside-YFull"
"K7HSV","a17191922","fall21","111","1","starttime","",44416,0,0,"1","2","Orthogonal-XInside-YFull"
"K7HSV","a17191922","fall21","111","2","starts","",42483,0,0,"1","2","Orthogonal-XInside-YFull"
"K7HSV","a17191922","fall21","111","5","midpoint","A",26666,1,0,"1","2","Orthogonal-XInside-YFull"
"K7HSV","a17191922","fall21","111","7","duration+starts","FB",39943,0,1,"1","2","Orthogonal-XInside-YFull"
"K7HSV","a17191922","fall21","111","9","starttime+before+endtime+during","",30229,0,0,"1","2","Orthogonal-XInside-YFull"
"K7HSV","a17191922","fall21","111","10","ends","Z",7955,0,0,"1","2","Orthogonal-XInside-YFull"
"K7HSV","a17191922","fall21","111","12","starts","B",11761,0,1,"1","2","Orthogonal-XInside-YFull"
"K7HSV","a17191922","fall21","111","15","midpoint","",19337,0,0,"1","2","Orthogonal-XInside-YFull"
"BK0TH","a16324253","fall21","111","1","starttime","A",46408,0,1,"1","1","Orthogonal-XInside-YFull"
"BK0TH","a16324253","fall21","111","3","meets","Z",12303,0,1,"1","1","Orthogonal-XInside-YFull"
"BK0TH","a16324253","fall21","111","4","endtime","U",53918,0,1,"1","1","Orthogonal-XInside-YFull"
"BK0TH","a16324253","fall21","111","13","meets","FX",39338,0,1,"1","1","Orthogonal-XInside-YFull"
"BK0TH","a16324253","fall21","111","14","endtime","B",26909,0,1,"1","1","Orthogonal-XInside-YFull"
"SV1K5","a17170924","fall21","111","1","starttime","A",14688,0,1,"1","1","Orthogonal-XInside-YFull"
"SV1K5","a17170924","fall21","111","4","endtime","U",45101,0,1,"1","1","Orthogonal-XInside-YFull"
"SV1K5","a17170924","fall21","111","6","duration","EG",13831,1,1,"1","1","Orthogonal-XInside-YFull"
"SV1K5","a17170924","fall21","111","13","meets","FX",27220,0,1,"1","1","Orthogonal-XInside-YFull"
"SV1K5","a17170924","fall21","111","14","endtime","B",26333,0,1,"1","1","Orthogonal-XInside-YFull"
"9EYZ0","a15960978","fall21","111","1","starttime","CF",27496,0,0,"1","2","Orthogonal-XInside-YFull"
"9EYZ0","a15960978","fall21","111","2","starts","K",54919,1,0,"1","2","Orthogonal-XInside-YFull"
"9EYZ0","a15960978","fall21","111","8","duration+contained","GC",57949,0,0,"1","2","Orthogonal-XInside-YFull"
"9EYZ0","a15960978","fall21","111","10","ends","E",17163,1,0,"1","2","Orthogonal-XInside-YFull"
"9EYZ0","a15960978","fall21","111","11","starttime","B",18984,0,0,"1","2","Orthogonal-XInside-YFull"
"0EMZW","a16768747","fall21","111","2","starts","K",7079,1,0,"1","2","Orthogonal-XInside-YFull"
"0EMZW","a16768747","fall21","111","3","meets","F",30122,1,0,"1","2","Orthogonal-XInside-YFull"
"0EMZW","a16768747","fall21","111","4","endtime","H",9992,1,0,"1","2","Orthogonal-XInside-YFull"
"0EMZW","a16768747","fall21","111","5","midpoint","A",24547,1,0,"1","2","Orthogonal-XInside-YFull"
"0EMZW","a16768747","fall21","111","7","duration+starts","XO",28630,1,0,"1","2","Orthogonal-XInside-YFull"
"0EMZW","a16768747","fall21","111","9","starttime+before+endtime+during","I",29424,1,1,"1","2","Orthogonal-XInside-YFull"
"0EMZW","a16768747","fall21","111","11","starttime","ML",8223,1,0,"1","2","Orthogonal-XInside-YFull"
"0EMZW","a16768747","fall21","111","13","meets","EF",12304,1,0,"1","2","Orthogonal-XInside-YFull"
"0EMZW","a16768747","fall21","111","14","endtime","X",6330,1,0,"1","2","Orthogonal-XInside-YFull"
"0EMZW","a16768747","fall21","111","15","midpoint","KX",13474,1,0,"1","2","Orthogonal-XInside-YFull"
"KEMWH","a16122200","fall21","111","6","duration","EG",9167,1,1,"1","1","Orthogonal-XInside-YFull"
"KEMWH","a16122200","fall21","111","10","ends","J",19832,0,0,"1","1","Orthogonal-XInside-YFull"
"KEMWH","a16122200","fall21","111","12","starts","B",7589,0,1,"1","1","Orthogonal-XInside-YFull"
"KEMWH","a16122200","fall21","111","13","meets","EX",41726,0,0,"1","1","Orthogonal-XInside-YFull"
"TBQB2","a159507373","fall21","111","1","starttime","",38943,0,0,"1","2","Orthogonal-XInside-YFull"
"TBQB2","a159507373","fall21","111","3","meets","F",44792,1,0,"1","2","Orthogonal-XInside-YFull"
"TBQB2","a159507373","fall21","111","4","endtime","H",9645,1,0,"1","2","Orthogonal-XInside-YFull"
"TBQB2","a159507373","fall21","111","7","duration+starts","XO",13506,1,0,"1","2","Orthogonal-XInside-YFull"
"TBQB2","a159507373","fall21","111","11","starttime","ML",7180,1,0,"1","2","Orthogonal-XInside-YFull"
"TBQB2","a159507373","fall21","111","12","starts","FG",6322,0,0,"1","2","Orthogonal-XInside-YFull"
"TBQB2","a159507373","fall21","111","13","meets","EF",9891,1,0,"1","2","Orthogonal-XInside-YFull"
"TBQB2","a159507373","fall21","111","14","endtime","X",5919,1,0,"1","2","Orthogonal-XInside-YFull"
"MM806","a17103928","fall21","111","7","duration+starts","FB",12688,0,1,"1","2","Orthogonal-XInside-YFull"
"MM806","a17103928","fall21","111","8","duration+contained","E",15873,0,1,"1","2","Orthogonal-XInside-YFull"
"MM806","a17103928","fall21","111","9","starttime+before+endtime+during","I",13221,1,1,"1","2","Orthogonal-XInside-YFull"
"MM806","a17103928","fall21","111","11","starttime","FB",7537,0,1,"1","2","Orthogonal-XInside-YFull"
"S0WU7","a15131176","fall21","111","1","starttime","F",56540,1,0,"1","2","Orthogonal-XInside-YFull"
"S0WU7","a15131176","fall21","111","5","midpoint","HK",122627,0,0,"1","2","Orthogonal-XInside-YFull"
"S0WU7","a15131176","fall21","111","8","duration+contained","IJEF",82423,0,0,"1","2","Orthogonal-XInside-YFull"
"Y0MZ6","a16622511","fall21","111","4","endtime","U",95498,0,1,"1","1","Orthogonal-XInside-YFull"
"Y0MZ6","a16622511","fall21","111","5","midpoint","O",81696,1,0,"1","1","Orthogonal-XInside-YFull"
"Y0MZ6","a16622511","fall21","111","6","duration","EG",10774,1,1,"1","1","Orthogonal-XInside-YFull"
"Y0MZ6","a16622511","fall21","111","12","starts","B",5159,0,1,"1","1","Orthogonal-XInside-YFull"
"Y0MZ6","a16622511","fall21","111","13","meets","FX",18030,0,1,"1","1","Orthogonal-XInside-YFull"
"Y0MZ6","a16622511","fall21","111","14","endtime","B",41253,0,1,"1","1","Orthogonal-XInside-YFull"
"Y0MZ6","a16622511","fall21","111","15","midpoint","EF",58274,0,1,"1","1","Orthogonal-XInside-YFull"
"8V8HJ","a16229507","fall21","111","1","starttime","A",36623,0,1,"1","1","Orthogonal-XInside-YFull"
"8V8HJ","a16229507","fall21","111","6","duration","EG",28535,1,1,"1","1","Orthogonal-XInside-YFull"
"8V8HJ","a16229507","fall21","111","14","endtime","B",37216,0,1,"1","1","Orthogonal-XInside-YFull"
"8V8HJ","a16229507","fall21","111","15","midpoint","EF",45236,0,1,"1","1","Orthogonal-XInside-YFull"
"4URRL","a15401485","fall21","111","1","starttime","I",110477,0,0,"1","2","Orthogonal-XInside-YFull"
"4URRL","a15401485","fall21","111","2","starts","G",28041,0,0,"1","2","Orthogonal-XInside-YFull"
"4URRL","a15401485","fall21","111","4","endtime","D",22161,0,0,"1","2","Orthogonal-XInside-YFull"
"4URRL","a15401485","fall21","111","5","midpoint","AFG",92925,0,0,"1","2","Orthogonal-XInside-YFull"
"4URRL","a15401485","fall21","111","6","duration","EG",7695,1,1,"1","2","Orthogonal-XInside-YFull"
"4URRL","a15401485","fall21","111","9","starttime+before+endtime+during","I",63603,1,1,"1","2","Orthogonal-XInside-YFull"
"4URRL","a15401485","fall21","111","10","ends","X",111088,0,1,"1","2","Orthogonal-XInside-YFull"
"4URRL","a15401485","fall21","111","13","meets","FX",58518,0,1,"1","2","Orthogonal-XInside-YFull"
"4URRL","a15401485","fall21","111","15","midpoint","F",224568,0,0,"1","2","Orthogonal-XInside-YFull"
"8BB1M","a16950015","fall21","111","2","starts","E",12657,0,1,"1","1","Orthogonal-XInside-YFull"
"8BB1M","a16950015","fall21","111","3","meets","Z",23070,0,1,"1","1","Orthogonal-XInside-YFull"
"8BB1M","a16950015","fall21","111","5","midpoint","J",69747,0,0,"1","1","Orthogonal-XInside-YFull"
"8BB1M","a16950015","fall21","111","8","duration+contained","I",43091,0,0,"1","1","Orthogonal-XInside-YFull"
"8BB1M","a16950015","fall21","111","9","starttime+before+endtime+during","I",20783,1,1,"1","1","Orthogonal-XInside-YFull"
"8BB1M","a16950015","fall21","111","11","starttime","FB",116994,0,1,"1","1","Orthogonal-XInside-YFull"
"8BB1M","a16950015","fall21","111","12","starts","B",7776,0,1,"1","1","Orthogonal-XInside-YFull"
"WRHPM","a16613812","fall21","111","6","duration","EG",6625,1,1,"1","2","Orthogonal-XInside-YFull"
"WRHPM","a16613812","fall21","111","7","duration+starts","XO",24791,1,0,"1","2","Orthogonal-XInside-YFull"
"WRHPM","a16613812","fall21","111","9","starttime+before+endtime+during","I",20214,1,1,"1","2","Orthogonal-XInside-YFull"
"WRHPM","a16613812","fall21","111","12","starts","",6399,0,0,"1","2","Orthogonal-XInside-YFull"
"WRHPM","a16613812","fall21","111","14","endtime","X",7753,1,0,"1","2","Orthogonal-XInside-YFull"
"77SKE","a16329216","fall21","111","6","duration","EG",16439,1,1,"1","1","Orthogonal-XInside-YFull"
"77SKE","a16329216","fall21","111","7","duration+starts","FB",14839,0,1,"1","1","Orthogonal-XInside-YFull"
"77SKE","a16329216","fall21","111","9","starttime+before+endtime+during","I",22777,1,1,"1","1","Orthogonal-XInside-YFull"
"77SKE","a16329216","fall21","111","10","ends","B",8859,0,0,"1","1","Orthogonal-XInside-YFull"
"K7HM9","a16906699","fall21","111","1","starttime","F",112274,1,0,"1","1","Orthogonal-XInside-YFull"
"K7HM9","a16906699","fall21","111","3","meets","F",26327,1,0,"1","1","Orthogonal-XInside-YFull"
"K7HM9","a16906699","fall21","111","4","endtime","H",10886,1,0,"1","1","Orthogonal-XInside-YFull"
"K7HM9","a16906699","fall21","111","10","ends","E",30008,1,0,"1","1","Orthogonal-XInside-YFull"
"K7HM9","a16906699","fall21","111","11","starttime","ML",18124,1,0,"1","1","Orthogonal-XInside-YFull"
"K7HM9","a16906699","fall21","111","12","starts","G",13720,1,0,"1","1","Orthogonal-XInside-YFull"
"K7HM9","a16906699","fall21","111","13","meets","EF",24845,1,0,"1","1","Orthogonal-XInside-YFull"
"K7HM9","a16906699","fall21","111","15","midpoint","KX",19969,1,0,"1","1","Orthogonal-XInside-YFull"
"EMKFA","a15274291","fall21","111","2","starts","K",17916,1,0,"1","2","Orthogonal-XInside-YFull"
"EMKFA","a15274291","fall21","111","4","endtime","B",20094,0,0,"1","2","Orthogonal-XInside-YFull"
"EMKFA","a15274291","fall21","111","6","duration","EG",14548,1,1,"1","2","Orthogonal-XInside-YFull"
"EMKFA","a15274291","fall21","111","7","duration+starts","XO",36589,1,0,"1","2","Orthogonal-XInside-YFull"
"EMKFA","a15274291","fall21","111","8","duration+contained","J",33547,0,0,"1","2","Orthogonal-XInside-YFull"
"EMKFA","a15274291","fall21","111","14","endtime","X",15523,1,0,"1","2","Orthogonal-XInside-YFull"
"S8NY4","a16553672","fall21","111","3","meets","AUB",41380,0,0,"1","1","Orthogonal-XInside-YFull"
"S8NY4","a16553672","fall21","111","5","midpoint","O",20084,1,0,"1","1","Orthogonal-XInside-YFull"
"S8NY4","a16553672","fall21","111","6","duration","EG",12456,1,1,"1","1","Orthogonal-XInside-YFull"
"S8NY4","a16553672","fall21","111","9","starttime+before+endtime+during","I",34154,1,1,"1","1","Orthogonal-XInside-YFull"
"S8NY4","a16553672","fall21","111","11","starttime","FB",12135,0,1,"1","1","Orthogonal-XInside-YFull"
"S8NY4","a16553672","fall21","111","12","starts","FB",16729,0,0,"1","1","Orthogonal-XInside-YFull"
"S8NY4","a16553672","fall21","111","15","midpoint","B",47970,0,0,"1","1","Orthogonal-XInside-YFull"
"YAFMA","a15923414","fall21","111","4","endtime","F",10388,0,0,"1","2","Orthogonal-XInside-YFull"
"YAFMA","a15923414","fall21","111","5","midpoint","U",3298,0,0,"1","2","Orthogonal-XInside-YFull"
"YAFMA","a15923414","fall21","111","6","duration","EG",5938,1,1,"1","2","Orthogonal-XInside-YFull"
"YAFMA","a15923414","fall21","111","7","duration+starts","FB",20220,0,1,"1","2","Orthogonal-XInside-YFull"
"YAFMA","a15923414","fall21","111","15","midpoint","J",3293,0,0,"1","2","Orthogonal-XInside-YFull"
"PQA54","a15558540","fall21","111","1","starttime","A",19278,0,1,"1","1","Orthogonal-XInside-YFull"
"PQA54","a15558540","fall21","111","2","starts","E",23243,0,1,"1","1","Orthogonal-XInside-YFull"
"PQA54","a15558540","fall21","111","4","endtime","U",76636,0,1,"1","1","Orthogonal-XInside-YFull"
"PQA54","a15558540","fall21","111","9","starttime+before+endtime+during","I",57564,1,1,"1","1","Orthogonal-XInside-YFull"
"PQA54","a15558540","fall21","111","13","meets","FX",34630,0,1,"1","1","Orthogonal-XInside-YFull"
"194UU","a15957989","fall21","111","1","starttime","A",26910,0,1,"1","1","Orthogonal-XInside-YFull"
"194UU","a15957989","fall21","111","12","starts","B",42491,0,1,"1","1","Orthogonal-XInside-YFull"
"194UU","a15957989","fall21","111","13","meets","X",57384,0,0,"1","1","Orthogonal-XInside-YFull"
"194UU","a15957989","fall21","111","14","endtime","B",69970,0,1,"1","1","Orthogonal-XInside-YFull"
"FDRWD","a16675361","fall21","111","5","midpoint","U",119319,0,1,"1","1","Orthogonal-XInside-YFull"
"FDRWD","a16675361","fall21","111","6","duration","EG",13060,1,1,"1","1","Orthogonal-XInside-YFull"
"FDRWD","a16675361","fall21","111","7","duration+starts","FB",35244,0,1,"1","1","Orthogonal-XInside-YFull"
"FDRWD","a16675361","fall21","111","8","duration+contained","E",49524,0,1,"1","1","Orthogonal-XInside-YFull"
"FDRWD","a16675361","fall21","111","9","starttime+before+endtime+during","I",26380,1,1,"1","1","Orthogonal-XInside-YFull"
"FDRWD","a16675361","fall21","111","14","endtime","B",33816,0,1,"1","1","Orthogonal-XInside-YFull"
"U820R","a15867428","fall21","111","7","duration+starts","FB",24050,0,1,"1","1","Orthogonal-XInside-YFull"
"U820R","a15867428","fall21","111","8","duration+contained","IJ",67739,0,0,"1","1","Orthogonal-XInside-YFull"
"U820R","a15867428","fall21","111","9","starttime+before+endtime+during","I",24252,1,1,"1","1","Orthogonal-XInside-YFull"
"U820R","a15867428","fall21","111","10","ends","X",67448,0,1,"1","1","Orthogonal-XInside-YFull"
"U820R","a15867428","fall21","111","12","starts","B",6942,0,1,"1","1","Orthogonal-XInside-YFull"
"U820R","a15867428","fall21","111","13","meets","FX",51456,0,1,"1","1","Orthogonal-XInside-YFull"
"U820R","a15867428","fall21","111","14","endtime","B",51950,0,1,"1","1","Orthogonal-XInside-YFull"
"UH8DS","a15902241","fall21","111","2","starts","",15203,0,0,"1","2","Orthogonal-XInside-YFull"
"UH8DS","a15902241","fall21","111","3","meets","",35485,0,0,"1","2","Orthogonal-XInside-YFull"
"UH8DS","a15902241","fall21","111","6","duration","EG",12154,1,1,"1","2","Orthogonal-XInside-YFull"
"UH8DS","a15902241","fall21","111","8","duration+contained","E",51575,0,1,"1","2","Orthogonal-XInside-YFull"
"UH8DS","a15902241","fall21","111","10","ends","X",42762,0,1,"1","2","Orthogonal-XInside-YFull"
"UH8DS","a15902241","fall21","111","11","starttime","FB",10207,0,1,"1","2","Orthogonal-XInside-YFull"
"UH8DS","a15902241","fall21","111","13","meets","FX",47086,0,1,"1","2","Orthogonal-XInside-YFull"
"UQTQ6","a15468160","fall21","111","1","starttime","A",49661,0,1,"1","1","Orthogonal-XInside-YFull"
"UQTQ6","a15468160","fall21","111","2","starts","E",12979,0,1,"1","1","Orthogonal-XInside-YFull"
"UQTQ6","a15468160","fall21","111","4","endtime","U",40432,0,1,"1","1","Orthogonal-XInside-YFull"
"UQTQ6","a15468160","fall21","111","5","midpoint","U",67892,0,1,"1","1","Orthogonal-XInside-YFull"
"UQTQ6","a15468160","fall21","111","14","endtime","B",29301,0,1,"1","1","Orthogonal-XInside-YFull"
"UQTQ6","a15468160","fall21","111","15","midpoint","F",30934,0,0,"1","1","Orthogonal-XInside-YFull"
"PJYUH","a15917800","fall21","111","2","starts","K",13845,1,0,"1","2","Orthogonal-XInside-YFull"
"PJYUH","a15917800","fall21","111","5","midpoint","A",11915,1,0,"1","2","Orthogonal-XInside-YFull"
"PJYUH","a15917800","fall21","111","7","duration+starts","XO",40154,1,0,"1","2","Orthogonal-XInside-YFull"
"PJYUH","a15917800","fall21","111","14","endtime","X",5506,1,0,"1","2","Orthogonal-XInside-YFull"
"PJYUH","a15917800","fall21","111","15","midpoint","KX",10883,1,0,"1","2","Orthogonal-XInside-YFull"
"60VNG","a17126609","fall21","111","2","starts","",18376,0,0,"1","2","Orthogonal-XInside-YFull"
"60VNG","a17126609","fall21","111","3","meets","",23194,0,0,"1","2","Orthogonal-XInside-YFull"
"60VNG","a17126609","fall21","111","9","starttime+before+endtime+during","I",27354,1,1,"1","2","Orthogonal-XInside-YFull"
"60VNG","a17126609","fall21","111","11","starttime","FB",9508,0,1,"1","2","Orthogonal-XInside-YFull"
"60VNG","a17126609","fall21","111","12","starts","B",8778,0,1,"1","2","Orthogonal-XInside-YFull"
"EA6YH","a17147364","fall21","111","3","meets","Z",34317,0,1,"1","1","Orthogonal-XInside-YFull"
"EA6YH","a17147364","fall21","111","4","endtime","DE",42080,0,0,"1","1","Orthogonal-XInside-YFull"
"EA6YH","a17147364","fall21","111","5","midpoint","FG",54768,0,0,"1","1","Orthogonal-XInside-YFull"
"EA6YH","a17147364","fall21","111","6","duration","EG",26811,1,1,"1","1","Orthogonal-XInside-YFull"
"EA6YH","a17147364","fall21","111","8","duration+contained","E",103325,0,1,"1","1","Orthogonal-XInside-YFull"
"EA6YH","a17147364","fall21","111","10","ends","B",45098,0,0,"1","1","Orthogonal-XInside-YFull"
"EA6YH","a17147364","fall21","111","12","starts","B",18538,0,1,"1","1","Orthogonal-XInside-YFull"
"EA6YH","a17147364","fall21","111","14","endtime","",13442,0,0,"1","1","Orthogonal-XInside-YFull"
"EA6YH","a17147364","fall21","111","15","midpoint","EB",99000,0,0,"1","1","Orthogonal-XInside-YFull"
"UO0XA","a16965466","fall21","111","1","starttime","",15705,0,0,"1","2","Orthogonal-XInside-YFull"
"UO0XA","a16965466","fall21","111","7","duration+starts","FB",19585,0,1,"1","2","Orthogonal-XInside-YFull"
"UO0XA","a16965466","fall21","111","11","starttime","FB",23268,0,1,"1","2","Orthogonal-XInside-YFull"
"UO0XA","a16965466","fall21","111","13","meets","FX",34951,0,1,"1","2","Orthogonal-XInside-YFull"
"UO0XA","a16965466","fall21","111","14","endtime","BX",36990,0,0,"1","2","Orthogonal-XInside-YFull"
"6VLV8","a16247152","fall21","111","2","starts","C",36768,0,0,"1","2","Orthogonal-XInside-YFull"
"6VLV8","a16247152","fall21","111","4","endtime","O",36809,0,0,"1","2","Orthogonal-XInside-YFull"
"6VLV8","a16247152","fall21","111","5","midpoint","X",56859,0,0,"1","2","Orthogonal-XInside-YFull"
"6VLV8","a16247152","fall21","111","8","duration+contained","E",27049,0,1,"1","2","Orthogonal-XInside-YFull"
"6VLV8","a16247152","fall21","111","12","starts","B",12642,0,1,"1","2","Orthogonal-XInside-YFull"
"6VLV8","a16247152","fall21","111","13","meets","",27917,0,0,"1","2","Orthogonal-XInside-YFull"
"6VLV8","a16247152","fall21","111","14","endtime","B",80911,0,1,"1","2","Orthogonal-XInside-YFull"
"6VLV8","a16247152","fall21","111","15","midpoint","N",3894,0,0,"1","2","Orthogonal-XInside-YFull"
"KPZTN","a15428681","fall21","111","8","duration+contained","FGC",18486,0,0,"1","2","Orthogonal-XInside-YFull"
"KPZTN","a15428681","fall21","111","9","starttime+before+endtime+during","F",21282,0,0,"1","2","Orthogonal-XInside-YFull"
"KPZTN","a15428681","fall21","111","10","ends","B",14742,0,0,"1","2","Orthogonal-XInside-YFull"
"KPZTN","a15428681","fall21","111","12","starts","B",4059,0,1,"1","2","Orthogonal-XInside-YFull"
"W8QQ3","a16788617","fall21","111","2","starts","K",9805,1,0,"1","2","Orthogonal-XInside-YFull"
"W8QQ3","a16788617","fall21","111","6","duration","EG",14820,1,1,"1","2","Orthogonal-XInside-YFull"
"W8QQ3","a16788617","fall21","111","9","starttime+before+endtime+during","E",29652,0,0,"1","2","Orthogonal-XInside-YFull"
"7BV0L","a15513832","fall21","111","5","midpoint","U",74202,0,1,"1","1","Orthogonal-XInside-YFull"
"7BV0L","a15513832","fall21","111","6","duration","EG",9233,1,1,"1","1","Orthogonal-XInside-YFull"
"7BV0L","a15513832","fall21","111","7","duration+starts","FB",29318,0,1,"1","1","Orthogonal-XInside-YFull"
"7BV0L","a15513832","fall21","111","13","meets","EX",34845,0,0,"1","1","Orthogonal-XInside-YFull"
"7BV0L","a15513832","fall21","111","14","endtime","B",175719,0,1,"1","1","Orthogonal-XInside-YFull"
