"subject","condition","term","mode","question","q","response","correct","rt_s","num_o","pretty_condition","pretty_mode","score_TRI","score_ORTH","score_SAT_left","score_SAT_right","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_BOTH","score_ABS","score_niceABS","score_TVERSKY","tv_type","score_SATISFICE","sat_type","top_score","top_type","range","int2","interpretation","high_interpretation","score_SCALED"
"AJZV2","121","fall17","lab-synch","endtime",14,"X",TRUE,9.463,1,"none-impasse","laboratory",1,-0.0588235294117647,NA,NA,0.25,NA,1,-0.0666666666666667,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1
"AJZV2","121","fall17","lab-synch","midpoint",15,"KX",TRUE,38.165,2,"none-impasse","laboratory",1,-0.133333333333333,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1
"VLTVY","321","fall17","lab-synch","starttime",1,"AI",FALSE,33.765,2,"ixv-impasse","laboratory",-0.153846153846154,1,NA,NA,-0.166666666666667,-0.153846153846154,-0.142857142857143,NA,0,0,0,0,-0.142857142857143,"score_TV_end",NA,NA,1,"score_ORTH",1.15384615384615,"Orthogonal","Orthogonal","orthogonal",-1
"VLTVY","321","fall17","lab-synch","starts",2,"",FALSE,9.089,0,"ixv-impasse","laboratory",0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,"score_TRI",0,"blank","blank","neutral",0
"VLTVY","321","fall17","lab-synch","meets",3,"F",TRUE,33.861,1,"ixv-impasse","laboratory",1,0,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular",1
"VLTVY","321","fall17","lab-synch","endtime",4,"H",TRUE,9.12,1,"ixv-impasse","laboratory",1,-0.0833333333333333,NA,NA,0.5,-0.0714285714285714,1,NA,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"VLTVY","321","fall17","lab-synch","midpoint",5,"A",TRUE,9.477,1,"ixv-impasse","laboratory",0,-0.0769230769230769,NA,NA,0,-0.0769230769230769,-0.0833333333333333,NA,0,0,1,0,0,"score_TV_max",NA,NA,0,"score_TRI",0.0769230769230769,"?","?","neg.trans",-0.5
"VLTVY","321","fall17","lab-synch","duration",6,"EG",TRUE,20.439,2,"ixv-impasse","laboratory",1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"VLTVY","321","fall17","lab-synch","duration+starts",7,"BF",FALSE,15.618,2,"ixv-impasse","laboratory",-0.125,1,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1
"VLTVY","321","fall17","lab-synch","duration+contained",8,"E",FALSE,27.11,1,"ixv-impasse","laboratory",-0.0666666666666667,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal",-1
"VLTVY","321","fall17","lab-synch","starttime+before+endtime+during",9,"I",TRUE,19.132,1,"ixv-impasse","laboratory",1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"VLTVY","321","fall17","lab-synch","ends",10,"E",TRUE,8.511,1,"ixv-impasse","laboratory",1,-0.0625,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1
"VLTVY","321","fall17","lab-synch","starttime",11,"LM",TRUE,8.903,2,"ixv-impasse","laboratory",1,-0.125,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular",1
"VLTVY","321","fall17","lab-synch","starts",12,"G",TRUE,5.896,1,"ixv-impasse","laboratory",1,-0.0625,NA,NA,0.5,1,NA,-0.0625,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1
"VLTVY","321","fall17","lab-synch","meets",13,"EF",TRUE,9.029,2,"ixv-impasse","laboratory",1,0.433333333333333,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular",1
"VLTVY","321","fall17","lab-synch","endtime",14,"X",TRUE,6.351,1,"ixv-impasse","laboratory",1,-0.0588235294117647,NA,NA,0.25,NA,1,-0.0666666666666667,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1
"VLTVY","321","fall17","lab-synch","midpoint",15,"KX",TRUE,11.475,2,"ixv-impasse","laboratory",1,-0.133333333333333,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1
"WDOR4","221","fall17","lab-synch","starttime",1,"F",TRUE,38.07,1,"img-impasse","laboratory",1,-0.0833333333333333,NA,NA,0.5,1,-0.0714285714285714,NA,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"WDOR4","221","fall17","lab-synch","starts",2,"K",TRUE,39.353,1,"img-impasse","laboratory",1,-0.0833333333333333,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"WDOR4","221","fall17","lab-synch","meets",3,"F",TRUE,14.366,1,"img-impasse","laboratory",1,0,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular",1
"WDOR4","221","fall17","lab-synch","endtime",4,"H",TRUE,8.465,1,"img-impasse","laboratory",1,-0.0833333333333333,NA,NA,0.5,-0.0714285714285714,1,NA,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"WDOR4","221","fall17","lab-synch","midpoint",5,"A",TRUE,8.042,1,"img-impasse","laboratory",0,-0.0769230769230769,NA,NA,0,-0.0769230769230769,-0.0833333333333333,NA,0,0,1,0,0,"score_TV_max",NA,NA,0,"score_TRI",0.0769230769230769,"?","?","neg.trans",-0.5
"WDOR4","221","fall17","lab-synch","duration",6,"EG",TRUE,5.875,2,"img-impasse","laboratory",1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"WDOR4","221","fall17","lab-synch","duration+starts",7,"OX",TRUE,15.031,2,"img-impasse","laboratory",1,-0.133333333333333,NA,NA,0.25,1,-0.142857142857143,-0.125,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1
"WDOR4","221","fall17","lab-synch","duration+contained",8,"A",FALSE,16.368,1,"img-impasse","laboratory",-0.0666666666666667,-0.0666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.0666666666666667,"score_TRI",0,"?","?","neg.trans",-0.5
"WDOR4","221","fall17","lab-synch","starttime+before+endtime+during",9,"I",TRUE,18.235,1,"img-impasse","laboratory",1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"WDOR4","221","fall17","lab-synch","ends",10,"E",TRUE,13.758,1,"img-impasse","laboratory",1,-0.0625,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1
"WDOR4","221","fall17","lab-synch","starttime",11,"LM",TRUE,10.334,2,"img-impasse","laboratory",1,-0.125,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular",1
"WDOR4","221","fall17","lab-synch","starts",12,"G",TRUE,11.826,1,"img-impasse","laboratory",1,-0.0625,NA,NA,0.5,1,NA,-0.0625,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1
"WDOR4","221","fall17","lab-synch","meets",13,"EF",TRUE,19.383,2,"img-impasse","laboratory",1,0.433333333333333,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular",1
"WDOR4","221","fall17","lab-synch","endtime",14,"X",TRUE,5.359,1,"img-impasse","laboratory",1,-0.0588235294117647,NA,NA,0.25,NA,1,-0.0666666666666667,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1
"WDOR4","221","fall17","lab-synch","midpoint",15,"KX",TRUE,8.472,2,"img-impasse","laboratory",1,-0.133333333333333,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1
"AZ6AR","321","fall17","lab-synch","starttime",1,"F",TRUE,55.105,1,"ixv-impasse","laboratory",1,-0.0833333333333333,NA,NA,0.5,1,-0.0714285714285714,NA,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"AZ6AR","321","fall17","lab-synch","starts",2,"K",TRUE,48.791,1,"ixv-impasse","laboratory",1,-0.0833333333333333,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"AZ6AR","321","fall17","lab-synch","meets",3,"F",TRUE,15.365,1,"ixv-impasse","laboratory",1,0,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular",1
"AZ6AR","321","fall17","lab-synch","endtime",4,"H",TRUE,18.634,1,"ixv-impasse","laboratory",1,-0.0833333333333333,NA,NA,0.5,-0.0714285714285714,1,NA,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"AZ6AR","321","fall17","lab-synch","midpoint",5,"A",TRUE,15.545,1,"ixv-impasse","laboratory",0,-0.0769230769230769,NA,NA,0,-0.0769230769230769,-0.0833333333333333,NA,0,0,1,0,0,"score_TV_max",NA,NA,0,"score_TRI",0.0769230769230769,"?","?","neg.trans",-0.5
"AZ6AR","321","fall17","lab-synch","duration",6,"EG",TRUE,13.195,2,"ixv-impasse","laboratory",1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"AZ6AR","321","fall17","lab-synch","duration+starts",7,"OX",TRUE,50.384,2,"ixv-impasse","laboratory",1,-0.133333333333333,NA,NA,0.25,1,-0.142857142857143,-0.125,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1
"AZ6AR","321","fall17","lab-synch","duration+contained",8,"G",TRUE,16.291,1,"ixv-impasse","laboratory",1,-0.0666666666666667,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.06666666666667,"Triangular","Triangular","triangular",1
"AZ6AR","321","fall17","lab-synch","starttime+before+endtime+during",9,"I",TRUE,19.745,1,"ixv-impasse","laboratory",1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"AZ6AR","321","fall17","lab-synch","ends",10,"E",TRUE,8.711,1,"ixv-impasse","laboratory",1,-0.0625,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1
"AZ6AR","321","fall17","lab-synch","starttime",11,"LM",TRUE,21.128,2,"ixv-impasse","laboratory",1,-0.125,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular",1
"AZ6AR","321","fall17","lab-synch","starts",12,"G",TRUE,7.754,1,"ixv-impasse","laboratory",1,-0.0625,NA,NA,0.5,1,NA,-0.0625,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1
"AZ6AR","321","fall17","lab-synch","meets",13,"EF",TRUE,14.265,2,"ixv-impasse","laboratory",1,0.433333333333333,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular",1
"AZ6AR","321","fall17","lab-synch","endtime",14,"X",TRUE,7.659,1,"ixv-impasse","laboratory",1,-0.0588235294117647,NA,NA,0.25,NA,1,-0.0666666666666667,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1
"AZ6AR","321","fall17","lab-synch","midpoint",15,"KX",TRUE,13.356,2,"ixv-impasse","laboratory",1,-0.133333333333333,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1
"G7CFM","321","fall17","lab-synch","starttime",1,"F",TRUE,31.578,1,"ixv-impasse","laboratory",1,-0.0833333333333333,NA,NA,0.5,1,-0.0714285714285714,NA,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"G7CFM","321","fall17","lab-synch","starts",2,"K",TRUE,33.458,1,"ixv-impasse","laboratory",1,-0.0833333333333333,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"G7CFM","321","fall17","lab-synch","meets",3,"F",TRUE,24.747,1,"ixv-impasse","laboratory",1,0,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular",1
"G7CFM","321","fall17","lab-synch","endtime",4,"H",TRUE,14.274,1,"ixv-impasse","laboratory",1,-0.0833333333333333,NA,NA,0.5,-0.0714285714285714,1,NA,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"G7CFM","321","fall17","lab-synch","midpoint",5,"AX",FALSE,51.368,2,"ixv-impasse","laboratory",-0.0909090909090909,-0.153846153846154,NA,NA,0.333333333333333,0.923076923076923,-0.166666666666667,NA,0,0,0,0,0.923076923076923,"score_TV_start",NA,NA,0.923076923076923,"score_TVERSKY",1.07692307692308,"Tversky","Tversky","pos.trans",0.5
"G7CFM","321","fall17","lab-synch","duration",6,"EG",TRUE,26.31,2,"ixv-impasse","laboratory",1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"G7CFM","321","fall17","lab-synch","duration+starts",7,"FZ",FALSE,19.69,2,"ixv-impasse","laboratory",-0.125,0.433333333333333,NA,NA,0.025,-0.125,0.178571428571429,-0.125,0,0,0,0,0.178571428571429,"score_TV_end",NA,NA,0.433333333333333,"score_ORTH",0.558333333333333,"Orthogonal","Orthogonal","orthogonal",-1
"G7CFM","321","fall17","lab-synch","duration+contained",8,"G",TRUE,30.408,1,"ixv-impasse","laboratory",1,-0.0666666666666667,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.06666666666667,"Triangular","Triangular","triangular",1
"G7CFM","321","fall17","lab-synch","starttime+before+endtime+during",9,"E",FALSE,30.217,1,"ixv-impasse","laboratory",-0.0666666666666667,-0.0666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.0666666666666667,"score_TRI",0,"?","?","neg.trans",-0.5
"G7CFM","321","fall17","lab-synch","ends",10,"E",TRUE,17.277,1,"ixv-impasse","laboratory",1,-0.0625,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1
"G7CFM","321","fall17","lab-synch","starttime",11,"LM",TRUE,20.092,2,"ixv-impasse","laboratory",1,-0.125,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular",1
"G7CFM","321","fall17","lab-synch","starts",12,"G",TRUE,11.302,1,"ixv-impasse","laboratory",1,-0.0625,NA,NA,0.5,1,NA,-0.0625,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1
"G7CFM","321","fall17","lab-synch","meets",13,"EF",TRUE,35.997,2,"ixv-impasse","laboratory",1,0.433333333333333,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular",1
"G7CFM","321","fall17","lab-synch","endtime",14,"X",TRUE,7.544,1,"ixv-impasse","laboratory",1,-0.0588235294117647,NA,NA,0.25,NA,1,-0.0666666666666667,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1
"G7CFM","321","fall17","lab-synch","midpoint",15,"KX",TRUE,22.855,2,"ixv-impasse","laboratory",1,-0.133333333333333,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1
"LST9D","211","fall17","lab-synch","starttime",1,"A",FALSE,18.816,1,"img-none","laboratory",-0.0769230769230769,1,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal",-1
"LST9D","211","fall17","lab-synch","starts",2,"E",FALSE,21.971,1,"img-none","laboratory",-0.0833333333333333,1,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal",-1
"LST9D","211","fall17","lab-synch","meets",3,"Z",FALSE,16.687,1,"img-none","laboratory",0,1,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal",-1
"LST9D","211","fall17","lab-synch","endtime",4,"FU",FALSE,45.428,2,"img-none","laboratory",-0.142857142857143,1,NA,NA,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,0,0,0,-0.142857142857143,"score_TV_start",NA,NA,1,"score_ORTH",1.14285714285714,"Orthogonal","Orthogonal","orthogonal",-1
"LST9D","211","fall17","lab-synch","midpoint",5,"U",FALSE,95.545,1,"img-none","laboratory",-0.0909090909090909,1,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal",-1
"LST9D","211","fall17","lab-synch","duration",6,"EG",TRUE,7.551,2,"img-none","laboratory",1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"LST9D","211","fall17","lab-synch","duration+starts",7,"BF",FALSE,11.893,2,"img-none","laboratory",-0.125,1,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1
"LST9D","211","fall17","lab-synch","duration+contained",8,"E",FALSE,24.505,1,"img-none","laboratory",-0.0666666666666667,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal",-1
"LST9D","211","fall17","lab-synch","starttime+before+endtime+during",9,"I",TRUE,15.668,1,"img-none","laboratory",1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"LST9D","211","fall17","lab-synch","ends",10,"X",FALSE,23.695,1,"img-none","laboratory",-0.0625,1,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1
"LST9D","211","fall17","lab-synch","starttime",11,"BF",FALSE,17.398,2,"img-none","laboratory",-0.125,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1
"LST9D","211","fall17","lab-synch","starts",12,"B",FALSE,10.138,1,"img-none","laboratory",-0.0625,1,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1
"LST9D","211","fall17","lab-synch","meets",13,"FX",FALSE,17.881,2,"img-none","laboratory",0.433333333333333,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal",-1
"LST9D","211","fall17","lab-synch","endtime",14,"B",FALSE,22.865,1,"img-none","laboratory",-0.0588235294117647,1,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal",-1
"LST9D","211","fall17","lab-synch","midpoint",15,"EF",FALSE,38.26,2,"img-none","laboratory",-0.125,1,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1
"XY7JT","311","fall17","lab-synch","starttime",1,"F",TRUE,41.486,1,"ixv-none","laboratory",1,-0.0833333333333333,NA,NA,0.5,1,-0.0714285714285714,NA,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"XY7JT","311","fall17","lab-synch","starts",2,"K",TRUE,26.88,1,"ixv-none","laboratory",1,-0.0833333333333333,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"XY7JT","311","fall17","lab-synch","meets",3,"F",TRUE,10.288,1,"ixv-none","laboratory",1,0,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular",1
"XY7JT","311","fall17","lab-synch","endtime",4,"H",TRUE,7.864,1,"ixv-none","laboratory",1,-0.0833333333333333,NA,NA,0.5,-0.0714285714285714,1,NA,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
"XY7JT","311","fall17","lab-synch","midpoint",5,"O",TRUE,12.543,1,"ixv-none","laboratory",1,-0.0769230769230769,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular",1
"XY7JT","311","fall17","lab-synch","duration",6,"EG",TRUE,14.825,2,"ixv-none","laboratory",1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5
"XY7JT","311","fall17","lab-synch","duration+starts",7,"OX",TRUE,26.216,2,"ixv-none","laboratory",1,-0.133333333333333,NA,NA,0.25,1,-0.142857142857143,-0.125,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1
"XY7JT","311","fall17","lab-synch","duration+contained",8,"G",TRUE,46.961,1,"ixv-none","laboratory",1,-0.0666666666666667,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.06666666666667,"Triangular","Triangular","triangular",1
"XY7JT","311","fall17","lab-synch","starttime+before+endtime+during",9,"E",FALSE,101.931,1,"ixv-none","laboratory",-0.0666666666666667,-0.0666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.0666666666666667,"score_TRI",0,"?","?","neg.trans",-0.5
"XY7JT","311","fall17","lab-synch","ends",10,"E",TRUE,9.101,1,"ixv-none","laboratory",1,-0.0625,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1
"XY7JT","311","fall17","lab-synch","starttime",11,"LM",TRUE,7.884,2,"ixv-none","laboratory",1,-0.125,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular",1
"XY7JT","311","fall17","lab-synch","starts",12,"G",TRUE,7.949,1,"ixv-none","laboratory",1,-0.0625,NA,NA,0.5,1,NA,-0.0625,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1
"XY7JT","311","fall17","lab-synch","meets",13,"EF",TRUE,10.826,2,"ixv-none","laboratory",1,0.433333333333333,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular",1
"XY7JT","311","fall17","lab-synch","endtime",14,"X",TRUE,5.624,1,"ixv-none","laboratory",1,-0.0588235294117647,NA,NA,0.25,NA,1,-0.0666666666666667,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1
"XY7JT","311","fall17","lab-synch","midpoint",15,"KX",TRUE,21.366,2,"ixv-none","laboratory",1,-0.133333333333333,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1
"ZSBDA","221","fall17","lab-synch","starttime",1,"",FALSE,22.137,0,"img-impasse","laboratory",0,0,NA,NA,0,0,0,NA,0,0,0,0,0,"score_TV_max",NA,NA,0,"score_TRI",0,"blank","blank","neutral",0
"ZSBDA","221","fall17","lab-synch","starts",2,"K",TRUE,34.493,1,"img-impasse","laboratory",1,-0.0833333333333333,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1
