"subject","mode","pretty_condition","question","score","implicit","explicit"
"KBCXA","lab-synch","ixv-control",5,5,"none","ixv"
"KBCXA","lab-synch","ixv-control",6,6,"none","ixv"
"KBCXA","lab-synch","ixv-control",7,7,"none","ixv"
"KBCXA","lab-synch","ixv-control",8,8,"none","ixv"
"KBCXA","lab-synch","ixv-control",9,9,"none","ixv"
"KBCXA","lab-synch","ixv-control",10,10,"none","ixv"
"KBCXA","lab-synch","ixv-control",11,11,"none","ixv"
"KBCXA","lab-synch","ixv-control",12,12,"none","ixv"
"KBCXA","lab-synch","ixv-control",13,13,"none","ixv"
"OMHWY","lab-synch","img-impasse",1,0,"impasse","img"
"OMHWY","lab-synch","img-impasse",2,0,"impasse","img"
"OMHWY","lab-synch","img-impasse",3,0.5,"impasse","img"
"OMHWY","lab-synch","img-impasse",4,0,"impasse","img"
"OMHWY","lab-synch","img-impasse",5,1,"impasse","img"
"OMHWY","lab-synch","img-impasse",6,2,"impasse","img"
"OMHWY","lab-synch","img-impasse",7,3,"impasse","img"
"OMHWY","lab-synch","img-impasse",8,4,"impasse","img"
"OMHWY","lab-synch","img-impasse",9,5,"impasse","img"
"OMHWY","lab-synch","img-impasse",10,6,"impasse","img"
"OMHWY","lab-synch","img-impasse",11,7,"impasse","img"
"OMHWY","lab-synch","img-impasse",12,8,"impasse","img"
"OMHWY","lab-synch","img-impasse",13,9,"impasse","img"
"G5XSH","lab-synch","ixv-control",1,-1,"none","ixv"
"G5XSH","lab-synch","ixv-control",2,-2,"none","ixv"
"G5XSH","lab-synch","ixv-control",3,-1,"none","ixv"
"G5XSH","lab-synch","ixv-control",4,0,"none","ixv"
"G5XSH","lab-synch","ixv-control",5,1,"none","ixv"
"G5XSH","lab-synch","ixv-control",6,2,"none","ixv"
"G5XSH","lab-synch","ixv-control",7,3,"none","ixv"
"G5XSH","lab-synch","ixv-control",8,4,"none","ixv"
"G5XSH","lab-synch","ixv-control",9,5,"none","ixv"
"G5XSH","lab-synch","ixv-control",10,6,"none","ixv"
"G5XSH","lab-synch","ixv-control",11,5.5,"none","ixv"
"G5XSH","lab-synch","ixv-control",12,6.5,"none","ixv"
"G5XSH","lab-synch","ixv-control",13,7.5,"none","ixv"
"TW03E","lab-synch","img-impasse",1,1,"impasse","img"
"TW03E","lab-synch","img-impasse",2,2,"impasse","img"
"TW03E","lab-synch","img-impasse",3,3,"impasse","img"
"TW03E","lab-synch","img-impasse",4,4,"impasse","img"
"TW03E","lab-synch","img-impasse",5,5,"impasse","img"
"TW03E","lab-synch","img-impasse",6,4,"impasse","img"
"TW03E","lab-synch","img-impasse",7,5,"impasse","img"
"TW03E","lab-synch","img-impasse",8,6,"impasse","img"
"TW03E","lab-synch","img-impasse",9,7,"impasse","img"
"TW03E","lab-synch","img-impasse",10,8,"impasse","img"
"TW03E","lab-synch","img-impasse",11,9,"impasse","img"
"TW03E","lab-synch","img-impasse",12,10,"impasse","img"
"TW03E","lab-synch","img-impasse",13,11,"impasse","img"
"MABX4","lab-synch","none-impasse",1,0.5,"impasse","none"
"MABX4","lab-synch","none-impasse",2,1,"impasse","none"
"MABX4","lab-synch","none-impasse",3,2,"impasse","none"
"MABX4","lab-synch","none-impasse",4,3,"impasse","none"
"MABX4","lab-synch","none-impasse",5,4,"impasse","none"
"MABX4","lab-synch","none-impasse",6,4.5,"impasse","none"
"MABX4","lab-synch","none-impasse",7,5.5,"impasse","none"
"MABX4","lab-synch","none-impasse",8,6.5,"impasse","none"
"MABX4","lab-synch","none-impasse",9,7.5,"impasse","none"
"MABX4","lab-synch","none-impasse",10,8.5,"impasse","none"
"MABX4","lab-synch","none-impasse",11,9.5,"impasse","none"
"MABX4","lab-synch","none-impasse",12,10.5,"impasse","none"
"MABX4","lab-synch","none-impasse",13,11.5,"impasse","none"
"33WRC","lab-synch","ixv-impasse",1,1,"impasse","ixv"
"33WRC","lab-synch","ixv-impasse",2,2,"impasse","ixv"
"33WRC","lab-synch","ixv-impasse",3,3,"impasse","ixv"
"33WRC","lab-synch","ixv-impasse",4,4,"impasse","ixv"
"33WRC","lab-synch","ixv-impasse",5,5,"impasse","ixv"
"33WRC","lab-synch","ixv-impasse",6,6,"impasse","ixv"
"33WRC","lab-synch","ixv-impasse",7,7,"impasse","ixv"
"33WRC","lab-synch","ixv-impasse",8,8,"impasse","ixv"
"33WRC","lab-synch","ixv-impasse",9,9,"impasse","ixv"
"33WRC","lab-synch","ixv-impasse",10,10,"impasse","ixv"
"33WRC","lab-synch","ixv-impasse",11,11,"impasse","ixv"
"33WRC","lab-synch","ixv-impasse",12,12,"impasse","ixv"
"33WRC","lab-synch","ixv-impasse",13,13,"impasse","ixv"
"DC2Y0","lab-synch","none-impasse",1,1,"impasse","none"
"DC2Y0","lab-synch","none-impasse",2,2,"impasse","none"
"DC2Y0","lab-synch","none-impasse",3,3,"impasse","none"
"DC2Y0","lab-synch","none-impasse",4,4,"impasse","none"
"DC2Y0","lab-synch","none-impasse",5,4.5,"impasse","none"
"DC2Y0","lab-synch","none-impasse",6,3.5,"impasse","none"
"DC2Y0","lab-synch","none-impasse",7,4.5,"impasse","none"
"DC2Y0","lab-synch","none-impasse",8,5.5,"impasse","none"
"DC2Y0","lab-synch","none-impasse",9,6.5,"impasse","none"
"DC2Y0","lab-synch","none-impasse",10,7.5,"impasse","none"
"DC2Y0","lab-synch","none-impasse",11,7,"impasse","none"
"DC2Y0","lab-synch","none-impasse",12,8,"impasse","none"
"DC2Y0","lab-synch","none-impasse",13,7.5,"impasse","none"
"8970T","lab-synch","ixv-impasse",1,1,"impasse","ixv"
"8970T","lab-synch","ixv-impasse",2,2,"impasse","ixv"
"8970T","lab-synch","ixv-impasse",3,3,"impasse","ixv"
"8970T","lab-synch","ixv-impasse",4,4,"impasse","ixv"
"8970T","lab-synch","ixv-impasse",5,5,"impasse","ixv"
"8970T","lab-synch","ixv-impasse",6,6,"impasse","ixv"
"8970T","lab-synch","ixv-impasse",7,7,"impasse","ixv"
"8970T","lab-synch","ixv-impasse",8,8,"impasse","ixv"
"8970T","lab-synch","ixv-impasse",9,9,"impasse","ixv"
"8970T","lab-synch","ixv-impasse",10,10,"impasse","ixv"
"8970T","lab-synch","ixv-impasse",11,11,"impasse","ixv"
"8970T","lab-synch","ixv-impasse",12,12,"impasse","ixv"
"8970T","lab-synch","ixv-impasse",13,13,"impasse","ixv"
"JO9RJ","lab-synch","img-control",1,1,"none","img"
"JO9RJ","lab-synch","img-control",2,2,"none","img"
"JO9RJ","lab-synch","img-control",3,3,"none","img"
"JO9RJ","lab-synch","img-control",4,4,"none","img"
"JO9RJ","lab-synch","img-control",5,5,"none","img"
"JO9RJ","lab-synch","img-control",6,6,"none","img"
"JO9RJ","lab-synch","img-control",7,7,"none","img"
"JO9RJ","lab-synch","img-control",8,8,"none","img"
"JO9RJ","lab-synch","img-control",9,9,"none","img"
"JO9RJ","lab-synch","img-control",10,10,"none","img"
"JO9RJ","lab-synch","img-control",11,11,"none","img"
"JO9RJ","lab-synch","img-control",12,12,"none","img"
"JO9RJ","lab-synch","img-control",13,13,"none","img"
"7K5C9","lab-synch","img-control",1,-1,"none","img"
"7K5C9","lab-synch","img-control",2,0,"none","img"
"7K5C9","lab-synch","img-control",3,1,"none","img"
"7K5C9","lab-synch","img-control",4,2,"none","img"
"7K5C9","lab-synch","img-control",5,3,"none","img"
"7K5C9","lab-synch","img-control",6,4,"none","img"
"7K5C9","lab-synch","img-control",7,5,"none","img"
"7K5C9","lab-synch","img-control",8,6,"none","img"
"7K5C9","lab-synch","img-control",9,7,"none","img"
"7K5C9","lab-synch","img-control",10,8,"none","img"
"7K5C9","lab-synch","img-control",11,9,"none","img"
"7K5C9","lab-synch","img-control",12,10,"none","img"
"7K5C9","lab-synch","img-control",13,11,"none","img"
"N8EYG","lab-synch","img-control",1,-1,"none","img"
"N8EYG","lab-synch","img-control",2,-2,"none","img"
"N8EYG","lab-synch","img-control",3,-3,"none","img"
"N8EYG","lab-synch","img-control",4,-3,"none","img"
"N8EYG","lab-synch","img-control",5,-2,"none","img"
"N8EYG","lab-synch","img-control",6,-3,"none","img"
"N8EYG","lab-synch","img-control",7,-3.5,"none","img"
"N8EYG","lab-synch","img-control",8,-2.5,"none","img"
"N8EYG","lab-synch","img-control",9,-3.5,"none","img"
"N8EYG","lab-synch","img-control",10,-4.5,"none","img"
"N8EYG","lab-synch","img-control",11,-5.5,"none","img"
"N8EYG","lab-synch","img-control",12,-6,"none","img"
"N8EYG","lab-synch","img-control",13,-7,"none","img"
"6CR5M","lab-synch","ixv-control",1,1,"none","ixv"
"6CR5M","lab-synch","ixv-control",2,2,"none","ixv"
"6CR5M","lab-synch","ixv-control",3,3,"none","ixv"
"6CR5M","lab-synch","ixv-control",4,4,"none","ixv"
"6CR5M","lab-synch","ixv-control",5,5,"none","ixv"
"6CR5M","lab-synch","ixv-control",6,6,"none","ixv"
"6CR5M","lab-synch","ixv-control",7,7,"none","ixv"
"6CR5M","lab-synch","ixv-control",8,8,"none","ixv"
"6CR5M","lab-synch","ixv-control",9,9,"none","ixv"
"6CR5M","lab-synch","ixv-control",10,10,"none","ixv"
"6CR5M","lab-synch","ixv-control",11,11,"none","ixv"
"6CR5M","lab-synch","ixv-control",12,12,"none","ixv"
"6CR5M","lab-synch","ixv-control",13,13,"none","ixv"
"94FPA","lab-synch","ixv-impasse",1,1,"impasse","ixv"
"94FPA","lab-synch","ixv-impasse",2,2,"impasse","ixv"
"94FPA","lab-synch","ixv-impasse",3,3,"impasse","ixv"
"94FPA","lab-synch","ixv-impasse",4,4,"impasse","ixv"
"94FPA","lab-synch","ixv-impasse",5,5,"impasse","ixv"
"94FPA","lab-synch","ixv-impasse",6,6,"impasse","ixv"
"94FPA","lab-synch","ixv-impasse",7,7,"impasse","ixv"
"94FPA","lab-synch","ixv-impasse",8,8,"impasse","ixv"
"94FPA","lab-synch","ixv-impasse",9,9,"impasse","ixv"
"94FPA","lab-synch","ixv-impasse",10,10,"impasse","ixv"
"94FPA","lab-synch","ixv-impasse",11,9.5,"impasse","ixv"
"94FPA","lab-synch","ixv-impasse",12,10.5,"impasse","ixv"
"94FPA","lab-synch","ixv-impasse",13,11.5,"impasse","ixv"
"6G1ZR","lab-synch","none-control",1,-1,"none","none"
"6G1ZR","lab-synch","none-control",2,-2,"none","none"
"6G1ZR","lab-synch","none-control",3,-3,"none","none"
"6G1ZR","lab-synch","none-control",4,-4,"none","none"
"6G1ZR","lab-synch","none-control",5,-5,"none","none"
"6G1ZR","lab-synch","none-control",6,-6,"none","none"
"6G1ZR","lab-synch","none-control",7,-7,"none","none"
"6G1ZR","lab-synch","none-control",8,-7.5,"none","none"
"6G1ZR","lab-synch","none-control",9,-8.5,"none","none"
"6G1ZR","lab-synch","none-control",10,-9.5,"none","none"
"6G1ZR","lab-synch","none-control",11,-10.5,"none","none"
"6G1ZR","lab-synch","none-control",12,-11.5,"none","none"
"6G1ZR","lab-synch","none-control",13,-12.5,"none","none"
"VEVUZ","lab-synch","img-impasse",1,1,"impasse","img"
"VEVUZ","lab-synch","img-impasse",2,2,"impasse","img"
"VEVUZ","lab-synch","img-impasse",3,3,"impasse","img"
"VEVUZ","lab-synch","img-impasse",4,4,"impasse","img"
"VEVUZ","lab-synch","img-impasse",5,5,"impasse","img"
"VEVUZ","lab-synch","img-impasse",6,6,"impasse","img"
"VEVUZ","lab-synch","img-impasse",7,7,"impasse","img"
"VEVUZ","lab-synch","img-impasse",8,8,"impasse","img"
"VEVUZ","lab-synch","img-impasse",9,9,"impasse","img"
"VEVUZ","lab-synch","img-impasse",10,10,"impasse","img"
"VEVUZ","lab-synch","img-impasse",11,11,"impasse","img"
"VEVUZ","lab-synch","img-impasse",12,12,"impasse","img"
"VEVUZ","lab-synch","img-impasse",13,13,"impasse","img"
"EPAUX","lab-synch","img-impasse",1,1,"impasse","img"
"EPAUX","lab-synch","img-impasse",2,1.5,"impasse","img"
"EPAUX","lab-synch","img-impasse",3,2.5,"impasse","img"
"EPAUX","lab-synch","img-impasse",4,3.5,"impasse","img"
"EPAUX","lab-synch","img-impasse",5,4.5,"impasse","img"
"EPAUX","lab-synch","img-impasse",6,5.5,"impasse","img"
"EPAUX","lab-synch","img-impasse",7,6.5,"impasse","img"
"EPAUX","lab-synch","img-impasse",8,7.5,"impasse","img"
"EPAUX","lab-synch","img-impasse",9,8.5,"impasse","img"
"EPAUX","lab-synch","img-impasse",10,9.5,"impasse","img"
"EPAUX","lab-synch","img-impasse",11,10.5,"impasse","img"
"EPAUX","lab-synch","img-impasse",12,11.5,"impasse","img"
"EPAUX","lab-synch","img-impasse",13,12.5,"impasse","img"
"RM2SM","lab-synch","ixv-impasse",1,1,"impasse","ixv"
"RM2SM","lab-synch","ixv-impasse",2,2,"impasse","ixv"
"RM2SM","lab-synch","ixv-impasse",3,3,"impasse","ixv"
"RM2SM","lab-synch","ixv-impasse",4,4,"impasse","ixv"
"RM2SM","lab-synch","ixv-impasse",5,5,"impasse","ixv"
"RM2SM","lab-synch","ixv-impasse",6,6,"impasse","ixv"
"RM2SM","lab-synch","ixv-impasse",7,7,"impasse","ixv"
"RM2SM","lab-synch","ixv-impasse",8,8,"impasse","ixv"
"RM2SM","lab-synch","ixv-impasse",9,9,"impasse","ixv"
"RM2SM","lab-synch","ixv-impasse",10,10,"impasse","ixv"
"RM2SM","lab-synch","ixv-impasse",11,11,"impasse","ixv"
"RM2SM","lab-synch","ixv-impasse",12,12,"impasse","ixv"
"RM2SM","lab-synch","ixv-impasse",13,13,"impasse","ixv"
"VUHEV","lab-synch","img-impasse",1,1,"impasse","img"
"VUHEV","lab-synch","img-impasse",2,2,"impasse","img"
"VUHEV","lab-synch","img-impasse",3,3,"impasse","img"
"VUHEV","lab-synch","img-impasse",4,4,"impasse","img"
"VUHEV","lab-synch","img-impasse",5,5,"impasse","img"
"VUHEV","lab-synch","img-impasse",6,6,"impasse","img"
"VUHEV","lab-synch","img-impasse",7,7,"impasse","img"
"VUHEV","lab-synch","img-impasse",8,8,"impasse","img"
"VUHEV","lab-synch","img-impasse",9,9,"impasse","img"
"VUHEV","lab-synch","img-impasse",10,10,"impasse","img"
"VUHEV","lab-synch","img-impasse",11,11,"impasse","img"
"VUHEV","lab-synch","img-impasse",12,12,"impasse","img"
"VUHEV","lab-synch","img-impasse",13,13,"impasse","img"
"Q7P0Z","lab-synch","img-impasse",1,1,"impasse","img"
"Q7P0Z","lab-synch","img-impasse",2,2,"impasse","img"
"Q7P0Z","lab-synch","img-impasse",3,3,"impasse","img"
"Q7P0Z","lab-synch","img-impasse",4,4,"impasse","img"
"Q7P0Z","lab-synch","img-impasse",5,5,"impasse","img"
"Q7P0Z","lab-synch","img-impasse",6,6,"impasse","img"
"Q7P0Z","lab-synch","img-impasse",7,7,"impasse","img"
"Q7P0Z","lab-synch","img-impasse",8,8,"impasse","img"
"Q7P0Z","lab-synch","img-impasse",9,9,"impasse","img"
"Q7P0Z","lab-synch","img-impasse",10,10,"impasse","img"
"Q7P0Z","lab-synch","img-impasse",11,11,"impasse","img"
"Q7P0Z","lab-synch","img-impasse",12,12,"impasse","img"
"Q7P0Z","lab-synch","img-impasse",13,13,"impasse","img"
"W857O","lab-synch","img-control",1,1,"none","img"
"W857O","lab-synch","img-control",2,1,"none","img"
"W857O","lab-synch","img-control",3,1.5,"none","img"
"W857O","lab-synch","img-control",4,2.5,"none","img"
"W857O","lab-synch","img-control",5,3.5,"none","img"
"W857O","lab-synch","img-control",6,2.5,"none","img"
"W857O","lab-synch","img-control",7,1.5,"none","img"
"W857O","lab-synch","img-control",8,2.5,"none","img"
"W857O","lab-synch","img-control",9,1.5,"none","img"
"W857O","lab-synch","img-control",10,0.5,"none","img"
"W857O","lab-synch","img-control",11,1.5,"none","img"
"W857O","lab-synch","img-control",12,2.5,"none","img"
"W857O","lab-synch","img-control",13,3.5,"none","img"
"LFDYR","lab-synch","img-impasse",1,1,"impasse","img"
"LFDYR","lab-synch","img-impasse",2,1,"impasse","img"
"LFDYR","lab-synch","img-impasse",3,0,"impasse","img"
"LFDYR","lab-synch","img-impasse",4,1,"impasse","img"
"LFDYR","lab-synch","img-impasse",5,2,"impasse","img"
"LFDYR","lab-synch","img-impasse",6,3,"impasse","img"
"LFDYR","lab-synch","img-impasse",7,2.5,"impasse","img"
"LFDYR","lab-synch","img-impasse",8,3.5,"impasse","img"
"LFDYR","lab-synch","img-impasse",9,4.5,"impasse","img"
"LFDYR","lab-synch","img-impasse",10,5.5,"impasse","img"
"LFDYR","lab-synch","img-impasse",11,6.5,"impasse","img"
"LFDYR","lab-synch","img-impasse",12,7.5,"impasse","img"
"LFDYR","lab-synch","img-impasse",13,8.5,"impasse","img"
"VA4GG","lab-synch","img-control",1,1,"none","img"
"VA4GG","lab-synch","img-control",2,2,"none","img"
"VA4GG","lab-synch","img-control",3,3,"none","img"
"VA4GG","lab-synch","img-control",4,4,"none","img"
"VA4GG","lab-synch","img-control",5,5,"none","img"
"VA4GG","lab-synch","img-control",6,6,"none","img"
"VA4GG","lab-synch","img-control",7,7,"none","img"
"VA4GG","lab-synch","img-control",8,8,"none","img"
"VA4GG","lab-synch","img-control",9,9,"none","img"
"VA4GG","lab-synch","img-control",10,10,"none","img"
"VA4GG","lab-synch","img-control",11,11,"none","img"
"VA4GG","lab-synch","img-control",12,12,"none","img"
"VA4GG","lab-synch","img-control",13,13,"none","img"
"7RVE0","lab-synch","ixv-impasse",1,1,"impasse","ixv"
"7RVE0","lab-synch","ixv-impasse",2,2,"impasse","ixv"
"7RVE0","lab-synch","ixv-impasse",3,3,"impasse","ixv"
"7RVE0","lab-synch","ixv-impasse",4,4,"impasse","ixv"
"7RVE0","lab-synch","ixv-impasse",5,5,"impasse","ixv"
"7RVE0","lab-synch","ixv-impasse",6,4,"impasse","ixv"
"7RVE0","lab-synch","ixv-impasse",7,3.5,"impasse","ixv"
"7RVE0","lab-synch","ixv-impasse",8,4.5,"impasse","ixv"
"7RVE0","lab-synch","ixv-impasse",9,5.5,"impasse","ixv"
"7RVE0","lab-synch","ixv-impasse",10,6.5,"impasse","ixv"
"7RVE0","lab-synch","ixv-impasse",11,7.5,"impasse","ixv"
"7RVE0","lab-synch","ixv-impasse",12,8.5,"impasse","ixv"
"7RVE0","lab-synch","ixv-impasse",13,9.5,"impasse","ixv"
"UTZ96","lab-synch","ixv-control",1,1,"none","ixv"
"UTZ96","lab-synch","ixv-control",2,2,"none","ixv"
"UTZ96","lab-synch","ixv-control",3,3,"none","ixv"
"UTZ96","lab-synch","ixv-control",4,4,"none","ixv"
"UTZ96","lab-synch","ixv-control",5,3.5,"none","ixv"
"UTZ96","lab-synch","ixv-control",6,4.5,"none","ixv"
"UTZ96","lab-synch","ixv-control",7,5.5,"none","ixv"
"UTZ96","lab-synch","ixv-control",8,6.5,"none","ixv"
"UTZ96","lab-synch","ixv-control",9,7.5,"none","ixv"
"UTZ96","lab-synch","ixv-control",10,8.5,"none","ixv"
"UTZ96","lab-synch","ixv-control",11,9.5,"none","ixv"
"UTZ96","lab-synch","ixv-control",12,10.5,"none","ixv"
"UTZ96","lab-synch","ixv-control",13,11.5,"none","ixv"
"G0CPA","lab-synch","none-control",1,-1,"none","none"
"G0CPA","lab-synch","none-control",2,-2,"none","none"
"G0CPA","lab-synch","none-control",3,-3,"none","none"
"G0CPA","lab-synch","none-control",4,-4,"none","none"
"G0CPA","lab-synch","none-control",5,-5,"none","none"
"G0CPA","lab-synch","none-control",6,-6,"none","none"
"G0CPA","lab-synch","none-control",7,-7,"none","none"
"G0CPA","lab-synch","none-control",8,-8,"none","none"
"G0CPA","lab-synch","none-control",9,-9,"none","none"
"G0CPA","lab-synch","none-control",10,-10,"none","none"
"G0CPA","lab-synch","none-control",11,-11,"none","none"
"G0CPA","lab-synch","none-control",12,-12,"none","none"
"G0CPA","lab-synch","none-control",13,-13,"none","none"
"EENOM","lab-synch","none-control",1,-1,"none","none"
"EENOM","lab-synch","none-control",2,-2,"none","none"
"EENOM","lab-synch","none-control",3,-1.5,"none","none"
"EENOM","lab-synch","none-control",4,-2,"none","none"
"EENOM","lab-synch","none-control",5,-3,"none","none"
"EENOM","lab-synch","none-control",6,-4,"none","none"
"EENOM","lab-synch","none-control",7,-5,"none","none"
"EENOM","lab-synch","none-control",8,-6,"none","none"
"EENOM","lab-synch","none-control",9,-7,"none","none"
"EENOM","lab-synch","none-control",10,-8,"none","none"
"EENOM","lab-synch","none-control",11,-9,"none","none"
"EENOM","lab-synch","none-control",12,-10,"none","none"
"EENOM","lab-synch","none-control",13,-11,"none","none"
"SAAFX","lab-synch","none-impasse",1,1,"impasse","none"
"SAAFX","lab-synch","none-impasse",2,2,"impasse","none"
"SAAFX","lab-synch","none-impasse",3,3,"impasse","none"
"SAAFX","lab-synch","none-impasse",4,4,"impasse","none"
"SAAFX","lab-synch","none-impasse",5,5,"impasse","none"
"SAAFX","lab-synch","none-impasse",6,6,"impasse","none"
"SAAFX","lab-synch","none-impasse",7,7,"impasse","none"
"SAAFX","lab-synch","none-impasse",8,8,"impasse","none"
"SAAFX","lab-synch","none-impasse",9,9,"impasse","none"
"SAAFX","lab-synch","none-impasse",10,10,"impasse","none"
"SAAFX","lab-synch","none-impasse",11,9.5,"impasse","none"
"SAAFX","lab-synch","none-impasse",12,10.5,"impasse","none"
"SAAFX","lab-synch","none-impasse",13,11.5,"impasse","none"
"C1LJW","lab-synch","ixv-control",1,1,"none","ixv"
"C1LJW","lab-synch","ixv-control",2,2,"none","ixv"
"C1LJW","lab-synch","ixv-control",3,3,"none","ixv"
"C1LJW","lab-synch","ixv-control",4,4,"none","ixv"
"C1LJW","lab-synch","ixv-control",5,5,"none","ixv"
"C1LJW","lab-synch","ixv-control",6,6,"none","ixv"
"C1LJW","lab-synch","ixv-control",7,7,"none","ixv"
"C1LJW","lab-synch","ixv-control",8,8,"none","ixv"
"C1LJW","lab-synch","ixv-control",9,9,"none","ixv"
"C1LJW","lab-synch","ixv-control",10,10,"none","ixv"
"C1LJW","lab-synch","ixv-control",11,11,"none","ixv"
"C1LJW","lab-synch","ixv-control",12,12,"none","ixv"
"C1LJW","lab-synch","ixv-control",13,13,"none","ixv"
"6VE21","lab-synch","img-control",1,-1,"none","img"
"6VE21","lab-synch","img-control",2,-1,"none","img"
"6VE21","lab-synch","img-control",3,-2,"none","img"
"6VE21","lab-synch","img-control",4,-2.5,"none","img"
"6VE21","lab-synch","img-control",5,-3.5,"none","img"
"6VE21","lab-synch","img-control",6,-4.5,"none","img"
"6VE21","lab-synch","img-control",7,-5.5,"none","img"
"6VE21","lab-synch","img-control",8,-6.5,"none","img"
"6VE21","lab-synch","img-control",9,-7.5,"none","img"
"6VE21","lab-synch","img-control",10,-8.5,"none","img"
"6VE21","lab-synch","img-control",11,-9.5,"none","img"
"6VE21","lab-synch","img-control",12,-10.5,"none","img"
"6VE21","lab-synch","img-control",13,-11.5,"none","img"
"V8DLR","lab-synch","img-control",1,-1,"none","img"
"V8DLR","lab-synch","img-control",2,0,"none","img"
"V8DLR","lab-synch","img-control",3,1,"none","img"
"V8DLR","lab-synch","img-control",4,2,"none","img"
"V8DLR","lab-synch","img-control",5,3,"none","img"
"V8DLR","lab-synch","img-control",6,4,"none","img"
